"spo","meanW","semW"
"SPO0635",1.03,0.02
"SPO0636",1.01,0.15
"SPO0638",0.98,0.04
"SPO0639",1,0.01
"SPO0641",1,0.02
"SPO0642",1.06,0.04
"SPO0643",0.99,0.04
"SPO0644",0.95,0.06
"SPO0645",1.01,0.02
"SPO0647",1,0.13
"SPO0648",1.03,0.02
"SPO0649",0.99,0.03
"SPO0650",0.97,0.02
"SPO0651",0.96,0.03
"SPO0652",1.02,0.23
"SPO0653",0.98,0.03
"SPO0654",1.02,0.04
"SPO0655",0.61,0.16
"SPO0657",1.03,0.04
"SPO0658",0.95,0.04
"SPO0659",0.92,0.05
"SPO0660",0.94,0.03
"SPO0661",0.92,0.05
"SPO0662",0.9,0.05
"SPO0663",0.88,0.04
"SPO0664",1,0.04
"SPO0665",1.03,0.1
"SPO0666",0.88,0.08
"SPO0668",0,NA
"SPO0670",0.95,0.04
"SPO0671",0.93,0.03
"SPO0672",1.02,0.03
"SPO0673",0.86,0.05
"SPO0674",0.9,0.02
"SPO0675",0.94,0.07
"SPO0676",0.83,0.29
"SPO0677",1.03,0.04
"SPO0678",1,0.02
"SPO0679",1.11,0.03
"SPO0680",1,0.03
"SPO0681",1.02,0.11
"SPO0682",1.03,0.02
"SPO0683",1.04,0.04
"SPO0684",1.04,0.08
"SPO0685",1,0.02
"SPO0686",0.96,0.02
"SPO0687",1.02,0.03
"SPO0688",1.03,0.03
"SPO0689",0.97,0.34
"SPO0690",0.95,0.04
"SPO0691",0.97,0.04
"SPO0692",0.97,0.03
"SPO0693",0.96,0.01
"SPO0694",0.96,0.04
"SPO0695",1.08,0.09
"SPO0697",0.94,0.05
"SPO0698",0.84,0.13
"SPO0699",0.86,0.02
"SPO0700",0.99,0.07
"SPO0701",1.03,0.01
"SPO0702",1.01,0.03
"SPO0703",0.98,0.05
"SPO0704",0.94,0.03
"SPO0705",0.96,0.04
"SPO0706",1.02,0.01
"SPO0707",0.88,0.03
"SPO0708",0.94,0.05
"SPO0710",0.96,0.03
"SPO0711",1.05,0.01
"SPO0712",1.04,0.03
"SPO0713",1.02,0.03
"SPO0714",0.46,0.45
"SPO0715",0.83,0.14
"SPO0716",1.02,0.02
"SPO0717",1.05,0.02
"SPO0718",0.92,0.03
"SPO0721",1.32,0.29
"SPO0722",1.19,0.19
"SPO0723",1.07,0.05
"SPO0724",1.03,0.02
"SPO0725",1.02,0.04
"SPO0727",0.76,0.27
"SPO0728",0.96,0.03
"SPO0729",0.88,NA
"SPO0732",1.07,NA
"SPO0733",0.99,0.03
"SPO0734",1,0.08
"SPO0735",1.05,0.03
"SPO0736",0.96,0.02
"SPO0737",1.07,0.08
"SPO0738",0.98,0.05
"SPO0739",1.01,0.02
"SPO0740",1.02,0.03
"SPO0741",1,0.02
"SPO0742",1,0.01
"SPO0743",0.85,0.06
"SPO0744",0.95,0.02
"SPO0745",0.94,0.01
"SPO0746",0.98,0.04
"SPO0747",0.96,0.03
"SPO0748",1.03,0.09
"SPO0749",0.97,0.04
"SPO0750",0.97,0.05
"SPO0751",0.97,0.03
"SPO0752",0.67,0.07
"SPO0753",1.04,0.03
"SPO0754",1.03,0.02
"SPO0755",1.07,0.03
"SPO0756",1.05,0.07
"SPO0757",1.07,0.01
"SPO0758",1.06,0.01
"SPO0759",1.04,0.04
"SPO0760",0.85,0.08
"SPO0761",0.93,0.05
"SPO0762",1.06,0.05
"SPO0763",0.96,0.01
"SPO0764",0.95,0.02
"SPO0765",0.91,0.02
"SPO0766",0.74,0.09
"SPO0767",0.52,0.3
"SPO0768",0.91,0.06
"SPO0769",1.02,0.01
"SPO0770",0.85,0.11
"SPO0771",0.96,0.03
"SPO0772",1.01,0.03
"SPO0773",1.09,0.04
"SPO0774",0.96,0.02
"SPO0775",1.03,0.04
"SPO0776",0.96,0.08
"SPO0777",0.95,0.1
"SPO0778",0.96,0.09
"SPO0779",0.1,0.1
"SPO0780",0.84,0.04
"SPO0782",0.89,0.04
"SPO0783",0.94,0.02
"SPO0784",0.62,0.28
"SPO0785",0.93,0.14
"SPO0786",0.9,0.05
"SPO0787",0.81,0.12
"SPO0788",0.84,0.08
"SPO0789",1.12,0.07
"SPO0790",0.82,0.23
"SPO0791",1.02,0.03
"SPO0792",1.05,0.01
"SPO0793",0.91,0.07
"SPO0794",0.89,0.02
"SPO0795",0.88,0.16
"SPO0796",1.06,0.03
"SPO0797",0.94,0.05
"SPO0798",0.96,0.01
"SPO0799",1.02,0.08
"SPO0800",0.86,0.05
"SPO0801",0.83,0.02
"SPO0803",0.99,0.19
"SPO0806",0,0
"SPO0807",1.01,0.05
"SPO0808",0,0
"SPO0809",1.03,0.04
"SPO0810",1,0.05
"SPO0811",1.32,0.44
"SPO0812",0,NA
"SPO0813",0.94,0.01
"SPO0814",0.96,0.07
"SPO0816",0.98,0.04
"SPO0817",0.98,0.13
"SPO0818",0.94,0.02
"SPO0819",0.98,0.06
"SPO0820",1.04,0.04
"SPO0821",1.01,0.04
"SPO0822",0.95,0.06
"SPO0823",1.05,0.06
"SPO0824",0.99,0.05
"SPO0825",0.72,0.25
"SPO0826",0.93,0.02
"SPO0827",0.98,0.01
"SPO0828",1,0.03
"SPO0829",1.01,0.05
"SPO0830",1.01,0.02
"SPO0831",0.92,0.1
"SPO0832",0.95,0.05
"SPO0833",1.03,0.02
"SPO0834",1.01,0.02
"SPO0835",1.05,0.05
"SPO0836",1.03,0.05
"SPO0837",0.93,0.05
"SPO0839",0.99,0.04
"SPO0840",0.96,0.03
"SPO0841",0.96,0.02
"SPO0842",0.98,0.02
"SPO0844",0.97,0.02
"SPO0845",0.89,0.03
"SPO0847",0.95,0.02
"SPO0848",0.9,0.03
"SPO0849",0.95,0.01
"SPO0850",0.96,0.05
"SPO0851",0.84,0.09
"SPO0852",0.96,0.08
"SPO0853",0.98,0.11
"SPO0854",0.98,0.08
"SPO0855",0.98,0.03
"SPO0856",1,0.02
"SPO0857",0.95,0.05
"SPO0858",0.96,0.05
"SPO0859",1.14,0.04
"SPO0860",0.96,0.09
"SPO0861",1.02,0.03
"SPO0862",0.91,0.01
"SPO0863",0.98,0.21
"SPO0864",0.98,0.06
"SPO0865",0.98,0.04
"SPO0866",0.96,0.06
"SPO0867",1.02,0.06
"SPO0868",0.95,0.03
"SPO0869",0.94,0.02
"SPO0870",1,0.05
"SPO0872",0.95,0.01
"SPO0873",0.65,0.05
"SPO0874",0.92,0.08
"SPO0875",0.75,0.03
"SPO0876a",0.93,0.08
"SPO0877",1,0.01
"SPO0878",0.96,0.06
"SPO0879",0.96,0.03
"SPO0880",1.04,0.04
"SPO0881",0.92,0.02
"SPO0882",1.09,0.01
"SPO0883",1,0.01
"SPO0884",1.02,0.04
"SPO0885",1.05,0.12
"SPO0887",0.5,0.5
"SPO0888",1.08,0.03
"SPO0889",1.03,0.05
"SPO0890",1.11,0.13
"SPO0891",1.02,0.04
"SPO0892",0.31,0.11
"SPO0893",0.14,0.14
"SPO0894",0.92,0.04
"SPO0895",1,0.03
"SPO0897",1.01,0.04
"SPO0898",1.04,0.01
"SPO0899",1,0.01
"SPO0900",0.58,0.21
"SPO0901",1.04,0.02
"SPO0902",0.73,0.15
"SPO0903",0,0
"SPO0904",0.69,0.02
"SPO0905",0.92,0.04
"SPO0906",1.07,0.03
"SPO0907",0,NA
"SPO0910",1.03,0.02
"SPO0911",0.59,0.06
"SPO0912",0.74,0.27
"SPO0913",1.06,0.02
"SPO0914",1.07,0.09
"SPO0915",1.02,0.02
"SPO0916",1,0.04
"SPO0917",0.95,0.04
"SPO0918",0.99,0.04
"SPO0919",1.04,0.06
"SPO0920",1,0.06
"SPO0921",1.02,0.03
"SPO0922",1.07,0.05
"SPO0923",0.62,NA
"SPO0925",0.94,0.06
"SPO0927",1.03,0.02
"SPO0928",1.06,0.04
"SPO0929",0.83,0.16
"SPO0930",0.93,0.06
"SPO0931",1.29,0.04
"SPO0932",0.52,0.18
"SPO0933",0.91,0.12
"SPO0934",1,0.05
"SPO0935",1.02,0.03
"SPO0936",1.07,0.21
"SPO0937",1,0.02
"SPO0939",1.04,0.08
"SPO0940",1.15,0.07
"SPO0941",0.99,0.18
"SPO0942",1.05,0.06
"SPO0943",0.86,0.15
"SPO0944",1.05,0.01
"SPO0945",1.04,0.04
"SPO0946",0.7,0.03
"SPO0948",0.95,0.04
"SPO0949",1.05,0.03
"SPO0950",0.93,0.1
"SPO0951",1,0.07
"SPO0952",0.92,0.08
"SPO0953",1,0.02
"SPO0954",0.66,0.23
"SPO0955",1.03,0.02
"SPO0957",0.95,0.06
"SPO0958",0.94,0.03
"SPO0959",0.99,0.04
"SPO0960",1.3,0.21
"SPO0961",1.65,NA
"SPO0962",0,0
"SPO0964",0.96,0.03
"SPO0965",0.98,0.13
"SPO0966",0.91,0.07
"SPO0967",1.02,0.03
"SPO0968",1.03,0.07
"SPO0970",0.94,0.01
"SPO0971",0.94,0.06
"SPO0972",0.91,0.03
"SPO0973",1.02,0.1
"SPO0974",0.97,0.03
"SPO0975",1.04,0.05
"SPO0976",0.94,0.11
"SPO0977",1.05,0.01
"SPO0978",0.98,0.08
"SPO0980",1.15,0.05
"SPO0981",0.95,0.11
"SPO0982",1.01,0.05
"SPO0983",0.94,0.01
"SPO0984",0.92,0.03
"SPO0985",0.84,0.05
"SPO0986",1.02,0.07
"SPO0987",0.9,0.04
"SPO0988",0.86,0.04
"SPO0989",1.02,0.03
"SPO0990",0.98,0.03
"SPO0991",0.89,0.03
"SPO0992",1.09,0.05
"SPO0993",0.97,0.1
"SPO0994",1.47,NA
"SPO0995",1.16,0.11
"SPO0996",1,0.04
"SPO0997",1.03,0.03
"SPO0998",1.02,0.02
"SPO0999",1,0.01
"SPO1000",1.04,0.04
"SPO1001",0.92,0.07
"SPO1002",0.96,0.03
"SPO1003",0.1,0.1
"SPO1004",0.43,0.25
"SPO1005",1.05,0.02
"SPO1006",1.04,0.04
"SPO1007",1.09,0.02
"SPO1008",1.21,0.05
"SPO1009",0.96,0.05
"SPO1012",0.87,0.09
"SPO1013",0.95,0.08
"SPO1014",0.9,0.06
"SPO1015",1.1,0.07
"SPO1016",0.9,0.07
"SPO1017",1.14,0.1
"SPO1018",1,0.04
"SPO1019",0.97,NA
"SPO1020",0.99,0.05
"SPO1021",0.94,0.04
"SPO1022",1.1,0.03
"SPO1024",0.93,0.05
"SPO1025",0.93,0.04
"SPO1026",1,0.03
"SPO1027",0.95,0.04
"SPO1028",1,0.06
"SPO1029",1.04,0.04
"SPO1030",1,0.02
"SPO1031",1,0.03
"SPO1032",0.95,0.13
"SPO1033",0,0
"SPO1034",1.02,0.03
"SPO1036",0.99,0.01
"SPO1037",0.98,0.01
"SPO1038",0.67,0.34
"SPO1039",0.95,0.05
"SPO1040",1.07,0.06
"SPO1041",0.78,0.16
"SPO1042",1.09,0.05
"SPO1043",0.92,0.08
"SPO1044",0.86,0.04
"SPO1044a",0.96,0.05
"SPO1045",1.02,0.01
"SPO1046",0.98,0.01
"SPO1047",1,0.01
"SPO1048",0.98,0.02
"SPO1050",0.96,0.03
"SPO1051",0.92,0.06
"SPO1052",0.93,0.07
"SPO1053",1.02,0.03
"SPO1054",1.03,0.14
"SPO1055",1.06,0.04
"SPO1056",0.97,0.03
"SPO1057",0.99,0.07
"SPO1058",1.03,0.04
"SPO1059",0.96,0.01
"SPO1060",0.93,0.01
"SPO1061",1.01,0.03
"SPO1062",0.89,0.04
"SPO1063",0.87,0.06
"SPO1064",1.09,0.04
"SPO1065",0.97,0.02
"SPO1066",1,0.04
"SPO1067",0.96,0.04
"SPO1068",0.94,0.1
"SPO1069",0.96,0.09
"SPO1070",0.95,0.01
"SPO1071",1,0.04
"SPO1072",1,0.05
"SPO1073",0.99,0.13
"SPO1074",1.08,0.04
"SPO1075",1.13,NA
