"spo","meanW","semW"
"SPO0097",0.993,0.008
"SPO0098",0.956,0.009
"SPO0099",0.958,0.023
"SPO0100",0.999,0.036
"SPO0101",0.985,0.008
"SPO0102",0.741,0.032
"SPO0103",0.762,0.015
"SPO0104",1.011,0.015
"SPO0105",0.987,0.026
"SPO0106",1.016,0.011
"SPO0107",1.034,0.015
"SPO0108",0.981,0.051
"SPO0109",1.005,0.006
"SPO0110",1.028,0.009
"SPO0111",1.042,0.008
"SPO0112",1.033,0.009
"SPO0113",1.008,0.011
"SPO0114",1.042,0.014
"SPO0115",1.008,0.012
"SPO0116",1.003,0.015
"SPO0118",0.939,0.006
"SPO0119",1.04,0.021
"SPO0120",0.987,0.021
"SPO0122",1.023,0.036
"SPO0123",0.948,0.02
"SPO0124",1.053,0.006
"SPO0125",1.028,0.014
"SPO0126",1.029,0.008
"SPO0127",1.076,0.106
"SPO0128",1.015,0.018
"SPO0129",1.007,0.035
"SPO0130",0.907,0.035
"SPO0131",1.077,0.029
"SPO0132",0.933,0.004
"SPO0133",1.019,0.018
"SPO0134",1.046,0.071
"SPO0135",1.013,0.032
"SPO0136",1.012,0.02
"SPO0137",1.019,0.006
"SPO0138",0.946,0.014
"SPO0139",0.982,0.007
"SPO0140",0.947,0.006
"SPO0141",0.947,0.034
"SPO0142",1.006,0.028
"SPO0143",0.953,0.009
"SPO0146",1.06,0.019
"SPO0147",0.501,0.172
"SPO0151",0.942,0.007
"SPO0152",0.986,0.014
"SPO0153",0.807,0.017
"SPO0154",0.979,0.026
"SPO0156",0.992,0.01
"SPO0157",1.01,0.008
"SPO0160",1.063,0.017
"SPO0161",0.978,0.014
"SPO0162",0.983,0.033
"SPO0163",0.939,0.015
"SPO0164",0.952,0.024
"SPO0165",0.978,0.035
"SPO0166",0.983,0.033
"SPO0167",0.996,0.044
"SPO0168",0.968,0.02
"SPO0169",1.025,0.041
"SPO0170",1.031,0.011
"SPO0171",0.977,0.052
"SPO0172",0.991,0.026
"SPO0173",0.985,0.104
"SPO0174",0.882,0.063
"SPO0175",0.976,0.04
"SPO0176",0.931,0.074
"SPO0177",0.991,0.02
"SPO0178",0.978,0.046
"SPO0179",0.879,0.064
"SPO0180",0.965,0.057
"SPO0181",0.941,0.056
"SPO0182",0.951,0.027
"SPO0183",0.974,0.034
"SPO0184",1.035,0.015
"SPO0185",0.996,0.007
"SPO0186",1.055,0.011
"SPO0187",0.94,0.034
"SPO0188",0.976,0.019
"SPO0189",0.968,0.024
"SPO0190",0.974,0.005
"SPO0191",0.973,0.028
"SPO0192",0.976,0.031
"SPO0193",0.957,0.031
"SPO0194",1.006,0.016
"SPO0195",1.021,0.015
"SPO0196",1.037,0.019
"SPO0197",0.989,0.013
"SPO0198",0.998,0.027
"SPO0199",1.023,0.024
"SPO0200",0.997,0.016
"SPO0201",1.016,0.023
"SPO0202",1.026,0.024
"SPO0203",0.97,0.014
"SPO0204",0.996,0.028
"SPO0205",0.981,0.04
"SPO0206",0.934,0.023
"SPO0207",1.01,0.035
"SPO0209",0.989,0.028
"SPO0210",0.045,0.045
"SPO0211",1.019,0.01
"SPO0212",0.989,0.026
"SPO0213",1.007,0.024
"SPO0214",1.02,0.022
"SPO0215",0.19,0.023
"SPO0216",0.064,0.022
"SPO0217",0.883,0.05
"SPO0218",0.974,0.014
"SPO0219",0.991,0.022
"SPO0220",1.066,0.03
"SPO0221",1.098,0.036
"SPO0222",1.054,0.022
"SPO0223",0.99,0.008
"SPO0224",1.011,0.031
"SPO0225",0.973,0.027
"SPO0226",1.008,0.01
"SPO0227",1.06,0.013
"SPO0228",1.009,0.038
"SPO0230",1.127,0.044
"SPO0231",1.026,0.023
"SPO0232",1.002,0.008
"SPO0233",0.982,0.094
"SPO0234",1.065,0.014
"SPO0235",1.05,0.011
"SPO0236",1.045,0.007
"SPO0237",1.026,0.016
"SPO0238",0.998,0.009
"SPO0239",1.009,0.01
"SPO0240",0.993,0.019
"SPO0241",0.998,0.004
"SPO0248",1.054,0.018
"SPO0249",1.18,0.128
"SPO0250",0.989,0.018
"SPO0252",0,0
"SPO0253",1.142,0.007
"SPO0254",1.065,0.008
"SPO0255",0.969,0.038
"SPO0256",0.964,0.031
"SPO0257",0.969,0.041
"SPO0258",1.008,0.008
"SPO0259",0.933,0.062
"SPO0260",1.014,0.024
"SPO0261",0.985,0.015
"SPO0263",0.951,0.023
"SPO0264",1.003,0.017
"SPO0265",0.96,0.03
"SPO0266",0.951,0.033
"SPO0268",1.054,0.037
"SPO0269",0.973,0.031
"SPO0270",1.081,0.031
"SPO0273",1.848,NA
"SPO0274",0.979,0.02
"SPO0275",1.017,0.053
"SPO0276",0.953,0.037
"SPO0277",0.992,0.033
"SPO0280",1.046,0.094
"SPO0281",1.006,0.059
"SPO0282",1.066,0.062
"SPO0284",0.139,0.08
"SPO0285",0.806,0.049
"SPO0286",0.713,0.063
"SPO0287",0.089,0.089
"SPO0289",0.783,0.022
"SPO0290",0.956,0.035
"SPO0291",0.727,0.019
"SPO0292",1.006,0.02
"SPO0293",1.023,0.007
"SPO0294",0.951,0.051
"SPO0295",1.01,0.015
"SPO0296",1.05,0.021
"SPO0297",0,0
"SPO0298",1.004,0.012
"SPO0299",1.024,0.022
"SPO0300",1.037,0.014
"SPO0301",1,0.011
"SPO0302",0.961,0.024
"SPO0303",1.008,0.054
"SPO0304",1.088,0.023
"SPO0305",1.012,0.045
"SPO0306",0.836,0.01
"SPO0307",0.805,0.06
"SPO0308",0.906,0.104
"SPO0309",0.961,0.015
"SPO0310",0.902,0.048
"SPO0311",1.121,0.016
"SPO0312",1.004,0.016
"SPO0313",1.016,0.05
"SPO0314",1.034,0.041
"SPO0315",0.901,0.056
"SPO0317",1.007,0.021
"SPO0320",1.04,0.101
"SPO0321",1.074,0.062
"SPO0322",1.146,0.024
"SPO0323",1.041,0.011
"SPO0324",1.006,0.015
"SPO0325",0.637,0.091
"SPO0326",0.991,0.015
"SPO0327",0.985,0.037
"SPO0328",0.913,0.035
"SPO0329",0.945,0.028
"SPO0330",0.961,0.064
"SPO0331",0.811,0.272
"SPO0332",0,0
"SPO0333",1.059,0.034
"SPO0334",0.501,0.039
"SPO0335",0.99,0.009
"SPO0336",0.862,0.073
"SPO0337",1.082,0.016
"SPO0338",1.078,0.026
"SPO0339",1.029,0.027
"SPO0342",0.848,0.031
"SPO0343",1.07,0.183
"SPO0344a",0.49,0.043
"SPO0345",0.358,0.124
"SPO0346a",0.831,0.018
"SPO0347",0,NA
"SPO0348",1.003,0.008
"SPO0349",0.159,0.058
"SPO0350",0.974,0.057
"SPO0351",1.062,0.031
"SPO0352",0.969,0.029
"SPO0353",0.974,0.052
"SPO0354",0.96,0.041
"SPO0355",0.777,0.088
"SPO0356",1.02,0.016
"SPO0357",0.966,0.003
"SPO0360a",0.238,0.238
"SPO0362",1.006,0.01
"SPO0363",1.029,0.033
"SPO0364",0.993,0.008
"SPO0365",0.945,0.02
"SPO0366",0.886,0.005
"SPO0367",0.949,0.005
"SPO0368",0.954,0.005
"SPO0369",0.978,0.023
"SPO0370",1.042,0.02
"SPO0371",0.98,0.008
"SPO0372",1.022,0.036
"SPO0373",1.031,0.027
"SPO0374",0.89,0.022
"SPO0375",0.911,0.025
"SPO0376",1.021,0.011
"SPO0377",1.037,0.019
"SPO0378",1.043,0.013
"SPO0379",1.018,0.02
"SPO0380",0.96,0.016
"SPO0383",1,0.121
"SPO0384",1.018,0.055
"SPO0385",1.013,0.032
"SPO0386",0.324,0.054
"SPO0387",1.027,0.044
"SPO0388",1.117,0.004
"SPO0389",0.904,0.027
"SPO0390",1.064,0.021
"SPO0391",1.052,0.025
"SPO0393",0.997,0.014
"SPO0394",0.976,0.029
"SPO0395",1.016,0.056
"SPO0397",0.889,0.04
"SPO0398",0.946,0.041
"SPO0399",0.922,0.152
"SPO0400",1.049,0.03
"SPO0401",0.652,0.118
"SPO0402",0.944,0.029
"SPO0403",1.011,0.03
"SPO0405",0.944,0.318
"SPO0406",1.066,0.056
"SPO0407",0.977,0.015
"SPO0409",0.825,0.065
"SPO0410",0.657,0.054
"SPO0411",0.992,0.073
"SPO0412",0.772,0.034
"SPO0413",0.991,0.033
"SPO0414",1.03,0.005
"SPO0415",0.995,0.015
"SPO0417",1.15,0.078
"SPO0421",0.928,0.058
"SPO0422",0.381,0.05
"SPO0423",1.007,0.035
"SPO0424",0.963,0.022
"SPO0425",1.03,0.015
"SPO0427",0.972,0.03
"SPO0428",0.974,0.022
"SPO0429",0.963,0.039
"SPO0431",0.996,0.012
"SPO0432",0.886,0.041
"SPO0433",0.962,0.023
"SPO0434",0.999,0.054
"SPO0435",1.034,0.014
"SPO0436",0.938,0.025
"SPO0437",0.973,0.025
"SPO0438",1.02,0.006
"SPO0439",0.941,0.063
"SPO0440",0.955,0.027
"SPO0441",0.947,0.081
"SPO0442",1.08,0.012
"SPO0443",1.1,0.045
"SPO0444",0.954,0.046
"SPO0445",0.914,0.042
"SPO0446",0.798,0.023
"SPO0447",0.907,0.031
"SPO0448",1.024,0.016
"SPO0450",1.037,0.037
"SPO0451",1,0.017
"SPO0452",0.951,0.037
"SPO0453",0.914,0.05
"SPO0454",1.058,0.01
"SPO0456",1.048,0.027
"SPO0457",1.002,0.025
"SPO0458",0.971,0.012
"SPO0460",0.939,0.011
"SPO0461",1.018,0.042
"SPO0462",0.922,0.062
"SPO0463",0.997,0.037
"SPO0464",0.965,0.033
"SPO0465",1.084,0.055
"SPO0466",1.001,0.043
"SPO0467",1.016,0.059
"SPO0468",1.042,0.068
"SPO0469",1.001,0.044
"SPO0470",1.005,0.027
"SPO0471",0.95,0.028
"SPO0472",0.953,0.03
"SPO0473",0.889,0.057
"SPO0474",1.061,0.126
"SPO0476",1.001,0.037
"SPO0477",0.96,0.029
"SPO0478",1.019,0.017
"SPO0479",0.985,0.007
"SPO0481",1.059,0.016
"SPO0482",0.89,0.042
"SPO0483",1.028,0.018
"SPO0489",1,0.006
"SPO0490",0.957,0.015
"SPO0491",1.004,0.036
"SPO0491a",0.963,0.024
"SPO0492",1.04,0.022
"SPO0503",0.627,0.023
"SPO0504",1.044,0.006
"SPO0504a",1.018,0.006
"SPO0507",1.08,0.036
"SPO0508",1.021,0.02
"SPO0512",0.598,0.31
"SPO0513",1.005,0.056
"SPO0514",1.025,0.037
"SPO0515",0.996,0.014
"SPO0516",0.671,0.087
"SPO0517",0.881,0.038
"SPO0520",0.958,0.018
"SPO0521",0.906,0.027
"SPO0522",0.943,0.025
"SPO0523",1.066,0.044
"SPO0524",1.002,0.066
"SPO0525",0.972,0.044
"SPO0526",0.526,0.526
"SPO0527",0.958,0.028
"SPO0528",0.935,0.01
"SPO0529",1.172,0.077
"SPO0532",0.735,NA
"SPO0533",1.09,0.032
"SPO0534",1.036,0.025
"SPO0535",0.989,0.02
"SPO0536",1.222,0.037
"SPO0539",0.961,0.053
"SPO0540",0.963,0.037
"SPO0541",0.966,0.014
"SPO0543",1.036,0.041
"SPO0544",0.97,0.01
"SPO0545",0.967,0.024
"SPO0546",0.918,0.018
"SPO0547",0.891,0.081
"SPO0548",0.989,0.027
"SPO0549",1.041,0.026
"SPO0550",0.802,0.301
"SPO0551",0.941,0.059
"SPO0552",1.067,0.121
"SPO0553",1.005,0.033
"SPO0554",1.123,0.043
"SPO0555",0.999,0.04
"SPO0556",1.036,0.013
"SPO0557",1.039,0.014
"SPO0558",0.951,0.023
"SPO0559",1.033,0.029
"SPO0560",1.007,0.013
"SPO0561",0.979,0.03
"SPO0562",0.985,0.093
"SPO0563",0.863,0.045
"SPO0564",0.935,0.02
"SPO0565",0.883,0.04
"SPO0566",0.848,0.07
"SPO0567",0.762,0.294
"SPO0568",1.048,0.009
"SPO0569",0.978,0.078
"SPO0570",0.976,0.063
"SPO0571",0.979,0.074
"SPO0572",0.902,0.084
"SPO0573",0.646,0.079
"SPO0574",1.002,0.014
"SPO0575",0.966,0.051
"SPO0576",1.099,0.011
"SPO0577",0.849,0.042
"SPO0578",0.902,0.026
"SPO0579",0.869,0.045
"SPO0580",1.056,0.08
"SPO0581",0.92,0.075
"SPO0582",1.011,0.033
"SPO0583",1.059,0.052
"SPO0584",1.055,0.014
"SPO0585",1.043,0.01
"SPO0586",1.012,0.014
"SPO0587",1.059,0.053
"SPO0588",1.013,0.11
"SPO0589",0.932,0.019
"SPO0590",0.593,0.139
"SPO0591",1.012,0.01
"SPO0592",0.939,0.099
"SPO0593",0.888,0.151
"SPO0594",0.811,0.034
"SPO0595",1.007,0.072
"SPO0596",0.954,0.034
"SPO0597",0.902,0.08
"SPO0598",0.899,0.028
"SPO0599",1.104,0.045
"SPO0600",0.973,0.024
"SPO0601",0.973,0.011
"SPO0602",0.953,0.018
"SPO0604",0.723,0.364
"SPO0605",1.042,0.018
"SPO0606",0.937,0.067
"SPO0607",0.946,0.101
"SPO0608",0.942,0.019
"SPO0609",1.015,0.021
"SPO0610",1.002,0.037
"SPO0611",0.919,0.016
"SPO0612",0.926,0.064
"SPO0613",1.071,0.09
"SPO0614",1.052,0.114
"SPO0615",1.02,0.037
"SPO0616",1.036,0.045
"SPO0618",0.985,0.036
"SPO0619",0.943,0.032
"SPO0620",0.75,0.135
"SPO0621",0.984,0.02
"SPO0622",0.965,0.013
"SPO0623",0.938,0.011
"SPO0624",0.952,0.007
"SPO0628",0.973,0.012
"SPO0628a",1.044,0.016
"SPO0629",1.003,0.026
"SPO0632",1.033,0.016
"SPO0633",1.046,0.035
"SPO0634",0.91,0.064
"SPO0635",1.043,0.008
"SPO0636",0.905,0.148
"SPO0638",0.971,0.046
"SPO0639",1.036,0.037
"SPO0641",1.042,0.005
"SPO0642",1.073,0.044
"SPO0643",1.034,0.023
"SPO0644",0.88,0.093
"SPO0645",1.05,0.023
"SPO0647",0.745,0.25
"SPO0648",1.02,0.029
"SPO0649",0.929,0.005
"SPO0650",0.99,0.02
"SPO0651",1.018,0.023
"SPO0652",1.131,0.208
"SPO0653",0.956,0.04
"SPO0654",1.056,0.058
"SPO0655",0.956,0.027
"SPO0657",0.999,0.029
"SPO0658",0.905,0.021
"SPO0659",0.983,0.051
"SPO0660",0.989,0.03
"SPO0661",0.959,0.053
"SPO0662",0.984,0.07
"SPO0663",0.927,0.051
"SPO0664",1.02,0.06
"SPO0665",0.978,0.117
"SPO0666",0.802,0.152
"SPO0668",0,NA
"SPO0670",1.002,0.049
"SPO0671",0.996,0.039
"SPO0672",1.011,0.022
"SPO0673",0.978,0.027
"SPO0674",0.903,0.042
"SPO0675",0.739,0.035
"SPO0676",0.619,0.31
"SPO0677",1.045,0.012
"SPO0678",0.951,0.044
"SPO0679",1.039,0.086
"SPO0680",1.023,0.008
"SPO0681",1.193,0.192
"SPO0682",1.036,0.031
"SPO0683",1.017,0.05
"SPO0684",1.113,0.077
"SPO0685",1.034,0.017
"SPO0686",1.025,0.019
"SPO0687",1.015,0.044
"SPO0688",1.034,0.006
"SPO0689",0.526,0.331
"SPO0690",0.889,0.028
"SPO0691",0.565,0.189
"SPO0692",1.029,0.034
"SPO0693",0.975,0.025
"SPO0694",0.932,0.023
"SPO0695",1.164,0.034
"SPO0697",1.013,0.056
"SPO0698",0.966,0.109
"SPO0699",0.888,0.022
"SPO0700",1.102,0.048
"SPO0701",1.003,0.042
"SPO0702",0.992,0.04
"SPO0703",0.971,0.033
"SPO0704",0.938,0.044
"SPO0705",1.01,0.024
"SPO0706",1.023,0.015
"SPO0707",0.88,0.043
"SPO0708",0.893,0.034
"SPO0710",1.05,0.042
"SPO0711",0.884,0.013
"SPO0712",0.892,0.095
"SPO0713",1.047,0.038
"SPO0714",0.424,0.424
"SPO0715",0.337,0.141
"SPO0716",1.014,0.021
"SPO0717",1.052,0.022
"SPO0718",0.913,0.134
"SPO0721",0.798,0.291
"SPO0722",0.735,0.328
"SPO0723",1.109,0.047
"SPO0724",0.956,0.012
"SPO0725",0.909,0.088
"SPO0727",0.736,0.245
"SPO0728",0.977,0.008
"SPO0729",0,NA
"SPO0732",0,NA
"SPO0733",1.048,0.031
"SPO0734",0.954,0.076
"SPO0735",1.055,0.024
"SPO0736",0.954,0.004
"SPO0737",1.006,0.109
"SPO0738",1.014,0.028
"SPO0739",1.031,0.04
"SPO0740",1.002,0.02
"SPO0741",0.973,0.028
"SPO0742",1.003,0.022
"SPO0743",0.799,0.046
"SPO0744",0.97,0.02
"SPO0745",0.953,0.011
"SPO0746",0.968,0.023
"SPO0747",0.977,0.045
"SPO0748",0.947,0.094
"SPO0749",0.956,0.021
"SPO0750",1.017,0.043
"SPO0751",1.003,0.032
"SPO0752",1.047,0.021
"SPO0753",1.002,0.009
"SPO0754",1.064,0.018
"SPO0755",1.049,0.018
"SPO0756",1.073,0.055
"SPO0757",1.07,0.015
"SPO0758",1.103,0.012
"SPO0759",0.972,0.056
"SPO0760",0.814,0.008
"SPO0761",0.936,0.042
"SPO0762",1.107,0.125
"SPO0763",1.047,0.037
"SPO0764",0.898,0.045
"SPO0765",0.948,0.051
"SPO0766",0.887,0.13
"SPO0767",0.792,0.231
"SPO0768",0.882,0.129
"SPO0769",1.011,0.044
"SPO0770",0.966,0.063
"SPO0771",0.953,0.047
"SPO0772",1.035,0.058
"SPO0773",1.101,0.077
"SPO0774",0.957,0.027
"SPO0775",1.011,0.055
"SPO0776",1.017,0.107
"SPO0777",0.595,0.244
"SPO0778",0.845,0.059
"SPO0779",0,0
"SPO0780",0.962,0.054
"SPO0781",1.323,NA
"SPO0782",0.88,0.032
"SPO0783",0.798,0.053
"SPO0784",0.997,0.105
"SPO0785",0.696,0.258
"SPO0786",1.011,0.046
"SPO0787",0.869,0.096
"SPO0788",0.834,0.03
"SPO0789",1.11,0.106
"SPO0790",1.056,0.135
"SPO0791",1.073,0.029
"SPO0792",1.024,0.061
"SPO0793",0.928,0.031
"SPO0794",0.856,0.032
"SPO0795",1.035,0.098
"SPO0796",0.94,0.084
"SPO0797",0.974,0.036
"SPO0798",0.942,0.054
"SPO0799",0.697,0.315
"SPO0800",0.784,0.049
"SPO0801",0.98,0.032
"SPO0803",0.854,0.037
"SPO0806",0,0
"SPO0807",0.871,0.113
"SPO0808",0.292,0.177
"SPO0809",1.021,0.056
"SPO0810",1.031,0.022
"SPO0811",1.147,0.225
"SPO0812",0,NA
"SPO0813",0.909,0.038
"SPO0814",0.985,0.05
"SPO0816",0.933,0.079
"SPO0817",0.667,0.225
"SPO0818",0.913,0.021
"SPO0819",0.906,0.093
"SPO0820",1.016,0.026
"SPO0821",1.001,0.017
"SPO0822",0.994,0.043
"SPO0823",0.978,0.095
"SPO0824",0.989,0.046
"SPO0825",0.935,0.037
"SPO0826",0.963,0.038
"SPO0827",0.969,0.045
"SPO0828",0.929,0.068
"SPO0829",0.96,0.027
"SPO0830",0.978,0.062
"SPO0831",0.961,0.093
"SPO0832",0.993,0.007
"SPO0833",1.076,0.018
"SPO0834",0.994,0.023
"SPO0835",1.095,0.022
"SPO0836",1.079,0.005
"SPO0837",0.852,0.017
"SPO0839",1.003,0.078
"SPO0840",0.965,0.024
"SPO0841",1.011,0.029
"SPO0842",1.009,0.051
"SPO0844",1.001,0.042
"SPO0845",0.953,0.034
"SPO0847",0.941,0.028
"SPO0848",1,0.028
"SPO0849",0.946,0.007
"SPO0850",1.054,0.118
"SPO0851",0.565,0.287
"SPO0852",0.926,0.089
"SPO0853",1.057,0.054
"SPO0854",0.834,0.146
"SPO0855",1.034,0.076
"SPO0856",1.017,0.03
"SPO0857",0.973,0.055
"SPO0858",1.056,0.043
"SPO0859",1.145,0.093
"SPO0860",0.611,0.212
"SPO0861",1.046,0.073
"SPO0862",0.85,0.03
"SPO0863",1.029,0.126
"SPO0864",1.08,0.043
"SPO0865",1.067,0.034
"SPO0866",0.879,0.164
"SPO0867",0.997,0.045
"SPO0868",0.961,0.04
"SPO0869",0.86,0.02
"SPO0870",0.994,0.045
"SPO0872",0.969,0.03
"SPO0873",0.848,0.112
"SPO0874",1.01,0.052
"SPO0875",0.634,0.043
"SPO0876a",0.96,0.062
"SPO0877",0.975,0.056
"SPO0878",1.06,0.047
"SPO0879",0.873,0.058
"SPO0880",1.025,0.059
"SPO0881",0.954,0.012
"SPO0882",0.983,0.046
"SPO0883",0.998,0.013
"SPO0884",1.027,0.041
"SPO0885",1.109,0.119
"SPO0887",1.038,0.013
"SPO0888",1.017,0.027
"SPO0889",1.001,0.066
"SPO0890",0.791,0.31
"SPO0891",1.071,0.04
"SPO0892",0.196,0.06
"SPO0893",0.137,0.137
"SPO0894",1.103,0.051
"SPO0895",0.92,0.043
"SPO0897",1.038,0.025
"SPO0898",1.08,0.022
"SPO0899",1.026,0.032
"SPO0900",0.122,0.071
"SPO0901",1.013,0.03
"SPO0902",0.924,0.113
"SPO0903",0,0
"SPO0904",0.593,0.065
"SPO0905",0.997,0.044
"SPO0906",1.052,0.042
"SPO0907",0,NA
"SPO0910",1.089,0.013
"SPO0911",0.379,0.037
"SPO0912",0.462,0.267
"SPO0913",1.048,0.014
"SPO0914",1.111,0.061
"SPO0915",1.013,0.034
"SPO0916",0.861,0.055
"SPO0917",0.942,0.064
"SPO0918",1.01,0.021
"SPO0919",1.218,0.086
"SPO0920",0.923,0.084
"SPO0921",0.982,0.013
"SPO0922",1.062,0.098
"SPO0923",1.088,NA
"SPO0925",1.016,0.096
"SPO0927",0.998,0.049
"SPO0928",1.045,0.064
"SPO0929",1.215,0.077
"SPO0930",1.006,0.083
"SPO0931",0.905,0.533
"SPO0932",0.141,0.141
"SPO0933",0.902,0.083
"SPO0934",1.076,0.035
"SPO0935",1.1,0.037
"SPO0936",0.913,0.227
"SPO0937",0.984,0.029
"SPO0939",1.08,0.049
"SPO0940",1.092,0.071
"SPO0941",0.984,0.333
"SPO0942",1.073,0.027
"SPO0943",0.512,0.22
"SPO0944",1.035,0.01
"SPO0945",1.103,0.01
"SPO0946",0.737,0.03
"SPO0948",0.932,0.06
"SPO0949",0.997,0.029
"SPO0950",0.809,0.157
"SPO0951",1.1,0.075
"SPO0952",0.967,0.073
"SPO0953",1.035,0.036
"SPO0954",0.688,0.263
"SPO0955",1.064,0.014
"SPO0957",1.1,0.083
"SPO0958",0.922,0.047
"SPO0959",1.017,0.048
"SPO0960",1.291,0.243
"SPO0961",0.901,NA
"SPO0962",0.071,0.071
"SPO0964",0.902,0.049
"SPO0965",1.014,0.118
"SPO0966",1.003,0.065
"SPO0967",0.997,0.015
"SPO0968",1.058,0.041
"SPO0970",0.966,0.05
"SPO0971",0.956,0.034
"SPO0972",1.009,0.07
"SPO0973",0.601,0.302
"SPO0974",0.909,0.025
"SPO0975",1.038,0.105
"SPO0976",1.143,0.066
"SPO0977",1.08,0.052
"SPO0978",0.976,0.033
"SPO0980",1.099,0.03
"SPO0981",0.924,0.047
"SPO0982",1.041,0.05
"SPO0983",0.815,0.044
"SPO0984",0.954,0.02
"SPO0985",0.83,0.055
"SPO0986",1.025,0.024
"SPO0987",0.763,0.066
"SPO0988",0.877,0.083
"SPO0989",1.028,0.028
"SPO0990",1.012,0.027
"SPO0991",0.984,0.091
"SPO0992",1.123,0.09
"SPO0993",0.963,0.057
"SPO0995",1.221,0.079
"SPO0996",0.977,0.051
"SPO0997",0.954,0.033
"SPO0998",0.934,0.024
"SPO0999",1.015,0.033
"SPO1000",0.908,0.07
"SPO1001",0.808,0.033
"SPO1002",0.981,0.054
"SPO1003",0,0
"SPO1004",0,0
"SPO1005",0.961,0.013
"SPO1006",0.948,0.03
"SPO1007",1.162,0.033
"SPO1008",1.22,0.066
"SPO1009",0.94,0.042
"SPO1012",1.049,0.072
"SPO1013",0.977,0.061
"SPO1014",0.999,0.056
"SPO1015",0.989,0.176
"SPO1016",0.966,0.019
"SPO1017",1.016,0.17
"SPO1018",1.014,0.099
"SPO1019",1.055,0.2
"SPO1020",0.962,0.076
"SPO1021",0.926,0.026
"SPO1022",1.056,0.072
"SPO1024",0.851,0.06
"SPO1025",0.912,0.049
"SPO1026",1.075,0.032
"SPO1027",1.036,0.035
"SPO1028",1.083,0.081
"SPO1029",1,0.031
"SPO1030",0.949,0.043
"SPO1031",1.047,0.067
"SPO1032",0.938,0.089
"SPO1033",0.114,0.114
"SPO1034",1.029,0.017
"SPO1036",0.951,0.016
"SPO1037",0.965,0.006
"SPO1038",0.929,0.312
"SPO1039",0.95,0.057
"SPO1040",1.08,0.078
"SPO1041",0.823,0.131
"SPO1042",0.84,0.064
"SPO1043",0.918,0.098
"SPO1044",0.932,0.064
"SPO1044a",0.918,0.063
"SPO1045",1.015,0.005
"SPO1046",1.005,0.011
"SPO1047",0.986,0.012
"SPO1048",0.971,0.027
"SPO1049",1.094,NA
"SPO1050",0.948,0.045
"SPO1051",0.876,0.086
"SPO1052",0.935,0.016
"SPO1053",1.041,0.029
"SPO1054",0.567,0.265
"SPO1055",0.988,0.059
"SPO1056",0.969,0.053
"SPO1057",0.938,0.057
"SPO1058",0.996,0.035
"SPO1059",0.977,0.025
"SPO1060",0.971,0.037
"SPO1061",0.965,0.018
