"spo","meanW","semW"
"SPO1062",0.906,0.02
"SPO1063",1.002,0.019
"SPO1064",0.982,0.061
"SPO1065",0.905,0.04
"SPO1066",1.051,0.035
"SPO1067",1.013,0.052
"SPO1068",0.997,0.05
"SPO1069",0.966,0.066
"SPO1070",0.977,0.022
"SPO1071",0.995,0.045
"SPO1072",1.011,0.163
"SPO1073",1.093,0.079
"SPO1074",0.852,0.126
"SPO1075",0.999,NA
"SPO1076",0.993,0.03
"SPO1077",1.076,0.039
"SPO1078",0.81,0.159
"SPO1079",0.852,0.342
"SPO1080",1.104,0.111
"SPO1081",1.035,0.034
"SPO1082",1.154,0.339
"SPO1083",1.03,0.044
"SPO1084",0.974,0.071
"SPO1085",0.93,0.02
"SPO1086",0.887,0.139
"SPO1087",0.961,0.052
"SPO1088",0.984,0.041
"SPO1089",1.028,0.03
"SPO1090",1.006,0.029
"SPO1091",0.557,0.3
"SPO1092",1.029,0.036
"SPO1093",0.963,0.052
"SPO1094",0.163,0.163
"SPO1094a",1.065,0.022
"SPO1095",0.995,0.041
"SPO1097",0.406,0.153
"SPO1098",0.765,0.046
"SPO1101",0.225,0.146
"SPO1102",0,NA
"SPO1103",0.988,0.044
"SPO1104",1.051,0.075
"SPO1106",1.063,0.09
"SPO1107",0.985,0.036
"SPO1108",0.999,0.071
"SPO1109",0.91,0.02
"SPO1110",1.048,0.075
"SPO1111",0.986,0.192
"SPO1112",0.959,0.057
"SPO1113",0.993,0.032
"SPO1114",1.002,0.028
"SPO1115",1.028,0.021
"SPO1116",1.012,0.013
"SPO1117",0.5,0.061
"SPO1119",1.073,0.027
"SPO1120",0.664,0.084
"SPO1122",0.891,0.1
"SPO1125",0.859,0.296
"SPO1126",1.08,0.028
"SPO1127",0.977,0.048
"SPO1128",1.103,0.051
"SPO1129",1.008,0.047
"SPO1130",1.17,0.175
"SPO1131",1.07,0.037
"SPO1132",0.971,0.043
"SPO1133",0.896,0.067
"SPO1134",1.013,0.141
"SPO1135",1.104,0.03
"SPO1136",0.944,0.046
"SPO1137",0.88,0.038
"SPO1138",0.762,0.107
"SPO1139",1.008,0.042
"SPO1140",0.912,0.066
"SPO1141",1.037,0.169
"SPO1142",0.916,0.018
"SPO1143",0.828,0.067
"SPO1144",0.937,0.116
"SPO1145",0.974,0.044
"SPO1146",0.899,0.026
"SPO1147",0.898,0.031
"SPO1148",1.004,0.057
"SPO1150",1.175,0.066
"SPO1151",1.08,0.423
"SPO1152",1.091,0.035
"SPO1153",1.016,0.109
"SPO1154",1.027,0.065
"SPO1155",0.049,0.049
"SPO1159",0.896,0.116
"SPO1160",0.947,0.055
"SPO1161",0.975,0.018
"SPO1164",1.047,0.127
"SPO1165",0.956,0.136
"SPO1166",1.018,0.059
"SPO1168",0.724,0.37
"SPO1171",1.065,0.019
"SPO1172",1.179,0.045
"SPO1173",1.075,0.06
"SPO1174",0.973,0.061
"SPO1175",0.978,0.076
"SPO1176",0.995,0.016
"SPO1181",1.101,0.161
"SPO1185",1.015,0.006
"SPO1186",0.799,0.015
"SPO1188",0.992,0.062
"SPO1189",1.014,0.018
"SPO1190",0.86,0.141
"SPO1191",0.741,0.135
"SPO1192",0.6,0.4
"SPO1194",0.713,NA
"SPO1197",1.082,0.051
"SPO1199",0.944,0.227
"SPO1204",0.981,0.065
"SPO1206",0.716,0.121
"SPO1207",1.052,0.02
"SPO1208",1.184,0.224
"SPO1209",1.035,0.034
"SPO1210",1.054,0.026
"SPO1211",1.074,0.019
"SPO1212",1.027,0.012
"SPO1213",0.981,0.02
"SPO1214",0.978,0.03
"SPO1215",0.964,0.075
"SPO1216",0.843,0.045
"SPO1217",0.888,0.011
"SPO1218",0.936,0.018
"SPO1219",1.056,0.004
"SPO1220",0.938,0.013
"SPO1221",0.99,0.005
"SPO1222",0.916,0.014
"SPO1223",0.932,0.05
"SPO1224",0.909,0.023
"SPO1225",0.745,0.165
"SPO1226",0.931,0.013
"SPO1226a",0.931,0.033
"SPO1227",0.953,0.014
"SPO1228",0.91,0.032
"SPO1229",0.938,0.03
"SPO1230",0.971,0.014
"SPO1231",0.896,0.02
"SPO1232",0.881,0.037
"SPO1233",0.906,0.019
"SPO1234",1.011,0.013
"SPO1235",0.979,0.006
"SPO1236",0.964,0.008
"SPO1237",0.943,0.014
"SPO1240",0.444,0.103
"SPO1241",1.112,0.01
"SPO1243",1.042,0.053
"SPO1244",1.213,0.156
"SPO1245",1.045,0.026
"SPO1246",0.566,0.138
"SPO1247",0.872,0.065
"SPO1249",1.075,0.017
"SPO1250",1.213,0.141
"SPO1251",0.981,0.052
"SPO1252a",1.081,0.063
"SPO1254",1.045,0.035
"SPO1255",1.113,0.032
"SPO1256",0.941,0.07
"SPO1257",1.025,0.024
"SPO1259",1.004,0.06
"SPO1260",1.058,0.057
"SPO1261",1.328,NA
"SPO1262",0.942,0.026
"SPO1263",1.138,0.097
"SPO1264",0.893,0.015
"SPO1265",0,0
"SPO1267",1.041,0.042
"SPO1268",0.991,0.162
"SPO1270",0.886,0.093
"SPO1271",1.028,0.023
"SPO1272",1.042,0.032
"SPO1274",0.994,0.015
"SPO1275",1.079,0.104
"SPO1276",0.311,0.311
"SPO1277",1.042,0.012
"SPO1278",1.021,0.037
"SPO1279",1.039,0.082
"SPO1280",0.97,0.057
"SPO1284",1.072,0.016
"SPO1285",1.02,0.053
"SPO1286",1.019,0.051
"SPO1287",0.958,0.13
"SPO1288",0.875,0.023
"SPO1289",0.986,0.059
"SPO1290",1.016,0.06
"SPO1291",0.991,0.062
"SPO1292",0.246,0.246
"SPO1293",1.045,0.047
"SPO1294",1.026,0.017
"SPO1295",1.012,0.014
"SPO1298",1.019,0.047
"SPO1299",0.974,0.047
"SPO1300",1.026,0.008
"SPO1301",1.023,0.035
"SPO1302",0.969,0.033
"SPO1303",1.021,0.049
"SPO1304",0.95,0.071
"SPO1305",0.963,0.02
"SPO1306",0.932,0.068
"SPO1307",1.105,0.056
"SPO1308",1.074,0.052
"SPO1309",0.901,0.187
"SPO1310",0.958,0.019
"SPO1310a",0.627,0.103
"SPO1311",1.01,0.02
"SPO1312",1.099,0
"SPO1314",1.058,0.034
"SPO1315",1.067,0.04
"SPO1316",1.071,0.13
"SPO1318",0,0
"SPO1319",0.858,0.081
"SPO1320",0.805,0.065
"SPO1321",0.957,0.228
"SPO1322",1.076,0.025
"SPO1323",0.986,0.039
"SPO1324",1.092,0.193
"SPO1325",0.776,0.103
"SPO1327",0.933,0.027
"SPO1328",0.899,0.054
"SPO1329",0.35,0.117
"SPO1330",0.257,0.151
"SPO1331",0.951,0.009
"SPO1332",0,NA
"SPO1333",0.964,0.042
"SPO1334",0.901,0.086
"SPO1335",0.763,0.317
"SPO1337",0.97,0.041
"SPO1337a",0.833,NA
"SPO1339",0.47,0.47
"SPO1340",0.972,0.066
"SPO1342",0.849,0.077
"SPO1343",0.939,0.04
"SPO1344",0,NA
"SPO1345",0.108,0.108
"SPO1346",1.048,0.108
"SPO1347",1.011,0.039
"SPO1349",1.152,0.05
"SPO1351",0,0
"SPO1352a",1.23,0.069
"SPO1354",0.891,0.057
"SPO1356",1.117,0.082
"SPO1356a",0.609,0.085
"SPO1357",1.068,0.091
"SPO1358",1.016,NA
"SPO1359",0.885,0.033
"SPO1360",1.115,0.049
"SPO1361",1.087,0.091
"SPO1364a",0.977,0.11
"SPO1365",1.055,0.036
"SPO1366",0.011,0.011
"SPO1367",0,0
"SPO1368",0.551,0.197
"SPO1369",0.919,0.041
"SPO1370",1.026,0.053
"SPO1372",0.993,0.022
"SPO1373",0.973,0.015
"SPO1374",1.174,0.08
"SPO1375",1.121,0.076
"SPO1376",1.063,0.053
"SPO1379",0.945,0.121
"SPO1380",0.934,0.011
"SPO1381",0.754,0.393
"SPO1382",0.984,0.026
"SPO1383",0.618,0.024
"SPO1384",0.805,0.106
"SPO1385",0.912,0.042
"SPO1387",1.103,0.017
"SPO1388",0.997,0.081
"SPO1390",0,NA
"SPO1392",1.221,0.599
"SPO1393",0.847,NA
"SPO1394",0.953,0.038
"SPO1395",0.571,0.405
"SPO1396",0.881,0.068
"SPO1397",1.02,0.053
"SPO1398",1.01,0.017
"SPO1399",0.911,0.036
"SPO1400",0.65,0.259
"SPO1401",0.734,0.095
"SPO1404",1.03,0.045
"SPO1405",0.923,0.032
"SPO1406",1.057,0.018
"SPO1407",0.886,0.073
"SPO1408",0.956,0.046
"SPO1409",1.214,0.082
"SPO1410",1.041,0.015
"SPO1411",1.005,0.035
"SPO1412",1.053,0.011
"SPO1412a",1.038,0.004
"SPO1413",1.072,0.021
"SPO1414",1.05,0.034
"SPO1415",0.567,0.322
"SPO1416",0.661,0.332
"SPO1417",0.875,0.071
"SPO1421",0.925,0.032
"SPO1424",0.901,0.051
"SPO1425",0.467,0.242
"SPO1426",1.05,0.032
"SPO1427",1.058,0.051
"SPO1429",1.045,0.049
"SPO1430",1.004,0.099
"SPO1431",0.986,0.023
"SPO1432",0.976,0.086
"SPO1433",0.805,0.052
"SPO1435",0.945,0.071
"SPO1436",0.975,0.045
"SPO1437",0.842,0.305
"SPO1438",0.921,0.135
"SPO1439",1.042,0.038
"SPO1440",1.059,0.083
"SPO1441",1.031,0.077
"SPO1442",1.033,0.02
"SPO1443",0.709,0.029
"SPO1444",0.953,0.075
"SPO1445",1.124,0.097
"SPO1446",1.179,0.142
"SPO1447",0.977,0.042
"SPO1448",0.976,0.065
"SPO1449",0.943,0.091
"SPO1450",0.955,0.047
"SPO1451",0.69,0.307
"SPO1452",0.997,0.086
"SPO1453",1.128,0.062
"SPO1454",1.058,0.031
"SPO1456",0.986,0.101
"SPO1457",0.698,0.234
"SPO1459",1.009,0.017
"SPO1460",1.055,0.122
"SPO1461",0.993,0.043
"SPO1462",0.97,0.023
"SPO1463",0.747,0.128
"SPO1464",1.044,0.145
"SPO1465",0.888,0.106
"SPO1466",1.149,0.397
"SPO1468",0.953,0.092
"SPO1469",1.079,0.17
"SPO1470",0.862,0.043
"SPO1471",0.941,0.1
"SPO1472",1.014,0.031
"SPO1473",0.708,0.264
"SPO1474",0.692,0.349
"SPO1475",1.109,0.097
"SPO1476",0.784,0.081
"SPO1477",0.981,0.061
"SPO1478",0.759,0.134
"SPO1479",0.805,0.083
"SPO1480",0.73,NA
"SPO1481",0.455,0.174
"SPO1482",0.851,0.018
"SPO1483",0.957,0.05
"SPO1484",0,NA
"SPO1485",0.828,0.12
"SPO1486",0.853,0.027
"SPO1488",0.973,0.087
"SPO1489",0.916,0.054
"SPO1490",0.948,0.081
"SPO1491",0.923,0.125
"SPO1492",0.922,0.044
"SPO1493",0.987,0.022
"SPO1494",1.269,0.128
"SPO1495",0.682,0.278
"SPO1496",0.751,0.071
"SPO1497",0.772,0.109
"SPO1498",0.949,0.037
"SPO1499",0.911,0.155
"SPO1501",1.096,0.02
"SPO1502",0.688,0.248
"SPO1503",0.954,0.073
"SPO1505",0.885,0.069
"SPO1506",0.848,0.055
"SPO1507",0.855,0.214
"SPO1508",1.02,0.102
"SPO1510",0.898,0.06
"SPO1513",0.933,0.091
"SPO1514",0.771,0.278
"SPO1515",0.961,0.039
"SPO1516",0.817,0.13
"SPO1517",0.917,0.034
"SPO1518",0,0
"SPO1519",1.07,0.022
"SPO1520",1.121,0.178
"SPO1521",1.029,0.028
"SPO1522",0.581,0.338
"SPO1524",0,NA
"SPO1525",0.851,0.144
"SPO1526",1.446,NA
"SPO1527",1.085,0.208
"SPO1529",0.831,0.12
"SPO1530",0.928,0.135
"SPO1531",1.21,NA
"SPO1532",0.958,0.06
"SPO1533",0.804,0.279
"SPO1534",1.123,0.072
"SPO1535",0.989,0.128
"SPO1536",0.749,0.154
"SPO1538",0.798,0.184
"SPO1539",0.915,0.094
"SPO1540",0.872,0.144
"SPO1541",1.336,0.074
"SPO1542",0.887,0.117
"SPO1543",0.963,0.031
"SPO1544",0.85,0.045
"SPO1545",1.031,0.045
"SPO1546",0.977,0.094
"SPO1547",0.994,0.094
"SPO1548",0.995,0.115
"SPO1549",1.255,0.074
"SPO1550",0.798,0.105
"SPO1551",1.047,0.02
"SPO1552",0.967,0.058
"SPO1553",0.74,0.13
"SPO1554",0.973,0.052
"SPO1555",1.082,0.015
"SPO1556",0.981,0.016
"SPO1557",1.064,0.023
"SPO1558",1.041,0.083
"SPO1559",1.028,0.029
"SPO1560",0.955,0.089
"SPO1561",0.995,0.077
"SPO1562",0.991,0.06
"SPO1563",0.833,NA
"SPO1564",1.131,0.077
"SPO1565",0.967,0.127
"SPO1566",1.088,0.057
"SPO1567",1.019,0.078
"SPO1568",0.926,0.077
"SPO1569",0.792,0.271
"SPO1570",0.82,0.048
"SPO1571",0.831,0.107
"SPO1572",1.04,0.012
"SPO1573",0.758,0.141
"SPO1574",0.932,0.035
"SPO1575",0.869,0.081
"SPO1576",0.926,0.015
"SPO1578",1.011,0.056
"SPO1579",0.856,0.106
"SPO1580",1.009,0.123
"SPO1581",1.052,0.141
"SPO1582",0.423,0.167
"SPO1584",1.083,0.123
"SPO1585",0.995,0.043
"SPO1586",1.08,0.033
"SPO1587",0.748,0.117
"SPO1588",1.128,0.081
"SPO1589",0.989,0.064
"SPO1590",0.978,0.023
"SPO1591",1.148,0.027
"SPO1592",0.981,0.019
"SPO1593",0.926,0.105
"SPO1594",1.265,0.063
"SPO1595",0.607,0.304
"SPO1596",1.182,0.099
"SPO1597",1.008,0.123
"SPO1598",1.163,0.074
"SPO1599",0.722,0.254
"SPO1600",0.991,0.112
"SPO1601",0.866,0.144
"SPO1602",0.987,0.079
"SPO1603",0.88,NA
"SPO1604",0.397,0.23
"SPO1605",0.896,0.086
"SPO1606",0.909,0.058
"SPO1607",1.008,0.135
"SPO1608",0.945,0.063
"SPO1609",0.887,0.042
"SPO1610",0.897,0.051
"SPO1611",1.078,0.348
"SPO1612",0.953,0.047
"SPO1614",1.055,0.078
"SPO1615",1.054,0.062
"SPO1616",0.841,0.108
"SPO1617",0.992,0.047
"SPO1620",0.612,0.221
"SPO1621",0,0
"SPO1622",0.989,0.049
"SPO1623",0.891,0.304
"SPO1624",0.9,0.128
"SPO1625",1.073,0.062
"SPO1626",0.943,0.013
"SPO1627",0.734,0.367
"SPO1628",0.848,0.084
"SPO1629",1.085,0.089
"SPO1630",1.268,0.261
"SPO1633",0.743,0.114
"SPO1636",1.152,0.189
"SPO1638",1.058,0.054
"SPO1639",0.686,0.249
"SPO1640",1.016,0.01
"SPO1641",0.965,0.039
"SPO1642",0.939,0.028
"SPO1643",0.873,0.056
"SPO1644",0.875,0.039
"SPO1646",1.038,0.121
"SPO1647",0.938,0.032
"SPO1648",0.892,0.042
"SPO1649",1.127,0.091
"SPO1651",0.993,0.025
"SPO1652",0.91,0.048
"SPO1655",0.984,0.026
"SPO1656",0.938,0.012
"SPO1657",0.946,0.059
"SPO1658",0.954,0.106
"SPO1659",0.978,0.052
"SPO1660",0.921,0.046
"SPO1663",1.005,0.084
"SPO1667",0.713,NA
"SPO1668",1.052,0.05
"SPO1676",1.033,0.02
"SPO1677",0.431,0.252
"SPO1678",1.033,0.068
"SPO1679",1.01,0.049
"SPO1681",0.971,0.055
"SPO1682",0.887,0.06
"SPO1683",0.767,0.122
"SPO1685",0.995,0.051
"SPO1686",1.021,0.11
"SPO1687",1.027,0.021
"SPO1688",0.975,0.07
"SPO1689",1.079,0.067
"SPO1690",1.103,0.019
"SPO1693",1.06,0.009
"SPO1694",1.012,0.011
"SPO1695",0.995,0.04
"SPO1696",0.898,0.037
"SPO1697",0.948,0.028
"SPO1698",0.954,0.039
"SPO1699",0.935,0.054
"SPO1700",1.003,0.041
"SPO1701",1,0.043
"SPO1702",0.98,0.029
"SPO1703",0.961,0.027
"SPO1704",0.958,0.031
"SPO1705",0.953,0.023
"SPO1707",1.074,0.028
"SPO1707a",0.704,0.138
"SPO1708",1.014,0.142
"SPO1709",0.932,0.033
"SPO1710",1.048,0.047
"SPO1711",0.905,0.049
"SPO1713",0.531,0.3
"SPO1714",0.895,0.099
"SPO1715",0.988,0.117
"SPO1716",0.921,0.042
"SPO1717",0.805,0.037
"SPO1718",0.889,0.033
"SPO1719",0.688,0.154
"SPO1720",0.915,0.151
"SPO1721",0.936,0.062
"SPO1722",0.922,0.064
"SPO1723",1.261,0.02
"SPO1724",0.914,0.091
"SPO1725",1.124,0.028
"SPO1727",1.109,0.048
"SPO1728",1.046,0.185
"SPO1729",0,0
"SPO1732",1.034,NA
"SPO1734",0,0
"SPO1735",0.817,0.22
"SPO1736",0.879,0.046
"SPO1737",0.614,0.316
"SPO1738",1.106,0.075
"SPO1740",0.999,0.027
"SPO1741",0.904,0.076
"SPO1742",0.916,0.007
"SPO1743",1.112,0.096
"SPO1744",0.919,0.014
"SPO1745",1.01,0.096
"SPO1746",1,0.011
"SPO1747",0.372,NA
"SPO1748",1.26,0.052
"SPO1751",1.024,0.04
"SPO1752",0.851,NA
"SPO1755",0.929,0.035
"SPO1756",1.14,0.03
"SPO1757",1.086,0.036
"SPO1761",0.989,0.063
"SPO1762",1.11,0.054
"SPO1763",0.771,0.771
"SPO1764",0.885,0.126
"SPO1765",0.853,0.169
"SPO1766",1.022,0.074
"SPO1767",1.134,0.093
"SPO1769",0.942,0.086
"SPO1770",0.889,0.073
"SPO1771",1.002,0.032
"SPO1772",1.163,0.032
"SPO1773",0.885,0.081
"SPO1774",1.041,0.062
"SPO1775",0.886,0.052
"SPO1776",1.05,0.033
"SPO1777",1.094,0.025
"SPO1779",0.953,0.186
"SPO1780",1.081,0.04
"SPO1781",1.018,0.077
"SPO1782",1.076,0.049
"SPO1783",0.957,0.036
"SPO1784",0.755,0.254
"SPO1785",1.037,0.071
"SPO1786",0.904,0.046
"SPO1787",1.048,0.044
"SPO1788",1.209,0.073
"SPO1789",0.951,0.108
"SPO1790",0.999,0.054
"SPO1791",1.047,0.079
"SPO1792",0.921,0.162
"SPO1793",0.942,0.082
"SPO1794",1.129,0.054
"SPO1795",0.374,0.21
"SPO1796",0.946,0.028
"SPO1798",0.869,0.076
"SPO1799",0.709,0.709
"SPO1800",0.959,0.067
"SPO1801",1.046,0.073
"SPO1804",1.1,0.068
"SPO1806",1.019,0.035
"SPO1807",1.133,0.08
"SPO1808",0.963,0.153
"SPO1809",1.015,0.078
"SPO1810",0.952,0.057
"SPO1812",0.933,0.084
"SPO1813",0.927,0.083
"SPO1814",1.162,0.035
"SPO1815",0.987,0.03
"SPO1816",1.089,0.011
"SPO1817",0.591,0.197
"SPO1818",0.886,0.044
"SPO1819",1.071,0.423
"SPO1820",0.777,0.123
"SPO1822",1.036,0.112
"SPO1823",0.883,0.174
"SPO1825",0.933,0.057
"SPO1826",1.163,0.095
"SPO1828",1.029,0.045
"SPO1829",0.743,0.292
"SPO1830",1.153,0.025
"SPO1831",1.104,0.061
"SPO1832",1.056,0.04
"SPO1833",1.02,0.035
"SPO1834",1.002,0.016
"SPO1835",1.06,0.146
"SPO1836",1.076,0.063
"SPO1837",0.95,0.061
"SPO1838",0.756,0.039
"SPO1839",0.972,0.035
"SPO1840",1.022,0.026
"SPO1841",1.008,0.033
"SPO1842",0,NA
"SPO1843",1.115,0.086
"SPO1844",0.442,0.442
"SPO1845",0.96,0.04
"SPO1846",1.02,0.042
"SPO1847",0.965,0.009
"SPO1848",0.926,0.029
"SPO1849",0.877,0.078
"SPO1850",1.03,0.123
"SPO1851",0.815,0.274
"SPO1852",1.085,0.049
"SPO1853",1.148,0.219
"SPO1854",0.98,0.033
"SPO1855",1.09,0.061
"SPO1856",0.959,0.132
"SPO1857",0.974,0.087
"SPO1858",0.507,0.295
"SPO1859",1.224,0.094
"SPO1860",1.019,0.044
"SPO1861",0.856,0.123
"SPO1862",0.907,0.027
"SPO1863",0.337,0.114
"SPO1865",1.262,NA
"SPO1866",1.159,0.056
"SPO1868",0,0
"SPO1869",0.509,0.295
"SPO1870",0.051,0.041
"SPO1871",1.019,0.035
"SPO1873",1.093,0.004
"SPO1874",1.055,0.017
"SPO1875",0.82,0.052
"SPO1876",1.03,0.015
"SPO1878",1.003,0.036
"SPO1879",1.028,NA
"SPO1882",1.092,0.131
"SPO1883",0.951,0.05
"SPO1884",0,0
"SPO1885",0.975,0.079
"SPO1886",0.997,0.064
"SPO1887",0.181,0.15
"SPO1888",0.136,0.136
"SPO1889",0.297,0.122
"SPO1890",0.181,0.181
"SPO1891",1.106,0.178
"SPO1893",1.129,0.049
"SPO1897",1.089,0.085
"SPO1898",1.149,0.055
"SPO1900",0.785,0.096
"SPO1901",1.163,0.093
"SPO1902",1.189,0.079
"SPO1903",0.858,0.097
"SPO1905",0.958,0.058
"SPO1906",0.986,0.086
"SPO1907",1.008,0.027
"SPO1908",1.084,0.038
"SPO1909",0.97,0.051
"SPO1911",0.904,0.043
"SPO1912",0.994,0.076
"SPO1913",0.956,0.068
"SPO1914",0.966,0.074
"SPO1915",1.113,0.146
"SPO1916",1.061,0.011
"SPO1917",1.038,0.031
"SPO1918",0.99,0.059
"SPO1919",1.045,0.031
"SPO1920",0.944,0.072
"SPO1921",0.447,0.165
"SPO1922",1.031,0.022
"SPO1923",1.127,0.022
"SPO1925",1.004,0.013
"SPO1926",1.018,0.009
"SPO1927",1.046,0.014
"SPO1928",1.129,0.018
"SPO1929",1.071,0.028
"SPO1931",1.08,0.087
"SPO1932",1.047,0.02
"SPO1933",0.835,0.036
"SPO1934",0.985,0.07
"SPO1935",0.989,0.028
"SPO1936",1.039,0.016
"SPO1937",0.989,0.075
"SPO1938",0.946,0.011
"SPO1939",1.079,0.037
"SPO1940",1.05,0.047
"SPO1941",1.022,0.051
"SPO1943",0.905,0.08
"SPO1944",0.651,0.22
"SPO1946",1.042,0.031
"SPO1947",1.015,0.024
"SPO1948",1.074,0.044
"SPO1949",1.093,0.019
"SPO1950",1.07,0.019
"SPO1951",1.016,0.008
"SPO1952",1.077,0.074
"SPO1953",0.991,0.111
"SPO1954",1.004,0.181
"SPO1955",1.013,0.047
"SPO1956",0.898,0.065
"SPO1957",1.026,0.048
"SPO1958",0.884,0.123
"SPO1959",1.11,0.072
"SPO1960",0.952,0.07
"SPO1961",1.035,0.079
"SPO1962",0.89,0.066
"SPO1963",0.794,0.085
"SPO1964",0.946,0.027
"SPO1966",0.735,0.132
"SPO1967",0.883,0.102
"SPO1969",0.993,0.076
"SPO1970",0.989,0.069
"SPO1971",0.973,0.037
"SPO1972",1.029,0.07
"SPO1973",0,0
"SPO1974",1.038,0.029
"SPO1975",1.199,0.102
"SPO1977",0.923,0.058
"SPO1978",1.01,0.015
"SPO1982",0.974,0.06
"SPO1983",1.067,0.033
"SPO1984",0.828,0.03
"SPO1985",0.881,0.07
"SPO1986",0.926,0.07
"SPO1987",1.118,0.099
"SPO1988",1.09,0.04
"SPO1991",0.983,0.026
"SPO1992",0.908,0.047
"SPO1994",1.082,0.162
"SPO1995",0.887,0.05
"SPO1996",0.966,0.045
"SPO1997",0.82,0.154
"SPO1998",0.937,0.041
"SPO1999",0.949,0.054
"SPO2000",0.461,0.461
"SPO2001",0.867,0.078
"SPO2002",1.132,0.099
"SPO2003",0.835,0.044
"SPO2004",0.989,0.046
"SPO2005",1.076,0.059
"SPO2006",0.945,0.064
"SPO2007",0.928,0.038
"SPO2008",0.976,0.005
"SPO2009",0.569,0.195
"SPO2010",1.027,0.081
"SPO2013",1.01,0.064
"SPO2015",0,0
"SPO2016",1.213,0.044
"SPO2019",1.027,NA
"SPO2021",0,NA
"SPO2023",0.999,NA
"SPO2024",0,NA
"SPO2025",1.12,0.066
"SPO2028",1.118,0.023
"SPO2029",1.025,0.06
"SPO2030",1.19,0.117
"SPO2031",1.01,0.021
"SPO2032",1.045,0.042
"SPO2034",0.874,0.06
"SPO2035",0.955,0.056
"SPO2036",0.99,0.035
"SPO2037",1.144,0.055
"SPO2038",1.053,0.021
"SPO2039",0.34,0.137
"SPO2040",0.945,0.054
"SPO2041",0.057,0.044
"SPO2042",0.874,0.453
"SPO2044",0.976,0.025
"SPO2045",1.012,0.022
"SPO2046",0.447,0.172
"SPO2047",0.375,0.375
"SPO2048",1.076,0.083
"SPO2049",1.015,0.011
"SPO2050",0.674,0.252
"SPO2052",0.983,0.049
"SPO2053",1.036,0.024
"SPO2055",1.073,0.063
"SPO2056",1.21,NA
"SPO2057",1.031,0.03
"SPO2058",0.957,0.058
"SPO2059",0.976,0.101
"SPO2060",1.008,0.109
"SPO2061",1.156,0.146
"SPO2062",1.054,0.027
"SPO2063",1.098,0.036
"SPO2064",1.034,0.018
"SPO2065",0.986,0.043
"SPO2066",0.603,0.254
"SPO2067",0.97,0.096
"SPO2068",0.966,0.016
"SPO2069",1.123,0.032
"SPO2070",1.004,0.124
"SPO2071",1.141,0.047
"SPO2072",0.932,0.051
"SPO2073",1.062,0.014
"SPO2074",0.983,0.033
"SPO2075",1.022,0.041
"SPO2077",0.826,0.071
"SPO2079",1.04,0.049
"SPO2080",1.012,0.041
"SPO2081",0.67,0.045
"SPO2082",1.09,NA
"SPO2084",0.968,0.03
"SPO2086",0.751,0.039
"SPO2087",0.065,0.065
"SPO2088",0.338,0.211
"SPO2089",0.692,0.073
"SPO2091",0.94,0.076
"SPO2092",1.104,0.173
"SPO2093",0.934,0.18
"SPO2094",1.013,0.041
"SPO2095",1.124,0.089
"SPO2096",1.114,NA
"SPO2097",1.011,0.038
"SPO2098",1.043,0.047
"SPO2099",1.073,0.007
"SPO2100",0.949,0.056
"SPO2101",0.988,0.022
"SPO2103",1.065,0.031
"SPO2104",0.911,0.066
"SPO2105",0.988,0.079
"SPO2106",0.984,0.067
"SPO2107",1.058,0.052
"SPO2108",1.078,0.012
"SPO2110",0.68,0.34
"SPO2111",0.95,0.059
"SPO2112",0.885,0.114
"SPO2116",1.031,0.048
"SPO2117",0.875,0.076
"SPO2118",1.026,0.013
"SPO2119",0.931,0.038
"SPO2120",1.114,0.05
"SPO2121",1.015,0.013
"SPO2122",1.009,0.11
"SPO2123",1.034,0.105
"SPO2124",0.983,0.077
"SPO2125",0.877,0.076
"SPO2127",0.978,0.065
"SPO2128",0.899,0.069
"SPO2129",0.937,0.201
"SPO2130",1.016,0.028
"SPO2132",1.047,0.028
"SPO2133",1.178,0.036
"SPO2134",0.985,0.054
"SPO2135",1.081,0.257
"SPO2136",0.946,0.021
"SPO2137",1.009,0.025
"SPO2139",1.012,0.111
"SPO2140",1.066,0.061
"SPO2142",0.863,0.084
"SPO2143",0.679,0.229
"SPO2144",1.065,0.05
"SPO2145",0.068,0.054
"SPO2146",0.066,0.066
"SPO2147",1.018,0.023
"SPO2148",1.004,0.019
"SPO2149",0,0
"SPO2150",0,0
"SPO2151",0,0
"SPO2152",0.616,0.213
"SPO2153",0.831,0.056
"SPO2155",0.815,0.179
"SPO2157",0.214,0.214
"SPO2158",1.01,0.036
"SPO2159",1.078,0.045
"SPO2160",0,0
"SPO2161",1.073,0.031
"SPO2163",0.977,0.126
"SPO2164",1.064,0.045
"SPO2166",1.078,0.032
"SPO2167",0.938,0.027
"SPO2168",0.213,0.124
"SPO2169",0.264,0.264
"SPO2170",1.024,0.061
"SPO2171",1.082,0.065
"SPO2173",0,0
"SPO2174",0.821,0.323
"SPO2176",0.853,0.046
"SPO2177",0.9,0.079
"SPO2178",0.928,0.031
"SPO2180",1.12,0.058
"SPO2182",0.893,0.104
"SPO2183",0.849,0.106
"SPO2184",0.966,0.094
"SPO2185",1.035,0.073
"SPO2186",1.026,0.028
"SPO2187",1.072,0.03
"SPO2188",0.863,0.079
"SPO2189",0.912,0.03
"SPO2191",0.969,0.05
"SPO2192",1.018,0.104
"SPO2192a",0.908,0.067
"SPO2193",1.05,0.032
"SPO2194",0.839,0.127
"SPO2195",1.018,0.083
"SPO2196",1.199,0.103
