"spo","w_1","w_2","w_3","w_4"
"SPO_Sp16SA",1.050420561882,1.05814519858657,1.03325997203984,1.04620142411833
"SPO_Sp16SB",1.0503272483355,1.06002271839362,1.0314383719429,1.04740146929852
"SPO_Sp16SC",1.0485225097319,1.05531282770084,1.03362338896336,1.04801430238066
"SPO_Sp23SA",1.0260090493984,1.02641836060686,1.00826308373434,1.02185305096972
"SPO_Sp23SB",1.02680040725112,1.02329666868129,1.00772459610833,1.02006085712532
"SPO_Sp5SD",1.01476775250037,1.01466403154617,1.01967852484873,1.02465778809337
"SPO_Sp5SE",0.997008656810399,1.02105245127897,1.01198143009889,1.00555068259781
"SPO_Sp5SF",1.00441019715184,1.00636065371652,1.02405918560486,1.00898983621339
"SPO0001",0.793755991389127,0.799648356520432,0.815185517167804,0.820477809214315
"SPO0002",1.00589342863572,1.06562300401181,1.05730546093308,1.051361515144
"SPO0003",NA,0,0,NA
"SPO0004",NA,NA,NA,NA
"SPO0005",1.00222345724699,1.0219199188299,1.07638201846208,1.01958775447967
"SPO0006",1.00781848768933,1.00468447741039,1.00887811320371,1.04981382888218
"SPO0007",0.992658818522235,1.04692579772952,1.04575818689282,1.01003217928679
"SPO0008",1.00414441779385,0.968814244683458,0.999497599662468,0.984433887553798
"SPO0009",0.978040497473854,0.930884702970041,1.00636207302059,0.945894407032988
"SPO0010",0,0.718299093048688,0.521101530284873,1.01796584691841
"SPO0011",1.00571986503907,1.00018732803938,0.998731535607989,0.978941414149077
"SPO0012",1.06690319745811,1.03306161530751,1.03915770441316,1.0314187118946
"SPO0013",0.949370695774556,1.00710147222494,1.02145085864096,0.973450661568154
"SPO0014",1.00982369008991,1.00071449627618,0.985691914446665,0.977666101996245
"SPO0015",0.991460141834331,1.02833803432723,1.01423112623226,1.04438622327305
"SPO0016",1.0419909083019,0.961264323927537,0.987726983944762,0.999142577818531
"SPO0017",1.00231005435722,1.03870412105641,1.00303971407164,1.01714090336116
"SPO0018",0,0,0.147148637253235,0.121523843871789
"SPO0019",0.96479300936756,0.982158978432419,0.992109731730574,0.968932764336063
"SPO0020",0.989252690298043,1.02393261544232,1.04624921394471,1.01895402661527
"SPO0021",0.95018003255504,0.924743377032733,0.953002174374063,0.967370727885002
"SPO0022",0.975313363247117,1.02302870229953,1.00823181424135,1.00961880408169
"SPO0023",0.988244382144455,1.00529608816193,1.00086745108749,1.01046651282227
"SPO0024",0.917959920692752,0.921517429981462,0.929188926357761,0.954152332181841
"SPO0025",0.990722775778923,0.987095886944855,0.99529590839713,1.00404805481011
"SPO0026",NA,NA,NA,NA
"SPO0027",0.980915177167811,1.00531948296555,0.99622382290338,0.987393007368196
"SPO0028",0.972896399618475,0.988706907089109,1.00620447052772,0.986795161840056
"SPO0029",0.989976289784195,1.07527900780162,1.07674077555166,1.0432482694039
"SPO0030",1.03942283398104,1.03733548983407,1.01448655824782,1.03361239265933
"SPO0031",1.02739155169159,0.998113885387126,1.06136153326509,0.995922964257388
"SPO0033",1.05952496842835,1.030060206569,1.01533293550897,1.01395380095272
"SPO0034",1.01607344142575,0.980282972022576,1.00636620165316,0.981327972578536
"SPO0035",0.994090731541341,0.960053619861468,1.01063640218636,0.978309364910439
"SPO0036",0.976511679546189,0.984686585567337,0.988700181549641,0.97599740545652
"SPO0037",0.987749849529911,1.00052004707434,1.0023189859297,0.985238441788656
"SPO0038",NA,NA,NA,NA
"SPO0039",NA,NA,NA,NA
"SPO0040",1.01476524615605,1.00318407973733,0.977535116090335,1.00357814351631
"SPO0041",1.07473551598849,1.03946654470116,1.02194080693156,1.02307546226972
"SPO0042",0.994931668210572,0.987456713548105,1.01498075797117,0.986230736636885
"SPO0043",NA,NA,NA,NA
"SPO0044",0.965268781630646,1.01276937001595,0.810279180638006,0.911974119822409
"SPO0045",1.05275416190499,0.950253217564674,0.976757188261502,1.01265582392745
"SPO0046",0.969064134987006,0.922200079866447,0.961663587138278,0.949170888164768
"SPO0046a",0.937112292206797,1.03996690630988,1.11103807269301,0.878470409811806
"SPO0047",0.987115906098039,0.898091143578971,0.961103578132834,0.953830409470469
"SPO0048",0.891150951903961,0.933712924963909,0.959643254539174,1.04199020604328
"SPO0049",0.967154502621532,0.950890928428399,0.967396386804419,0.98031073910427
"SPO0050",0.952165683017539,0.978453857013169,0.92042011648481,0.978669860871527
"SPO0051",0.979028109451343,0.9783647861305,0.973623955736768,0.993138740917725
"SPO0052",1.00431155971052,1.0003621508252,0.966795070259612,1.00522675361329
"SPO0053",1.00315741823473,0.977897783510045,0.988929987202983,1.00733391667034
"SPO0054",0.943620299722287,0.963612633113531,0.982838904947334,0.99316932922182
"SPO0055",1.02645641033614,1.00235074108106,1.03485618531328,1.03676657433603
"SPO0056",1.00860531248979,1.03404317665577,0.995940425825481,1.02259171554318
"SPO0057",NA,0.815109455330336,0.667377897471044,1.20164639928457
"SPO0058",1.01487379978673,1.03541084628638,1.02421808590272,0.995138036689961
"SPO0059",1.0106689164965,0.977525929358618,0.986815371861387,0.983414487796759
"SPO0060",1.01056821091079,1.07842009029057,1.06484898677431,1.05195762150121
"SPO0061",NA,NA,NA,NA
"SPO0062",0,0.751158176909625,0.818295210384736,0
"SPO0063",0.823272301029406,0,0.877423947201137,0.745117847582622
"SPO0064",NA,NA,NA,NA
"SPO0065",NA,NA,NA,NA
"SPO0066",0.928164683245244,0.967129053524058,0.930986564764031,0.896698659320999
