mean,lwrCL,uprCL,spo,naCount
0.796,0.295,1.187,SPOA0007,0
0.818,0.497,1.095,SPOA0008,0
NA,NA,NA,SPOA0009,10000
NA,NA,NA,SPOA0010,10000
NA,NA,NA,SPOA0011,10000
1.009,0.961,1.053,SPOA0012,0
0.931,0.839,1.034,SPOA0013,0
0.969,0.94,1.003,SPOA0014,0
NA,NA,NA,SPOA0015,10000
0.268,0,0.672,SPOA0017,43
1.003,0.923,1.1,SPOA0018,0
0.943,0.881,1.004,SPOA0019,0
1.024,0.925,1.142,SPOA0020,0
0.918,0.864,0.978,SPOA0021,0
0.948,0.749,1.105,SPOA0022,0
0.999,0.941,1.063,SPOA0023,0
0.941,0.917,0.964,SPOA0024,0
0.952,0.805,1.099,SPOA0025,0
0.926,0.876,0.984,SPOA0026,0
0.866,0.811,0.912,SPOA0027,0
1.049,1.015,1.084,SPOA0028,0
1.042,1.019,1.058,SPOA0029,0
1.014,0.978,1.055,SPOA0030,0
1.048,1.007,1.086,SPOA0031,0
1.097,1.034,1.162,SPOA0032,0
1.02,0.991,1.049,SPOA0033,0
0.994,0.961,1.024,SPOA0034,0
1.027,0.896,1.137,SPOA0035,0
1.027,0.984,1.062,SPOA0036,0
1.082,1.039,1.13,SPOA0037,0
0.983,0.948,1.017,SPOA0038,0
1.018,1,1.033,SPOA0039,0
0.9,0.769,1.03,SPOA0040,0
0.949,0.883,1.019,SPOA0041,0
1.028,0.962,1.087,SPOA0042,0
0.958,0.892,1.034,SPOA0043,0
1.018,0.966,1.069,SPOA0044,0
0.939,0.877,0.998,SPOA0045,0
0.927,0.878,0.965,SPOA0046,0
0.901,0.841,0.962,SPOA0047,0
0.63,0.212,1.036,SPOA0048,0
0.883,0.795,0.957,SPOA0049,0
0.942,0.915,0.965,SPOA0050,0
0.869,0.828,0.915,SPOA0051,0
0.999,0.868,1.127,SPOA0052,0
0.767,0.467,0.97,SPOA0053,0
0.686,0.566,0.832,SPOA0054,0
0.985,0.927,1.041,SPOA0055,0
0.903,0.814,0.992,SPOA0056,0
0.912,0.881,0.939,SPOA0057,0
0.956,0.909,1.004,SPOA0058,0
0.984,0.951,1.014,SPOA0059,0
1.051,0.989,1.12,SPOA0060,0
0.991,0.974,1.007,SPOA0061,0
0.915,0.8,1.013,SPOA0062,0
0.921,0.874,0.976,SPOA0063,0
0.904,0.841,0.973,SPOA0064,0
0.953,0.905,1.011,SPOA0065,0
1.024,0.902,1.148,SPOA0066,0
1.044,0.987,1.104,SPOA0067,0
1.041,0.948,1.131,SPOA0068,0
1.03,0.987,1.075,SPOA0069,0
0.902,0.811,0.983,SPOA0070,0
0.921,0.793,1.014,SPOA0071,0
0.869,0.825,0.914,SPOA0072,0
0.848,0.756,0.937,SPOA0073,0
0.835,0.732,0.938,SPOA0074,0
0.988,0.96,1.019,SPOA0075,0
0.94,0.834,1.04,SPOA0076,0
1.014,0.904,1.103,SPOA0078,0
0.955,0.894,1.009,SPOA0079,0
0.973,0.959,0.986,SPOA0081,0
0.976,0.963,0.988,SPOA0082,0
0.958,0.938,0.976,SPOA0083,0
1.054,0.995,1.106,SPOA0084,0
0.854,0.677,1.036,SPOA0085,0
0.92,0.905,0.937,SPOA0086,0
0.871,0.829,0.91,SPOA0087,0
0.986,0.976,0.995,SPOA0088,0
0.914,0.833,0.992,SPOA0089,0
0.944,0.902,0.987,SPOA0090,0
0.951,0.821,1.061,SPOA0091,0
0.965,0.917,1.017,SPOA0093,0
1.034,0.967,1.109,SPOA0094,0
1.019,0.992,1.046,SPOA0095,0
1.056,1.033,1.079,SPOA0096,0
1.051,1.011,1.093,SPOA0097,0
1.021,0.962,1.074,SPOA0098,0
0.931,0.829,1.046,SPOA0099,0
0.97,0.927,1.013,SPOA0100,0
0.941,0.885,0.99,SPOA0101,0
0.935,0.885,0.988,SPOA0102,0
0.956,0.881,1.043,SPOA0103,0
0.962,0.933,0.996,SPOA0104,0
0.94,0.903,0.978,SPOA0105,0
0.959,0.94,0.978,SPOA0106,0
0.959,0.886,1.022,SPOA0107,0
0.978,0.908,1.045,SPOA0108,0
0.338,0,0.904,SPOA0109,2252
0.885,0.833,0.932,SPOA0110,0
1.006,0.959,1.049,SPOA0111,0
0.998,0.978,1.019,SPOA0112,0
0.927,0.882,0.968,SPOA0113,0
0.949,0.909,0.984,SPOA0114,0
0.93,0.842,1.022,SPOA0115,0
0.885,0.786,1,SPOA0116,0
0.824,0.699,0.94,SPOA0117,0
0.869,0.802,0.94,SPOA0118,0
0.905,0.819,0.976,SPOA0119,0
0.966,0.862,1.041,SPOA0120,0
0.915,0.878,0.957,SPOA0121,0
0.905,0.866,0.944,SPOA0122,0
0.99,0.966,1.017,SPOA0123,0
0.998,0.965,1.029,SPOA0124,0
0.988,0.948,1.025,SPOA0125,0
0.94,0.895,0.99,SPOA0126,0
0.981,0.953,1.015,SPOA0127,0
0.998,0.958,1.04,SPOA0128,0
0.929,0.884,0.975,SPOA0129,0
0.949,0.902,1.001,SPOA0130,0
0.982,0.91,1.05,SPOA0131,0
0.986,0.933,1.059,SPOA0132,0
0.931,0.865,0.993,SPOA0133,0
0.985,0.939,1.031,SPOA0134,0
1.078,1.041,1.111,SPOA0138,0
1.066,0.921,1.193,SPOA0139,0
NA,NA,NA,SPOA0140,10000
1.012,0.868,1.173,SPOA0141,0
1.016,0.934,1.092,SPOA0142,0
0.906,0.854,0.96,SPOA0143,0
0.892,0.81,0.977,SPOA0144,0
0.979,0.945,1.039,SPOA0145,0
0.968,0.875,1.047,SPOA0146,0
0.834,0.712,0.938,SPOA0147,0
1.029,0.994,1.067,SPOA0148,0
0.962,0.935,0.988,SPOA0149,0
1.008,0.986,1.042,SPOA0150,0
0.971,0.887,1.041,SPOA0151,0
0.919,0.819,1.023,SPOA0152,0
0.92,0.79,1.045,SPOA0153,0
0.92,0.854,0.987,SPOA0154,0
0.933,0.894,0.972,SPOA0155,0
0.934,0.883,0.983,SPOA0156,0
0.954,0.891,1.027,SPOA0157,0
0.943,0.874,1.009,SPOA0158,0
0.913,0.797,1.004,SPOA0159,0
0.961,0.901,1.015,SPOA0160,0
0.896,0.804,1.009,SPOA0161,0
0.732,0.256,1.139,SPOA0162,0
0.938,0.775,1.07,SPOA0163,0
1,0.972,1.03,SPOA0164,0
1.018,0.983,1.055,SPOA0165,0
0.94,0.871,1.016,SPOA0166,0
0.918,0.864,0.964,SPOA0167,0
0.937,0.9,0.977,SPOA0168,0
1.018,0.984,1.047,SPOA0169,0
0.96,0.947,0.974,SPOA0170,0
0.938,0.893,0.989,SPOA0171,0
0.974,0.827,1.088,SPOA0172,0
0.829,0.675,0.976,SPOA0173,0
0.946,0.695,1.162,SPOA0174,0
0.977,0.919,1.032,SPOA0175,0
0.929,0.831,1.016,SPOA0176,0
0.931,0.842,1.003,SPOA0177,0
1.012,0.966,1.064,SPOA0180,0
0.985,0.904,1.08,SPOA0181,0
0.924,0.891,0.953,SPOA0182,0
0.798,0.261,1.185,SPOA0183,0
0.974,0.932,1.023,SPOA0184,0
0.953,0.721,1.126,SPOA0185,0
0.972,0.952,0.992,SPOA0186,0
0.968,0.895,1.042,SPOA0187,0
0.96,0.928,0.992,SPOA0188,0
0.951,0.873,1.01,SPOA0189,0
0.964,0.934,0.991,SPOA0190,0
1.041,0.949,1.128,SPOA0191,0
0.851,0.278,1.2,SPOA0192,0
0.664,0.206,0.965,SPOA0193,0
0.869,0.82,0.906,SPOA0194,0
1.038,0.948,1.125,SPOA0195,0
0.927,0.736,1.097,SPOA0196,0
1.061,0.922,1.201,SPOA0197,0
1.021,1.001,1.05,SPOA0198,0
0.948,0.921,0.976,SPOA0199,0
1.027,0.983,1.063,SPOA0200,0
0.954,0.915,0.997,SPOA0201,0
0,0,0,SPOA0202,0
0.975,0.934,1.011,SPOA0203,0
1.011,0.965,1.071,SPOA0204,0
0.99,0.893,1.095,SPOA0205,0
1.031,1.003,1.063,SPOA0206,0
0.988,0.967,1.011,SPOA0207,0
1.01,0.991,1.028,SPOA0208,0
0.961,0.918,1.007,SPOA0209,0
0.963,0.921,1.005,SPOA0210,0
1.036,0.996,1.07,SPOA0211,0
0.988,0.528,1.151,SPOA0212,13
0.946,0.804,1.066,SPOA0213,0
0.839,0.734,0.95,SPOA0214,0
0.945,0.876,1.021,SPOA0215,0
0.978,0.923,1.025,SPOA0216,0
0.881,0.763,0.978,SPOA0217,0
0.883,0.762,1.015,SPOA0218,0
0.529,0,1.103,SPOA0219,399
0.915,0.876,0.958,SPOA0220,0
0.953,0.856,1.063,SPOA0221,0
0.961,0,1.568,SPOA0222,651
1.003,0.944,1.065,SPOA0223,0
0.885,0.698,1.042,SPOA0224,0
0.993,0.933,1.066,SPOA0225,0
0.786,0.25,1.122,SPOA0226,0
1.003,0.958,1.05,SPOA0227,0
0.93,0.89,0.967,SPOA0228,0
0.152,0,0.699,SPOA0229,595
1.016,0.967,1.065,SPOA0230,0
0.79,0.702,0.874,SPOA0231,0
0.859,0.768,0.927,SPOA0232,0
0.937,0.89,0.983,SPOA0233,0
1.057,1.011,1.106,SPOA0234,0
0.975,0.94,1.013,SPOA0235,0
0.983,0.942,1.026,SPOA0236,0
0.997,0.975,1.017,SPOA0237,0
1.023,0.974,1.069,SPOA0238,0
1.013,0.943,1.108,SPOA0239,0
0.98,0.954,1.003,SPOA0240,0
0.921,0.899,0.944,SPOA0241,0
0.996,0.983,1.013,SPOA0242,0
0.953,0.891,1.003,SPOA0243,0
0.944,0.896,0.99,SPOA0244,0
0.935,0.904,0.966,SPOA0245,0
0.991,0.909,1.077,SPOA0246,0
0.918,0.857,0.976,SPOA0247,0
1.01,0.957,1.073,SPOA0248,0
0.94,0.889,0.989,SPOA0249,0
0.951,0.876,1.016,SPOA0250,0
0.862,0.739,0.974,SPOA0251,0
0.743,0.694,0.793,SPOA0252,0
0.922,0.871,0.974,SPOA0253,0
0.917,0.849,0.989,SPOA0254,0
0.939,0.901,0.972,SPOA0255,0
0.993,0.924,1.084,SPOA0256,0
0.981,0.941,1.029,SPOA0257,0
0.951,0.879,1.023,SPOA0258,0
1.031,1.012,1.054,SPOA0259,0
0.957,0.882,1.018,SPOA0260,0
0.788,0.73,0.852,SPOA0261,0
0.965,0.902,1.026,SPOA0262,0
0.956,0.916,1.002,SPOA0263,0
0.889,0.778,1.001,SPOA0264,0
1.033,0.966,1.102,SPOA0265,0
0.96,0.909,1.009,SPOA0266,0
1.013,0.976,1.048,SPOA0267,0
1.048,1.024,1.074,SPOA0268,0
0.984,0.95,1.018,SPOA0269,0
0.924,0.862,0.991,SPOA0270,0
1.054,0.986,1.12,SPOA0271,0
0.989,0.959,1.021,SPOA0272,0
0.954,0.884,1.025,SPOA0273,0
0.899,0.837,0.962,SPOA0274,0
0.965,0.902,1.013,SPOA0275,0
1.099,0.968,1.227,SPOA0276,0
1.039,0.957,1.123,SPOA0277,0
1.022,0.984,1.072,SPOA0278,0
0.972,0.914,1.031,SPOA0279,0
0.95,0.899,0.999,SPOA0280,0
1.024,0.992,1.054,SPOA0281,0
1.047,1.005,1.089,SPOA0282,0
0.94,0.856,1.046,SPOA0283,0
0.997,0.952,1.04,SPOA0284,0
1.014,0.97,1.064,SPOA0285,0
0.974,0.877,1.054,SPOA0286,0
1.007,0.946,1.07,SPOA0287,0
0.935,0.887,0.988,SPOA0288,0
0.985,0.912,1.059,SPOA0289,0
1.007,0.985,1.031,SPOA0290,0
0.979,0.952,1.007,SPOA0291,0
1.014,0.992,1.037,SPOA0292,0
0.97,0.945,0.993,SPOA0293,0
0.969,0.935,1.001,SPOA0294,0
1.008,0.958,1.064,SPOA0295,0
1.002,0.966,1.035,SPOA0296,0
0.976,0.941,1.009,SPOA0297,0
0.938,0.909,0.965,SPOA0298,0
0.924,0.849,0.992,SPOA0299,0
0.993,0.977,1.008,SPOA0300,0
0.999,0.973,1.025,SPOA0301,0
1.039,0.99,1.09,SPOA0302,0
NA,NA,NA,SPOA0303,10000
NA,NA,NA,SPOA0304,10000
NA,NA,NA,SPOA0305,10000
0.966,0.943,0.986,SPOA0306,0
0.933,0.894,0.984,SPOA0309,0
0.956,0.924,0.989,SPOA0310,0
0.972,0.947,0.995,SPOA0311,0
0.94,0.902,0.977,SPOA0312,0
0.972,0.926,1.016,SPOA0313,0
0.988,0.962,1.012,SPOA0314,0
NA,NA,NA,SPOA0315,10000
0.951,0.91,0.991,SPOA0316,0
1.057,1.027,1.086,SPOA0317,0
0.973,0.922,1.025,SPOA0318,0
1.037,0.999,1.065,SPOA0319,0
0.846,0.696,0.992,SPOA0320,0
0.945,0.863,1.028,SPOA0321,0
1.032,0.971,1.09,SPOA0322,0
0.978,0.904,1.046,SPOA0323,0
1.062,0.966,1.157,SPOA0324,0
0.901,0.838,0.969,SPOA0325,0
0.987,0.902,1.071,SPOA0326,0
0.833,0.729,0.943,SPOA0327,0
0.998,0.939,1.063,SPOA0328,0
1.014,0.787,1.2,SPOA0329,0
0.912,0.831,0.991,SPOA0330,0
0.895,0.829,0.957,SPOA0331,0
0.969,0.934,1.003,SPOA0332,0
0.978,0.932,1.029,SPOA0333,0
0.935,0.894,0.983,SPOA0334,0
0.987,0.953,1.026,SPOA0335,0
0.93,0.896,0.962,SPOA0336,0
0.968,0.959,0.977,SPOA0337,0
1.012,0.997,1.029,SPOA0338,0
1.004,0.892,1.113,SPOA0339,0
0.472,0.129,0.763,SPOA0340,3
0.907,0.83,0.978,SPOA0341,0
1.08,1.066,1.093,SPOA0342,0
1.04,1.02,1.058,SPOA0343,0
0.125,0,0.259,SPOA0344,0
NA,NA,NA,SPOA0345,10000
0.589,0,1.259,SPOA0346,1477
1.015,0.966,1.063,SPOA0347,0
0.84,0.784,0.893,SPOA0348,0
0.991,0.954,1.032,SPOA0349,0
1.172,1.101,1.241,SPOA0351,0
1.017,0.992,1.049,SPOA0352,0
1.022,0.975,1.076,SPOA0353,0
0.959,0.924,0.99,SPOA0354,0
0.89,0.81,0.977,SPOA0355,0
1.01,0.96,1.055,SPOA0356,0
0.975,0.857,1.086,SPOA0357,0
1.014,0.912,1.116,SPOA0358,0
0.927,0.817,1.045,SPOA0359,0
0.935,0.849,1.02,SPOA0360,0
0.477,0,0.919,SPOA0361,1
0.969,0.852,1.059,SPOA0362,0
0.994,0.916,1.065,SPOA0363,0
1.009,0.943,1.067,SPOA0364,0
0.99,0.932,1.055,SPOA0365,0
0.891,0.837,0.946,SPOA0366,0
0.889,0.668,1.069,SPOA0367,0
0.882,0.774,0.996,SPOA0368,0
0.977,0.89,1.072,SPOA0369,0
0.977,0.903,1.066,SPOA0370,0
0.902,0.78,1.026,SPOA0371,0
0.882,0.835,0.933,SPOA0372,0
0.905,0.341,1.28,SPOA0373,0
0.936,0.876,0.998,SPOA0374,0
0.975,0.94,1.011,SPOA0375,0
0.939,0.896,0.985,SPOA0376,0
0.969,0.884,1.043,SPOA0377,0
0.878,0.705,1.019,SPOA0378,0
1.013,0.936,1.102,SPOA0379,0
0.998,0.955,1.048,SPOA0380,0
1.086,1.014,1.163,SPOA0381,0
0.971,0.911,1.031,SPOA0382,0
0.911,0.844,0.975,SPOA0383,0
0.984,0.925,1.044,SPOA0384,0
1.114,1.059,1.176,SPOA0385,0
0.887,0.827,0.945,SPOA0386,0
0.923,0.842,1.01,SPOA0387,0
0.932,0.834,1.028,SPOA0388,0
1.016,0.948,1.091,SPOA0389,0
1.012,0.999,1.029,SPOA0390,0
0.919,0.785,1.037,SPOA0391,0
0.885,0.793,0.969,SPOA0392,0
0.955,0.897,1.013,SPOA0393,0
0.954,0.88,1.02,SPOA0394,0
0.941,0.864,1.013,SPOA0395,0
NA,NA,NA,SPOA0396,10000
0.962,0.664,1.228,SPOA0397,0
0.912,0.806,0.998,SPOA0398,0
0.974,0.917,1.034,SPOA0399,0
1.287,1.2,1.373,SPOA0400,3212
0.966,0.92,1.009,SPOA0401,0
0.968,0.907,1.036,SPOA0402,0
0.989,0.946,1.034,SPOA0403,0
1.005,0.951,1.053,SPOA0404,0
1.027,0.963,1.093,SPOA0405,0
1.027,1.006,1.046,SPOA0406,0
0.913,0.865,0.956,SPOA0407,0
1.03,0.977,1.077,SPOA0408,0
0.996,0.952,1.037,SPOA0409,0
1.022,0.983,1.065,SPOA0410,0
0.913,0.811,1.04,SPOA0411,36
1.024,0.975,1.067,SPOA0412,0
1.019,0.96,1.065,SPOA0413,0
0.927,0.836,1,SPOA0414,0
1.278,1.095,1.39,SPOA0415,4382
0.952,0.848,1.039,SPOA0416,0
1.012,0.964,1.06,SPOA0417,0
0.992,0.92,1.063,SPOA0418,0
0.922,0.858,0.992,SPOA0419,0
0.81,0.708,0.936,SPOA0420,0
0.928,0.866,0.987,SPOA0421,0
0.979,0.854,1.094,SPOA0422,0
0.668,0.534,0.783,SPOA0423,0
1.019,0.951,1.087,SPOA0424,0
0.997,0.943,1.042,SPOA0425,0
1.009,0.976,1.039,SPOA0426,0
1.025,0.954,1.104,SPOA0427,0
1.02,0.973,1.07,SPOA0428,0
0.926,0.89,0.964,SPOA0429,0
1.078,1.013,1.131,SPOA0430,0
0.986,0.925,1.035,SPOA0431,0
1.031,1.016,1.047,SPOA0432,0
0.999,0.954,1.042,SPOA0433,0
1.011,0.951,1.064,SPOA0434,0
0.957,0.861,1.069,SPOA0435,0
1.015,0.973,1.055,SPOA0436,0
0.891,0.816,0.967,SPOA0437,0
0.943,0.911,0.973,SPOA0438,0
NA,NA,NA,SPOA0439,10000
NA,NA,NA,SPOA0440,10000
0.906,0.829,0.988,SPOA0441,0
1.01,0.894,1.115,SPOA0443,0
0.88,0.782,0.973,SPOA0445,0
0.948,0.905,1,SPOA0446,0
0.82,0.768,0.879,SPOA0449,0
1.001,0.944,1.064,SPOA0450,0
1.035,1,1.076,SPOA0451,0
0.871,0.833,0.912,SPOA0452,0
