"spo","w_1","w_2","w_3","w_4"
"SPO0665",0,0.89,1.01,1.18
"SPO0666",0.88,0.91,1.04,0.83
"SPO0667",NA,NA,NA,NA
"SPO0668",NA,NA,NA,1.07
"SPO0669",NA,NA,NA,NA
"SPO0670",0.89,0.95,0.96,1.04
"SPO0671",1.04,0.91,0.97,0.99
"SPO0672",1.04,0.97,1.1,0.83
"SPO0673",0.89,0.8,0.8,0.9
"SPO0674",0.9,0.91,0.91,0.9
"SPO0675",1.07,0.96,0.88,0.77
"SPO0676",1.34,0.9,1.04,0
"SPO0677",1,0.93,0.93,1.03
"SPO0678",0.92,0.9,0.98,0.97
"SPO0679",1.11,0.9,1.12,1.11
"SPO0680",0.93,0.99,1.12,1.07
"SPO0681",1.38,0.9,1.03,0.94
"SPO0682",1.04,1,1.05,1.13
"SPO0683",1.11,0.94,1.01,1.01
"SPO0684",1.32,1.13,1.02,1.13
"SPO0685",1.01,1.04,1.02,1.04
"SPO0686",1.06,1.03,1.01,1
"SPO0687",1.01,1.06,1.02,1.03
"SPO0688",0.97,0.99,1.05,1.09
"SPO0689",0.83,1.59,0.85,0.95
"SPO0690",0.99,0.92,0.97,1.01
"SPO0691",1.14,0.96,1.02,0.91
"SPO0692",0.99,1.04,1.04,1.01
"SPO0693",0.9,0.94,0.85,0.96
"SPO0694",1.1,0.97,1.01,0.97
"SPO0695",1.38,1.07,0.83,1.14
"SPO0697",0.95,1.03,0.88,0.91
"SPO0698",1.2,0.86,0.71,0.96
"SPO0699",1.01,0.78,0.71,0.93
"SPO0700",1.13,0.99,0.98,0.96
"SPO0701",0.88,1.12,1.07,1.04
"SPO0702",1,0.98,0.98,1.03
"SPO0703",1.13,1.03,1.04,0.98
"SPO0704",0.97,0.97,0.98,0.98
"SPO0705",1.07,0.88,0.91,1.05
"SPO0706",1.01,0.99,1,0.99
"SPO0707",0.99,0.99,0.97,0.78
"SPO0708",0.95,0.96,0.98,0.9
"SPO0709",NA,NA,NA,NA
"SPO0710",0.96,0.99,1,1
"SPO0711",1.08,1,1.05,0.99
"SPO0712",1.11,1.07,0.99,0.95
"SPO0713",1.01,0.94,1.04,0.98
"SPO0714",NA,0.99,0.95,NA
"SPO0715",0.83,0.6,0.88,0.77
"SPO0716",1.01,1.06,1.01,1.09
"SPO0717",0.99,0.95,1.04,1.04
"SPO0718",0.7,0.75,0.99,0.98
"SPO0721",0.88,NA,NA,1.14
"SPO0722",1.06,1.02,NA,0.87
"SPO0723",1.09,1.1,1.06,1.21
"SPO0724",0.96,0.99,1.02,0.98
"SPO0725",0.93,0.89,1.08,0.95
"SPO0726",NA,NA,NA,NA
"SPO0727",1.07,0,0.9,1
"SPO0728",0.91,0.92,0.89,0.87
"SPO0729",0,NA,NA,NA
"SPO0731",NA,NA,NA,NA
"SPO0732",NA,NA,0,NA
"SPO0733",1.11,0.93,0.97,0.94
"SPO0734",1.16,0.89,0.95,1.03
"SPO0735",1.08,1.04,1.07,0.96
"SPO0736",0.97,0.92,0.99,0.93
"SPO0737",1.1,0.96,1.1,1
"SPO0738",1.03,0.95,0.99,0.99
"SPO0739",1,1.02,0.99,0.97
"SPO0740",0.97,1.04,1.02,0.92
"SPO0741",0.89,1.05,0.99,1.1
"SPO0742",1.05,1.01,1.02,1.04
"SPO0743",0.94,0.85,0.76,0.91
"SPO0744",0.99,0.95,0.98,1.02
"SPO0745",0.94,0.96,0.97,1.02
"SPO0746",1.03,0.94,0.96,0.89
"SPO0747",0.94,0.98,1.02,0.93
"SPO0748",1.21,0.94,0.86,1.03
"SPO0749",0.95,0.95,0.87,0.9
"SPO0750",1.02,1.03,0.99,0.97
"SPO0751",0.99,1.02,0.98,0.97
"SPO0752",0.64,1.08,0.93,0.97
"SPO0753",1.06,1.01,0.99,1.1
"SPO0754",0.97,1,1.06,0.95
"SPO0755",1.1,1.06,1.06,1.06
"SPO0756",0.73,1.27,0.86,0.85
"SPO0757",1.11,1.11,1.04,1.05
"SPO0758",1.03,1.09,1.05,1.08
"SPO0759",1.07,1.07,1.05,1.04
"SPO0760",0.77,0.61,0.79,0.92
"SPO0761",0.82,0.96,0.97,0.85
"SPO0762",1.23,NA,0.91,1.01
"SPO0763",0.87,0.99,0.86,0.99
"SPO0764",0.82,0.74,0.94,0.92
"SPO0765",1.09,0.93,0.99,0.96
"SPO0766",1.03,0.89,1.03,0.82
"SPO0767",0,NA,0,0.9
"SPO0768",1.01,0.95,0.9,0.89
"SPO0769",1.02,0.95,1.07,0.98
"SPO0770",NA,0.95,0.31,0.93
"SPO0771",1,1.03,0.96,0.95
"SPO0772",1.12,1.06,0.96,0.98
"SPO0773",1.26,1.11,1.06,1.05
"SPO0774",0.9,1.01,0.94,0.96
"SPO0775",1.1,1.02,1,1.01
"SPO0776",1.17,1.04,0.88,0.96
"SPO0777",0.61,0.93,0.76,1.05
"SPO0778",1,0.74,0.95,1
"SPO0779",0,0.29,0,0
"SPO0780",0.97,0.96,1.01,0.99
"SPO0781",NA,NA,NA,NA
"SPO0782",0.76,0.95,1.05,0.94
"SPO0783",0.81,0.78,0.96,0.86
"SPO0784",0.94,0.56,0.68,0.79
"SPO0785",0.81,0.87,1.19,0.73
"SPO0786",0.81,1.03,1.05,1.04
"SPO0787",0.83,0.99,0.91,0.94
"SPO0788",0.9,0.86,0.93,0.9
"SPO0789",1.3,1.07,0.91,1.07
"SPO0790",1,1.04,0.99,0.98
"SPO0791",1.06,1.04,1.07,0.99
"SPO0792",0.91,1.04,0.93,0.86
"SPO0793",0.79,1.04,0.82,0.88
"SPO0794",0.9,0.85,0.99,0.88
"SPO0795",1.05,0.75,0.82,1.1
"SPO0796",1.06,0.95,0.88,0.97
"SPO0797",1.04,0.98,1,0.98
"SPO0798",0.96,0.92,0.96,0.89
"SPO0799",1.15,0.97,1.14,1.1
"SPO0800",0.9,0.95,0.92,0.86
"SPO0801",0.9,1,0.88,1.03
"SPO0802",NA,NA,NA,NA
"SPO0803",NA,0.85,NA,1.29
"SPO0804",NA,NA,NA,NA
"SPO0805",NA,NA,NA,NA
"SPO0806",NA,0,0,NA
"SPO0807",0.72,1,1.04,0.81
"SPO0808",0,0,0,0.69
"SPO0809",1.08,1.02,0.96,1.01
"SPO0810",1,0.93,1.02,1.05
"SPO0811",NA,NA,0.89,1.34
"SPO0812",NA,0,NA,NA
"SPO0813",0.93,0.95,0.87,0.94
"SPO0814",1.01,1.05,1,1.11
"SPO0815",NA,NA,NA,NA
"SPO0816",1.05,0.86,1.01,0.94
"SPO0817",0.84,1.01,1.02,1.13
"SPO0818",0.98,0.86,0.91,0.82
"SPO0819",0.88,0.89,1.01,0.76
"SPO0820",1.1,1.02,0.92,1.06
"SPO0821",1.03,0.98,1.02,1.06
"SPO0822",0.96,1.04,1.06,1
"SPO0823",0.94,1.09,0.96,1.14
"SPO0824",1.01,1.01,0.91,0.94
"SPO0825",1.1,1.13,1.14,0.89
"SPO0826",0.91,0.79,0.97,0.91
"SPO0827",0.97,0.89,1.01,0.98
"SPO0828",1.09,1.01,0.92,0.96
"SPO0829",1.04,1.01,1.01,1.09
"SPO0830",0.94,0.94,0.95,0.95
"SPO0831",1.32,0.95,0.95,0.82
"SPO0832",0.8,0.96,1.02,0.8
"SPO0833",1.06,1.03,1.04,1.04
"SPO0834",1,1.03,1.01,1.04
"SPO0835",1.1,1.19,1.13,1.14
"SPO0836",1.12,1.16,1.2,0.99
"SPO0837",1.01,0.91,0.96,0.8
"SPO0838",NA,NA,NA,NA
"SPO0839",1.01,1.04,0.94,0.96
"SPO0840",1.01,0.88,0.98,1.01
"SPO0841",0.9,0.94,0.97,1.07
"SPO0842",0.95,0.98,0.98,0.98
"SPO0843",NA,NA,NA,NA
"SPO0844",1.02,1.03,1,1.01
"SPO0845",0.94,0.92,0.95,0.96
"SPO0846",NA,NA,NA,NA
"SPO0847",0.97,0.96,0.97,0.93
"SPO0848",1.02,0.99,0.85,1.05
"SPO0849",0.84,0.98,0.94,0.93
"SPO0850",1.16,0.74,0.98,0.67
"SPO0851",0.64,0.75,0.86,0.56
"SPO0852",0.78,1.1,1.01,0.95
"SPO0853",1.08,0.86,1.15,0.88
"SPO0854",0.98,0.98,0.96,1.08
"SPO0855",1.05,0.95,0.98,1.03
"SPO0856",0.91,1.05,0.97,1.03
"SPO0857",0.98,1.06,1.02,0.81
"SPO0858",0.98,0.95,1.06,0.88
"SPO0859",1.36,1.01,1.05,1
"SPO0860",1.16,1.03,0.87,0.94
"SPO0861",1.07,0.99,0.89,1.1
"SPO0862",0.82,0.99,0.8,0.84
"SPO0863",1.05,0.83,0.88,1.34
"SPO0864",1.11,0.86,1.1,1.02
"SPO0865",0.91,1.11,0.87,1.07
"SPO0866",1.03,1.08,0.82,0.9
"SPO0867",0.99,0.98,1.01,0.9
"SPO0868",0.93,1.03,0.97,0.88
"SPO0869",1.01,0.84,0.85,0.86
"SPO0870",1.01,1.14,0.99,0.98
"SPO0871",NA,NA,NA,NA
"SPO0872",0.94,0.99,0.93,0.99
"SPO0873",0.84,0.94,0.71,0.92
"SPO0874",1.14,1.02,0.95,0.97
"SPO0875",0.68,0.7,0.59,0.71
"SPO0876",NA,NA,NA,NA
"SPO0876a",0.76,1.03,0.91,1.01
"SPO0877",0.98,0.98,1,0.99
"SPO0878",0.94,1.07,1.09,0.93
"SPO0879",0.82,0.98,0.9,0.91
"SPO0880",1.12,0.94,1.07,0.98
"SPO0881",0.99,0.92,0.93,0.98
"SPO0882",0.9,1.15,1.03,1.05
"SPO0883",0.92,0.92,1.04,0.98
"SPO0884",0.97,0.99,1.09,0.99
"SPO0885",1.38,1.04,1,1.17
"SPO0887",0,NA,NA,0.88
"SPO0888",1.07,1.05,1.12,0.95
"SPO0889",1.11,1.06,0.96,1.04
"SPO0890",1.12,1.23,0.99,0.92
"SPO0891",0.99,1.01,0.98,0.97
"SPO0892",0.33,0,0.1,0.33
"SPO0893",0,NA,0,NA
"SPO0894",1,1.05,1.02,1.12
"SPO0895",0.91,1.06,1,1
"SPO0897",1.04,1.03,1.04,1.04
"SPO0898",1.08,1.06,1.04,0.99
"SPO0899",0.97,1.02,1.01,0.98
"SPO0900",0,0.23,0,0
"SPO0901",0.93,1.1,0.92,1.06
"SPO0902",1.06,0.69,1.15,1.07
"SPO0903",NA,NA,0,0
"SPO0904",0.52,0.74,0.86,0.72
"SPO0905",1.02,0.94,0.96,0.92
"SPO0906",1.04,0.97,0.89,1.08
"SPO0907",NA,NA,NA,0.62
"SPO0910",0.99,1.04,0.97,1.05
"SPO0911",0.54,0.74,0.42,0.24
"SPO0912",1.02,0.69,0.95,0.8
"SPO0913",1.02,1,1.03,1.05
"SPO0914",1.14,1.07,0.88,1
"SPO0915",1.05,1.08,1.04,1.01
"SPO0916",0.95,0.95,0.88,1.03
"SPO0917",1.01,0.98,1,1.11
"SPO0918",0.98,1.01,0.99,0.97
"SPO0919",0.95,1.07,0.92,1.19
"SPO0920",0.73,0.96,0.81,0.9
"SPO0921",1.03,1.05,0.96,0.97
"SPO0922",1.2,1.04,0.98,0.88
"SPO0923",NA,NA,NA,0.51
"SPO0924",NA,NA,NA,NA
"SPO0925",1.18,1.01,0.69,1.02
"SPO0926",NA,NA,NA,NA
"SPO0927",1.04,1.01,0.9,1.04
"SPO0928",1.18,0.98,0.9,1.04
"SPO0929",1.07,1.08,1.27,1
"SPO0930",1.01,1.1,0.93,0.97
"SPO0931",1.11,NA,0.92,1.35
"SPO0932",0,0.77,0.64,0
"SPO0933",0.85,0.93,1.13,1.04
"SPO0934",0.95,1.02,1,0.97
"SPO0935",1.06,1.09,1.04,0.99
"SPO0936",1.22,NA,1.05,0
"SPO0937",1,0.88,0.85,1.14
"SPO0939",1.25,1.06,0.91,1.03
"SPO0940",NA,1.22,1.23,1.27
"SPO0941",1.02,1.41,1.12,0.56
"SPO0942",1.2,0.99,1.04,1.07
"SPO0943",0.69,1.02,0.87,1.01
"SPO0944",0.98,1,1.01,1.12
"SPO0945",1.04,1.1,1.02,1.08
"SPO0946",0.9,0.76,0.77,0.71
"SPO0947",NA,NA,NA,NA
"SPO0948",0.87,1.1,0.96,1.15
"SPO0949",0.91,1.01,0.94,0.99
"SPO0950",0.88,0.81,0.84,0.91
"SPO0951",1.16,0.93,0.95,1.1
"SPO0952",0.83,1.14,0.88,1.11
"SPO0953",0.99,0.96,1.03,1.06
"SPO0954",0.8,1.25,1.12,0.89
"SPO0955",1.01,1.03,0.95,0.94
"SPO0956",NA,NA,NA,NA
"SPO0957",1.1,1.13,1.05,1.02
"SPO0958",1.02,0.9,0.79,1.04
"SPO0959",0.92,1.03,1.04,0.86
"SPO0960",1.32,1.89,1.03,1.02
"SPO0961",1.1,NA,NA,NA
"SPO0962",0,NA,0,0
"SPO0963",NA,NA,NA,NA
"SPO0964",1.04,0.95,1,0.9
"SPO0965",1.24,0.89,1.01,0.97
"SPO0966",0.94,1.03,0.88,0.95
"SPO0967",0.93,0.92,0.95,1.01
"SPO0968",0.94,1.03,1.06,0.96
"SPO0970",0.93,0.9,0.94,0.94
"SPO0971",0.98,0.93,1.03,0.96
"SPO0972",1,0.83,0.97,1
"SPO0973",NA,1,0.82,0.89
"SPO0974",1,0.92,0.87,0.98
"SPO0975",1.01,1.07,1.03,0.89
"SPO0976",1.02,1.08,0.9,1.04
"SPO0977",1.04,1.15,1.04,0.99
"SPO0978",0.92,0.96,1.05,0.91
"SPO0979",NA,NA,NA,NA
"SPO0980",1.27,1.15,1.04,1.11
"SPO0981",0.77,0.93,1.13,0.85
"SPO0982",1.15,1.14,0.71,0.9
"SPO0983",1,0.89,0.86,0.92
"SPO0984",0.77,0.83,0.89,0.94
"SPO0985",0.69,0.77,0.74,0.88
"SPO0986",0.85,1,0.93,0.93
"SPO0987",0.96,0.96,0.84,0.62
"SPO0988",0.92,0.93,0.94,0.91
"SPO0989",1.06,1.03,0.98,1.12
"SPO0990",0.91,1.07,0.97,1.05
"SPO0991",0.79,1.08,0.97,1.03
"SPO0992",0.82,1.09,1.01,0.26
"SPO0993",0.53,0.95,0.92,0.96
"SPO0994",NA,NA,NA,NA
"SPO0995",0.92,1.1,1.27,0
"SPO0996",0.98,1.07,1.02,0.97
"SPO0997",1.07,1.01,0.97,0.97
"SPO0998",0.94,0.96,0.99,0.88
"SPO0999",0.99,0.97,1.03,0.97
"SPO1000",0.95,0.93,0.95,1.03
"SPO1001",0.86,0.7,0.77,1.07
"SPO1002",0.9,0.9,0.96,1.03
"SPO1003",0,0.88,0,0
"SPO1004",0,0.46,0,0
"SPO1005",0.93,0.97,1,1.01
"SPO1006",1.03,0.93,1.01,0.91
"SPO1007",1.11,1.05,1.02,1.01
"SPO1008",1.25,1.11,1.16,1.12
"SPO1009",1.04,0.99,0.92,0.88
"SPO1010",NA,NA,NA,NA
"SPO1011",NA,NA,NA,NA
"SPO1012",0.85,0.91,0.97,0.83
"SPO1013",0.83,1.12,1.02,0.94
"SPO1014",0.92,0.94,0.86,0.84
"SPO1015",0.95,0.87,0.98,0.91
"SPO1016",0.87,0.98,1,0.84
"SPO1017",0.97,1.15,1.01,0.74
"SPO1018",1.11,0.91,0.92,0.91
"SPO1019",NA,NA,NA,0.9
"SPO1020",0.95,0.95,0.99,0.82
"SPO1021",0.91,1.01,0.92,1.03
"SPO1022",1.16,1.15,1.04,1.01
"SPO1024",1.04,0.81,0.91,1.13
"SPO1025",0.91,0.89,0.96,0.88
"SPO1026",1.09,0.97,0.99,0.91
"SPO1027",0.98,1,0.96,0.9
"SPO1028",1.01,1.14,0.95,1.17
"SPO1029",1.05,1.02,1.04,1.05
"SPO1030",1.01,0.96,0.88,1.05
"SPO1031",1.03,0.88,0.97,1.02
"SPO1032",1.17,0.74,0.96,0.84
"SPO1033",0.94,0,NA,NA
"SPO1034",1.01,1.04,1.05,1
"SPO1036",0.94,1.03,0.99,0.95
"SPO1037",0.98,0.98,0.93,0.98
"SPO1038",1.03,0.77,1.27,NA
"SPO1039",0.9,0.95,0.9,1.01
"SPO1040",1.1,1.06,0.95,0.79
"SPO1041",0.71,1.09,0.86,0.93
"SPO1042",0.9,0.77,1.03,0.9
"SPO1043",0.73,0.61,1.03,0.82
"SPO1044",0.91,0.83,0.85,0.82
"SPO1044a",0.91,0.94,1.09,0.91
"SPO1045",1.02,1,1.01,1.03
"SPO1046",1.01,1.01,0.98,0.98
"SPO1047",1,1,0.98,0.98
"SPO1048",1,0.94,0.97,0.94
"SPO1049",NA,NA,1.03,NA
"SPO1050",1.03,1,1.03,1.01
"SPO1051",0.95,1.06,0.96,0.82
"SPO1052",0.95,1.02,0.96,1
"SPO1053",1,1.05,1.06,0.97
"SPO1054",0.87,0.89,0.86,1.26
"SPO1055",1.04,1.01,1.01,1.02
"SPO1056",0.96,0.87,0.96,1.05
"SPO1057",0.87,1.03,1.07,0.94
"SPO1058",1.01,0.88,1.05,0.94
"SPO1059",1,0.9,1.04,1.03
"SPO1060",0.91,1,0.93,0.95
"SPO1061",0.91,0.97,1.04,0.95
"SPO1062",0.74,0.99,0.96,0.97
"SPO1063",0.78,1.03,1.02,0.9
"SPO1064",1.06,0.99,1.04,0.97
"SPO1065",0.96,1.08,0.85,0.98
"SPO1066",0.99,0.99,1.11,0.98
"SPO1067",0.97,1.06,0.94,0.93
"SPO1068",0.77,0.99,0.81,1.04
"SPO1069",0.83,1.1,1.06,1.05
"SPO1070",0.88,0.99,0.94,0.98
"SPO1071",1.03,0.96,1.02,0.94
"SPO1072",0.89,1.28,0.71,0.76
"SPO1073",0.8,0.94,1.15,1.11
"SPO1074",1,1.06,1.14,0.95
"SPO1075",NA,NA,0.98,NA
"SPO1076",0.88,1.02,0.98,0.99
"SPO1077",1.09,1.06,1.02,0.94
"SPO1078",0.58,1.01,1.07,0.94
"SPO1079",0.79,NA,0.67,0.93
"SPO1080",1.05,1.05,1.1,1.04
"SPO1081",0.93,1.01,1.06,0.94
"SPO1082",NA,NA,1,0.75
"SPO1083",1.07,1,0.98,1.02
"SPO1084",0.98,1.68,1.03,1.13
"SPO1085",0.77,0.88,0.93,1.02
"SPO1086",1.05,1.18,1,1.04
"SPO1087",1.07,0.93,0.99,0.91
"SPO1088",0.99,0.94,1,1.06
"SPO1089",0.93,1.05,0.96,0.95
"SPO1090",0.98,1,1.03,1.01
"SPO1091",0.62,0.82,NA,1.19
"SPO1092",0.97,0.95,0.95,0.9
"SPO1093",0.95,0.93,0.99,0.89
"SPO1094",0,0,0,0
"SPO1094a",1.02,1.04,1.04,0.98
"SPO1095",0.94,0.9,1.06,1
"SPO1096",NA,NA,NA,NA
"SPO1097",0.79,0.92,0.62,0.72
"SPO1098",0.83,0.84,0.94,0.86
"SPO1099",NA,NA,NA,NA
"SPO1101",0,0,0.26,0.59
"SPO1102",NA,0.83,NA,NA
"SPO1103",0.92,1.12,0.97,0.88
"SPO1104",0.94,1.23,1.04,1.03
"SPO1105",NA,NA,NA,NA
"SPO1106",0.92,0.87,1.07,1.17
"SPO1107",0.87,1.03,0.98,0.95
"SPO1108",1.14,1.07,1.01,0.97
"SPO1109",0.94,1.01,1.04,0.84
"SPO1110",1.04,1.03,1.04,0.98
"SPO1111",1.25,0.92,1.02,1.06
"SPO1112",1.02,0.92,1.03,0.9
"SPO1113",0.99,1.07,0.99,1.01
"SPO1114",1,0.94,1.02,1.04
"SPO1115",0.96,1.03,0.96,0.99
"SPO1116",1,1.02,1.02,0.99
"SPO1117",0.69,0.58,0.38,0.42
"SPO1118",NA,NA,NA,NA
"SPO1119",1,1.12,1.13,1.02
"SPO1120",1.03,0.75,0.91,0.77
"SPO1121",NA,NA,NA,NA
"SPO1122",1.08,1.02,0.97,1.22
"SPO1123",NA,NA,NA,NA
"SPO1124",NA,NA,NA,NA
"SPO1125",0.88,0.76,0.73,1.16
"SPO1126",0.93,1.12,0.96,1.07
"SPO1127",1,1.16,0.78,1.04
"SPO1128",1.08,1.04,1.11,1.09
"SPO1129",0.97,1.08,1,0.97
"SPO1130",0.97,1.24,1.11,0.81
"SPO1131",0.89,1.08,1,1.03
"SPO1132",0.98,1.05,0.99,1.02
"SPO1133",1.04,0.93,0.98,0.93
"SPO1134",1.11,0.97,0.88,0.98
"SPO1135",1.04,0.88,0.89,0.97
"SPO1136",0.98,0.84,1.03,0.94
"SPO1137",0.74,0.87,0.96,0.97
"SPO1138",0.87,0.92,0.93,0.95
"SPO1139",1.02,0.91,0.97,0.83
"SPO1140",0.89,0.87,0.95,1.07
"SPO1141",0.9,0.94,0.94,0.68
"SPO1142",1,0.91,0.88,0.9
"SPO1143",0.96,1.02,1.01,0.91
"SPO1144",1.13,0.92,0.92,0.96
"SPO1145",1.08,1.04,0.95,1
"SPO1146",1.02,0.96,0.97,1.03
"SPO1147",0.92,0.85,1.01,0.96
"SPO1148",1.08,1.08,1.04,0.94
"SPO1150",0.96,1.35,1.08,1
"SPO1151",NA,NA,0.97,NA
"SPO1152",0.94,1.03,1.06,0.91
"SPO1153",0.96,0.95,0.94,1.06
"SPO1154",1.02,1.11,0.95,1.02
"SPO1155",0,0,0,0
"SPO1156",1.72,NA,NA,NA
"SPO1157",NA,NA,NA,NA
"SPO1158",NA,NA,NA,NA
"SPO1159",0.89,1.08,0.81,0.92
"SPO1160",0.9,0.96,0.97,0.95
"SPO1161",1.04,1.06,0.99,0.99
"SPO1162",NA,NA,NA,NA
"SPO1163",NA,NA,NA,NA
"SPO1164",0.85,0.9,1,1.08
"SPO1165",1.09,1.08,0.88,0.96
"SPO1166",0.98,0.95,1.02,1.07
"SPO1168",0,1.14,0.94,NA
"SPO1171",0.95,1,0.97,0.97
"SPO1172",0.93,1.04,1,1.05
"SPO1173",1.08,0.8,0.94,1.16
"SPO1174",0.87,1.07,0.94,0.92
"SPO1175",0.93,0.92,1.12,0.98
"SPO1176",1.02,0.9,0.92,0.91
"SPO1177",NA,NA,NA,NA
"SPO1178",NA,NA,NA,NA
"SPO1179",NA,NA,NA,NA
"SPO1180",NA,NA,NA,NA
"SPO1181",NA,0.92,NA,NA
"SPO1182",NA,NA,NA,NA
"SPO1183",NA,NA,NA,NA
"SPO1184",NA,NA,NA,NA
"SPO1185",1,1.02,0.99,0.99
"SPO1186",0.87,0.83,0.82,0.82
"SPO1187",NA,NA,NA,NA
"SPO1188",1.04,0.92,0.92,1.06
"SPO1189",0.91,1.19,1.16,1.26
"SPO1190",1.11,NA,1.1,0.68
"SPO1191",0.67,NA,0.7,1.14
"SPO1192",NA,0.86,1.06,0
"SPO1193",NA,NA,NA,NA
"SPO1194",NA,0.97,NA,NA
"SPO1195",NA,NA,NA,NA
"SPO1196",NA,NA,NA,NA
"SPO1197",0.94,1.1,1.01,0.9
"SPO1198",NA,NA,NA,NA
"SPO1199",1.3,0.87,0.91,1.54
"SPO1200",NA,NA,NA,NA
"SPO1201",NA,NA,NA,NA
"SPO1202",NA,NA,NA,NA
"SPO1203",NA,NA,NA,NA
"SPO1204",0.96,0.9,0.98,0.52
"SPO1205",NA,NA,NA,NA
"SPO1206",0.99,0.98,0.7,0.98
"SPO1207",1.01,1.01,0.97,1
"SPO1208",NA,0.83,NA,0.88
"SPO1209",1.03,1.01,0.99,0.97
"SPO1210",0.97,1.06,0.99,1.05
"SPO1211",1.08,1.03,1.06,1
"SPO1212",1.06,1.07,0.96,1
"SPO1213",0.9,0.89,0.92,0.91
"SPO1214",0.97,0.98,0.99,0.99
"SPO1215",1.12,0.97,1.03,0.99
"SPO1216",0.95,0.97,0.85,0.88
"SPO1217",0.86,0.76,0.96,0.61
"SPO1218",0.87,0.94,0.91,0.96
"SPO1219",1.04,1.05,1.04,1.06
"SPO1220",0.93,0.95,0.96,1
"SPO1221",0.97,1,0.99,1.01
"SPO1222",0.95,0.93,0.93,0.92
"SPO1223",1.12,0.9,0.83,0.79
"SPO1224",1.01,0.82,0.86,0.96
"SPO1225",0.8,1.23,0.84,0.84
"SPO1226",0.97,0.99,0.94,0.88
"SPO1226a",0.97,0.93,0.98,1.01
"SPO1227",0.95,0.97,1,0.93
"SPO1228",0.9,0.95,0.91,0.96
"SPO1229",0.91,0.95,0.93,0.89
"SPO1230",0.92,0.93,1,0.94
"SPO1231",0.88,0.96,0.95,0.96
"SPO1232",0.89,0.94,0.9,0.87
"SPO1233",0.92,0.92,0.94,0.93
"SPO1234",1.03,0.98,1,0.97
"SPO1235",0.98,0.99,0.97,0.98
"SPO1236",1.04,0.96,0.95,0.99
"SPO1237",0.93,0.97,0.94,0.96
"SPO1239",NA,NA,NA,NA
"SPO1240",0.55,0.52,0.62,0.66
"SPO1241",1.11,1.07,1.03,1.05
"SPO1242",NA,NA,NA,NA
"SPO1243",1.28,0.93,0.93,0.89
"SPO1244",1.13,0.89,0.99,1.32
"SPO1245",1.06,1.07,0.99,1.06
"SPO1246",0.63,0.78,0.66,0.62
"SPO1247",0.86,0.94,0.92,0.86
"SPO1249",1.08,1.06,1.01,1.03
"SPO1250",1.16,1.29,1.19,0.93
"SPO1251",0.8,0.95,1.02,1.05
"SPO1252a",1.11,1.07,1.04,1
"SPO1253",NA,NA,NA,NA
"SPO1254",0.99,1.1,1.21,0.95
"SPO1255",1.08,1.15,1.08,0.82
"SPO1256",1.07,0.86,0.97,0.89
"SPO1257",0.92,1,1.01,0.97
"SPO1258",NA,NA,NA,NA
"SPO1259",0.91,1.02,1.03,1.02
"SPO1260",1.08,0.96,0.97,1.02
"SPO1261",0.94,NA,NA,NA
"SPO1262",0.92,0.91,1.01,1.04
"SPO1263",1.12,1.12,0.84,1.05
"SPO1264",0.89,0.96,0.99,1.01
"SPO1265",0.9,NA,NA,0.88
"SPO1267",NA,1.02,NA,NA
"SPO1268",1.3,1,0.95,0.99
"SPO1269",NA,NA,NA,NA
"SPO1270",0,NA,1.03,1.01
"SPO1271",1.09,1.04,0.96,1.01
"SPO1272",1.05,1,1.07,1.06
"SPO1274",0.96,1,1.04,1.04
"SPO1275",0.95,1.15,0.91,1.15
"SPO1276",NA,0.79,1.02,0.78
"SPO1277",0.96,0.99,1.01,1.06
"SPO1278",1.33,0.33,1.06,1.18
"SPO1279",1.13,1.33,1.1,0.72
"SPO1280",1,1.12,0.99,1.05
"SPO1281",NA,NA,NA,NA
"SPO1282",NA,NA,NA,NA
"SPO1283",NA,NA,NA,NA
"SPO1284",1.06,1.07,1.03,1.04
"SPO1285",0.79,1.17,0.99,0.82
"SPO1286",0.84,1.08,0.9,0.94
"SPO1287",0.98,0.81,0.78,0.85
"SPO1288",0.85,0.97,0.95,0.8
"SPO1289",0.96,1.08,1.01,0.98
"SPO1290",0.87,0.92,1.16,1.14
"SPO1291",0.96,1.08,0.96,1.01
"SPO1292",NA,0,0.71,0.85
"SPO1293",0.91,1.09,0.96,0.88
"SPO1294",0.86,0.9,0.82,0.89
"SPO1295",1.03,1.04,1.01,1
"SPO1298",1.07,1,1.02,1.06
"SPO1299",0.91,0.95,1.01,1.04
"SPO1300",1.08,1,0.97,1
"SPO1301",1.02,0.88,0.97,1.04
"SPO1302",0.91,0.99,1.07,0.96
"SPO1303",1.04,1.15,1.11,0.88
"SPO1304",0.97,0.92,1.02,0.99
"SPO1305",0.96,0.9,0.92,0.98
"SPO1306",1.06,1.06,1.06,0.89
"SPO1307",1.09,0.97,0.93,1.04
"SPO1308",1.07,1.02,0.96,1.05
"SPO1309",1.03,1.22,0.84,0.85
"SPO1310",1.15,0.88,1.11,1
"SPO1310a",0.8,NA,0.87,0.79
"SPO1311",0.97,1.04,1.12,0.88
"SPO1312",0,NA,0,1.26
"SPO1313",NA,NA,NA,NA
"SPO1314",1.03,1.02,1.08,1.12
"SPO1315",1.15,1.1,1.05,1.07
"SPO1316",1.35,1,0.92,1.07
"SPO1318",0,0,0,0.44
