"spo","meanW","semW"
"SPO2202",0.993,0.019
"SPO2203",1.025,0.014
"SPO2204",0,0
"SPO2205",0.978,0.043
"SPO2206",0.981,0.083
"SPO2207",0.897,0.042
"SPO2208",0.953,0.029
"SPO2209",0.994,0.039
"SPO2210",0.985,0.003
"SPO2211",1.022,0.021
"SPO2212",0.994,0.056
"SPO2213",1.035,0.04
"SPO2213a",0.957,0.021
"SPO2214",0.987,0.049
"SPO2215",0.882,0.055
"SPO2218",1.055,0.019
"SPO2219",0.927,0.078
"SPO2220",0.939,0.031
"SPO2221",0.927,0.052
"SPO2222",0.787,0.077
"SPO2223",0.9,0.111
"SPO2224",1.06,0.04
"SPO2225",0.974,0.041
"SPO2226",0.941,0.025
"SPO2227",0.898,0.113
"SPO2228",1.052,0.055
"SPO2229",0.923,0.019
"SPO2230",1.135,0.056
"SPO2231",1.044,0.104
"SPO2232",1.01,0.073
"SPO2233",1.029,0.026
"SPO2234",1.16,0.041
"SPO2235",0.409,0.236
"SPO2237",1.163,0.071
"SPO2238",1.158,0.073
"SPO2240",0.385,0.223
"SPO2241",0.394,0.158
"SPO2242",0.63,0.065
"SPO2243",0.97,0.019
"SPO2244",0.966,0.012
"SPO2245",0.935,0.013
"SPO2246",1.069,0.038
"SPO2248",0.535,0.312
"SPO2249",0.888,0.065
"SPO2250",1.028,0.022
"SPO2251",0.829,0.281
"SPO2252",1.011,0.037
"SPO2253",0.78,0.121
"SPO2255",0.502,0.292
"SPO2257",0.754,0.28
"SPO2260",1.205,0.091
"SPO2261",1.006,0.226
"SPO2262",1.411,NA
"SPO2264",1.061,0.03
"SPO2266",1.048,0.06
"SPO2267",0.989,0.086
"SPO2268",0.947,0.084
"SPO2269",1.014,0.028
"SPO2270",1.13,0.015
"SPO2272",0.896,0.006
"SPO2273",0.943,0.036
"SPO2277",0.923,0.041
"SPO2278",0.979,0.01
"SPO2279",0.953,0.031
"SPO2280",0.973,0.073
"SPO2283",0.994,0.047
"SPO2284",1,0.043
"SPO2285",1.041,0.035
"SPO2286",1.062,0.026
"SPO2287",1.096,0.012
"SPO2288",1.036,0.015
"SPO2289",1.041,0.045
"SPO2290",1.033,0.014
"SPO2292",0.959,0.058
"SPO2293",0.976,0.019
"SPO2296",0.957,0.083
"SPO2297",1.042,0.035
"SPO2298",1.01,0.029
"SPO2299",1.02,0.041
"SPO2301",1.006,0.078
"SPO2302",1.067,0.032
"SPO2303",0.838,NA
"SPO2304",1.004,0.15
"SPO2306",1.43,0.076
"SPO2307",1.077,0.054
"SPO2308",0.94,0.101
"SPO2309",0.911,0.05
"SPO2310",0,NA
"SPO2311",0,NA
"SPO2313",0.83,0.094
"SPO2318",0.938,0.051
"SPO2319",0.997,0.039
"SPO2323",1.052,0.029
"SPO2324",0.602,0.301
"SPO2326",0.938,0.099
"SPO2327",0.905,0.024
"SPO2330",0.882,0.301
"SPO2331",1.09,0.031
"SPO2332",1.038,0.022
"SPO2333",1.126,0.045
"SPO2334",1.041,0.052
"SPO2335",0.956,0.037
"SPO2336",0.971,0.068
"SPO2337",1.065,0.024
"SPO2338",1.035,0.041
"SPO2339",0.942,0.041
"SPO2340",0.728,0.045
"SPO2341",1.035,0.045
"SPO2341a",0.842,0.088
"SPO2342",1.012,0.02
"SPO2343",0.98,0.011
"SPO2344",1.037,0.023
"SPO2345",1.087,0.031
"SPO2346",0.98,0.05
"SPO2347",1.106,0.047
"SPO2348",1.053,0.066
"SPO2349",0.547,0.283
"SPO2350",0.767,0.12
"SPO2351",1.103,0.071
"SPO2352",0.913,0.031
"SPO2353",0.936,0.028
"SPO2354",0.717,0.07
"SPO2355",0.868,0.032
"SPO2356",1.049,0.067
"SPO2357",0.421,0.236
"SPO2358",1,0.004
"SPO2359",0.848,0.047
"SPO2361",1.001,0.035
"SPO2363",0.947,0.102
"SPO2364",1.035,0.069
"SPO2365",0.934,0.046
"SPO2366",0.957,0.037
"SPO2367",0.814,0.099
"SPO2368",0.978,0.036
"SPO2369",0.915,0.054
"SPO2370",1.041,0.022
"SPO2371",1.056,0.06
"SPO2372",0.98,0.035
"SPO2373",0.873,0.067
"SPO2374",0.959,0.015
"SPO2377",0.909,0.055
"SPO2378",0.922,0.024
"SPO2380",0.916,0.02
"SPO2381",0.892,0.067
"SPO2382",0.929,0.065
"SPO2383",1.188,0.116
"SPO2384",0.968,0.018
"SPO2385",0.984,0.02
"SPO2386",0.847,0.153
"SPO2387",1.003,0.029
"SPO2388",0.828,0.026
"SPO2389",1,0.033
"SPO2390",0.962,0.044
"SPO2392",0.828,0.106
"SPO2393",0.957,0.088
"SPO2394",0.958,0.081
"SPO2395",1.015,0.177
"SPO2396",0.895,0.056
"SPO2397",0.997,0.04
"SPO2398",0.85,0.053
"SPO2399",0.879,0.052
"SPO2400",0.964,0.034
"SPO2401",0.936,0.011
"SPO2403",0.916,0.089
"SPO2405",0.994,0.074
"SPO2406",0.938,0.045
"SPO2407",1.066,0.169
"SPO2408",0.505,0.311
"SPO2409",0.938,0.093
"SPO2410",0.958,0.036
"SPO2411",1.049,0.043
"SPO2412",0.608,0.31
"SPO2413",0.984,0.087
"SPO2414",0.941,0.034
"SPO2416",0.953,0.091
"SPO2418",0.898,0.085
"SPO2419",0.952,0.016
"SPO2420",1.058,0.105
"SPO2422",1.198,0.089
"SPO2423",1.034,0.014
"SPO2424",0.992,0.093
"SPO2425",1.296,0.045
"SPO2426",0.901,0.102
"SPO2428",0.845,0.048
"SPO2429",0.941,0.099
"SPO2430",0.945,0.026
"SPO2431",0.939,0.111
"SPO2432",0.96,0.15
"SPO2433",0.917,0.084
"SPO2434",0.891,0.02
"SPO2435",0.957,0.027
"SPO2436",0.909,0.046
"SPO2437",1.111,0.128
"SPO2438",1.054,0.145
"SPO2439",0.958,0.052
"SPO2440",1.089,0.095
"SPO2441",0.948,0.032
"SPO2442",0.897,0.021
"SPO2443",0.836,0.063
"SPO2445",1.002,0.065
"SPO2446",0.987,0.025
"SPO2447",0.696,0.287
"SPO2448",1.037,0.019
"SPO2449",1.079,0.043
"SPO2450",1.073,0.07
"SPO2451",1.046,0.083
"SPO2452",0.75,0.375
"SPO2453",1.061,0.029
"SPO2458",0.749,0.11
"SPO2460",0,0
"SPO2464",0.966,0.011
"SPO2465",0.753,0.252
"SPO2466",1.043,0.05
"SPO2467",1.004,0.06
"SPO2468",1.071,0.051
"SPO2469",1.041,0.051
"SPO2473",0.95,0.062
"SPO2474",0.489,0.034
"SPO2475",1.081,0.127
"SPO2476",0.634,0.264
"SPO2477",0.711,0.244
"SPO2478",1.104,0.013
"SPO2479",0.749,0.387
"SPO2480",0.976,0.05
"SPO2481",0.795,0.205
"SPO2483",1.03,0.071
"SPO2486",0.895,0.113
"SPO2487",1.04,0.025
"SPO2488",1.007,0.045
"SPO2489",0.907,0.067
"SPO2490",1.12,NA
"SPO2491",0.995,0.04
"SPO2494",0.932,NA
"SPO2496",0.913,0.128
"SPO2498",0.952,0.027
"SPO2499",0.533,0.316
"SPO2500",1.014,0.019
"SPO2501",1.013,0.037
"SPO2502",0.624,0.227
"SPO2505",1.035,0.051
"SPO2506",0.455,0.264
"SPO2507",0.946,0.036
"SPO2508",0.963,0.022
"SPO2509",0.941,0.077
"SPO2511",0,0
"SPO2512",0.983,0.032
"SPO2513",1.021,0.057
"SPO2514",0.985,0.111
"SPO2515",0.962,0.058
"SPO2516",1.026,0.086
"SPO2518",0.963,0.03
"SPO2520",0.97,0.066
"SPO2521",1.027,0.027
"SPO2522",0.435,0.16
"SPO2523",0.927,0.062
"SPO2524",0.796,0.27
"SPO2526",1.065,0.053
"SPO2527",0.974,0.027
"SPO2528",1.012,0.023
"SPO2529",0.933,0.062
"SPO2530",0.419,0.246
"SPO2531",0.955,0.032
"SPO2532",0.777,0.155
"SPO2534",0.864,0.033
"SPO2535",1.104,0.055
"SPO2536",1.02,0.01
"SPO2537",0.98,0.044
"SPO2538",0.978,0.065
"SPO2539",0.916,0.146
"SPO2540",0.677,0.245
"SPO2541",0.871,0.085
"SPO2542",0.999,NA
"SPO2543",1.072,0.027
"SPO2544",0.962,0.04
"SPO2545",0.959,0.104
"SPO2546",1.092,0.061
"SPO2547",0.642,0.224
"SPO2548",0.934,0.03
"SPO2549",0.852,0.04
"SPO2550",0.969,0.033
"SPO2551",0.961,0.043
"SPO2552",0.98,0.036
"SPO2553",0.993,0.033
"SPO2554",1.11,0.04
"SPO2555",0.911,0.087
"SPO2556",0.86,0.067
"SPO2559",0.843,0.025
"SPO2560",0.934,0.009
"SPO2561",0.952,0.037
"SPO2562",0.909,0.044
"SPO2563",0.851,0.135
"SPO2564",1.141,0.049
"SPO2565",1,0.033
"SPO2566",0.93,0.029
"SPO2567",1.036,0.164
"SPO2568",1.069,0.048
"SPO2569",0.914,0.07
"SPO2570",0.574,0.574
"SPO2571",0.97,0.015
"SPO2572",0.954,0.063
"SPO2573",1.19,0.028
"SPO2574",0.942,0.05
"SPO2575",1.053,0.015
"SPO2576",1.18,0.068
"SPO2577",1.092,0.064
"SPO2578",0.123,0.083
"SPO2579",1.002,0.011
"SPO2580",1.184,0.025
"SPO2581",1.156,0.037
"SPO2582",1.023,0.039
"SPO2583",1.047,0.018
"SPO2584",0.911,0.07
"SPO2586",1.042,0.027
"SPO2587",1.022,0.137
"SPO2588",0.984,0.099
"SPO2589",0.862,0.079
"SPO2590",0.95,0.112
"SPO2591",1.089,0.03
"SPO2592",1.023,0.101
"SPO2597",1.093,0.16
"SPO2598",0.975,0.063
"SPO2601",1.001,0.128
"SPO2602",0.721,0.275
"SPO2603",1.056,0.061
"SPO2604",1.074,0.051
"SPO2605",0.991,0.025
"SPO2606",0.895,0.06
"SPO2607",1.033,0.048
"SPO2608",0.958,0.02
"SPO2609",1.009,0.025
"SPO2610",1.046,0.031
"SPO2612",1.056,0.03
"SPO2613",0.796,0.071
"SPO2614",1.071,0.057
"SPO2615",0.998,0.015
"SPO2616",0.82,0.086
"SPO2617",1.027,0.021
"SPO2621",0,NA
"SPO2622",1.078,0.053
"SPO2623",0.913,0.043
"SPO2624",1.003,0.136
"SPO2625",1.016,0.417
"SPO2626",1.046,0.034
"SPO2627",0.672,0.229
"SPO2628",0.913,0.037
"SPO2629",1.08,0.082
"SPO2630",1.072,0.018
"SPO2632",0.366,0.083
"SPO2633",0.714,0.238
"SPO2634",0.592,0.086
"SPO2635",0.518,0.181
"SPO2639",0.938,0.066
"SPO2640",0.927,0.077
"SPO2641",1.007,0.051
"SPO2642",0.706,0.101
"SPO2643",1.318,0.319
"SPO2644",0.786,0.082
"SPO2645",0.911,0.19
"SPO2646",1.007,0.045
"SPO2647",0.982,0.041
"SPO2648",0.485,0.485
"SPO2649",1.018,0.022
"SPO2650",1.005,0.095
"SPO2651",1.006,0.05
"SPO2652",0.912,0.089
"SPO2652a",0.971,0.025
"SPO2653",0.343,0.217
"SPO2654",0.734,0.04
"SPO2656",1.017,0.021
"SPO2657",0.807,0.193
"SPO2658",1.071,0.072
"SPO2659",0.862,NA
"SPO2661",1.008,0.06
"SPO2662",0.772,0.137
"SPO2663",0.7,0.233
"SPO2664",0.952,0.033
"SPO2665",0.874,0.174
"SPO2666",0.668,0.053
"SPO2667",0.902,0.025
"SPO2668",0.987,0.052
"SPO2669",1.01,0.044
"SPO2670",1,0.029
"SPO2671",0.939,0.065
"SPO2673",0.973,0.042
"SPO2674",1.007,0.03
"SPO2675",1.009,0.023
"SPO2677",0.568,0.104
"SPO2679",0.714,0.366
"SPO2680",1.333,0.056
"SPO2681",0.837,0.079
"SPO2685",0.639,0.322
"SPO2687",0,0
"SPO2688",0.914,0.079
"SPO2690",0.976,0.036
"SPO2691",0.888,0.02
"SPO2692",0.937,0.041
"SPO2693",0.889,0.089
"SPO2694",0.534,0.271
"SPO2695",0.677,0.228
"SPO2696",0.993,0.019
"SPO2697",0.926,0.059
"SPO2698",0.762,0.083
"SPO2699",0.632,0.321
"SPO2700",0.629,0.254
"SPO2701",0.962,0.029
"SPO2702",0.618,0.314
"SPO2703",1.048,0.064
"SPO2704",1.018,0.053
"SPO2707",1.125,0.099
"SPO2708",0.959,0.082
"SPO2709",0.803,0.288
"SPO2710",1.031,0.079
"SPO2711",0.963,0.031
"SPO2712",0.333,0.333
"SPO2713",0.819,0.125
"SPO2714",0.824,0.089
"SPO2715",0.989,0.054
"SPO2716",0.961,0.011
"SPO2717",0.919,0.056
"SPO2718",0.862,0.159
"SPO2719",1.158,0.081
"SPO2720",0.957,0.033
"SPO2721",1.063,0.127
"SPO2722",0.983,0.116
"SPO2723",0.978,0.023
"SPO2724",0,NA
"SPO2726",1.014,0.005
"SPO2731",0.947,0.021
"SPO2733",0.98,0.004
"SPO2734",1.004,0.01
"SPO2735",0.952,0.021
"SPO2736",0.969,0.059
"SPO2738",1.07,0.079
"SPO2739",0,NA
"SPO2742",0.905,0.081
"SPO2743",0.898,0.071
"SPO2744",0.906,0.053
"SPO2746",1.061,0.024
"SPO2747",0.935,0.077
"SPO2748",0.925,0.019
"SPO2749",0.5,0.5
"SPO2750",1.039,0.034
"SPO2751",1.099,0.042
"SPO2752",0.988,0.071
"SPO2753",0.926,0.038
"SPO2755",0.496,0.208
"SPO2756",1.011,0.075
"SPO2757",1.02,0.061
"SPO2758",1.082,0.058
"SPO2759",1.089,0.107
"SPO2760",1.01,0.018
"SPO2763",0,NA
"SPO2768",0.518,0.211
"SPO2769",0.484,0.283
"SPO2771",0.449,0.259
"SPO2773",1.199,0.055
"SPO2775",1.005,0.104
"SPO2780",1.041,0.05
"SPO2787",0.444,0.257
"SPO2788",0.894,0.121
"SPO2789",0.954,0.035
"SPO2790",0.937,0.027
"SPO2791",1.027,0.036
"SPO2792",1.04,0.053
"SPO2793",1.064,0.029
"SPO2795",0.786,0.07
"SPO2796",1.002,0.048
"SPO2799",0.418,0.418
"SPO2801",1.044,0.049
"SPO2802",0.978,0.061
"SPO2803",0.844,0.123
"SPO2804",1.053,0.087
"SPO2805",0.965,0.038
"SPO2806",0.983,0.029
"SPO2807",0.973,0.054
"SPO2808",1.094,0.047
"SPO2809",0.945,0.067
"SPO2810",1.044,0.037
"SPO2811",1.179,0.055
"SPO2812",1.027,0.031
"SPO2813",1.04,0.019
"SPO2814",0.996,0.047
"SPO2815",1.007,0.04
"SPO2816",1.035,0.025
"SPO2817",1.134,0.033
"SPO2818",0.959,0.012
"SPO2819",1.042,0.024
"SPO2820",1.069,0.034
"SPO2821",1.03,0.031
"SPO2822",0.918,0.006
"SPO2823",1.041,0.076
"SPO2824",0.937,0.028
"SPO2825",1.037,0.04
"SPO2826",0.994,0.041
"SPO2827",0.977,0.024
"SPO2828",0.997,0.045
"SPO2829",0.97,0.03
"SPO2830",0.938,0.049
"SPO2831",0.92,0.014
"SPO2832",0.921,0.079
"SPO2833",1.063,0.029
"SPO2834",0.884,0.076
"SPO2835",0.89,0.056
"SPO2836",1.005,0.027
"SPO2837",1.041,0.035
"SPO2839",1.026,0.041
"SPO2840",0.445,0.223
"SPO2841",0.963,0.039
"SPO2842",1.044,0.058
"SPO2843",0.356,0.356
"SPO2845",0.968,0.048
"SPO2846",0.821,0.129
"SPO2848",1.064,0.016
"SPO2849",1.085,NA
"SPO2850",0.367,0.367
"SPO2851",0.999,0.044
"SPO2852",0.975,0.027
"SPO2854",1.126,0.066
"SPO2855",0.604,0.202
"SPO2857",0.924,0.016
"SPO2858",0.986,0.028
"SPO2859",0.745,0.25
"SPO2860",1.069,0.046
"SPO2862",0.975,NA
"SPO2870",0.493,0.493
"SPO2871",1.03,0.06
"SPO2873",0.997,0.066
"SPO2874",0.975,NA
"SPO2877",1.052,0.101
"SPO2878",0.601,NA
"SPO2879",1.059,0.06
"SPO2880",0.596,0.208
"SPO2881",0.945,0.031
"SPO2882",0.522,0.176
"SPO2883",1.045,0.072
"SPO2885",0.886,0.061
"SPO2886",0.927,0.066
"SPO2887",1.016,0.035
"SPO2888",1.038,0.028
"SPO2889",1.018,0.029
"SPO2890",1.026,0.022
"SPO2891",0.876,0.051
"SPO2893",0.249,0.016
"SPO2894",0.222,0.13
"SPO2895",0.292,0.098
"SPO2897",0.23,0.23
"SPO2899",0.915,0.041
"SPO2900",1.034,0.069
"SPO2901",1.105,NA
"SPO2902",0.807,0.1
"SPO2903",0.983,0.093
"SPO2904",0.991,0.077
"SPO2905",0.562,0.317
"SPO2906",0.92,0.033
"SPO2907",0.375,0.126
"SPO2909",1.127,0.128
"SPO2910",0.992,0.038
"SPO2911",0.866,0.036
"SPO2912",0.672,0.362
"SPO2915",0.917,0.008
"SPO2916",0.932,0.073
"SPO2917",0.659,0.208
"SPO2918",0.847,0.036
"SPO2919",0.867,0.047
"SPO2920",0.888,0.018
"SPO2921",0.912,0.076
"SPO2922",1.057,0.115
"SPO2923",1,0.026
"SPO2924",0.468,0.468
"SPO2925",1.008,0.029
"SPO2926",0.814,0.058
"SPO2927",0.966,0.029
"SPO2928",1.135,0.061
"SPO2929",1.092,0.024
"SPO2930",0.913,0.038
"SPO2931",0.992,0.033
"SPO2932",1.001,0.033
"SPO2933",1.058,0.032
"SPO2934",0.943,0.068
"SPO2935",0.779,0.095
"SPO2936",0.972,0.175
"SPO2937",1,0.049
"SPO2938",0.962,0.026
"SPO2940",1.027,0.015
"SPO2941",0.79,0.115
"SPO2942",0.981,0.127
"SPO2943",1.017,0.064
"SPO2945",0.94,0.035
"SPO2946",0.994,0.028
"SPO2947",0.952,0.028
"SPO2948",0.995,0.033
"SPO2949",1.095,0.056
"SPO2950",0.942,0.025
"SPO2951",1.049,0.009
"SPO2952",0.957,0.038
"SPO2953",0.82,0.038
"SPO2954",0.962,0.055
"SPO2955",1.083,0.055
"SPO2956",0.991,0.019
"SPO2957",0.97,0.016
"SPO2958",0.751,0.032
"SPO2959",1.036,0.026
"SPO2960",0.984,0.039
"SPO2961",1.091,0.03
"SPO2962",0.987,0.14
"SPO2963",0.967,0.032
"SPO2964",1.038,0.017
"SPO2965",1.016,0.045
"SPO2968",1.079,0.025
"SPO2971",0.969,0.056
"SPO2972",0.887,0.053
"SPO2973a",0.955,0.02
"SPO2974",0.96,0.04
"SPO2975",1.01,0.03
"SPO2976",0.955,0.022
"SPO2977",1.002,0.12
"SPO2978",1.004,0.04
"SPO2979",0.891,0.08
"SPO2980",0.848,0.052
"SPO2981",0.928,0.023
"SPO2982",0.854,0.13
"SPO2984",1.034,0.019
"SPO2985",0.998,0.072
"SPO2986",1.079,0.049
"SPO2987",1.017,0.035
"SPO2988",0.974,0.027
"SPO2989",1.034,0.014
"SPO2990",0.99,0.053
"SPO2991",0.911,0.013
"SPO2992",0.917,0.047
"SPO2993",0.788,0.165
"SPO2994",0.988,0.028
"SPO2995",1.079,0.021
"SPO2996",1.015,0.022
"SPO2997",1.016,0.049
"SPO2998",1.009,0.031
"SPO2999",0.908,0.034
"SPO3000",0.964,0.041
"SPO3001",1.046,0.053
"SPO3002",1.054,0.082
"SPO3003",0.984,0.027
"SPO3004",0.721,0.252
"SPO3005",0.856,0.114
"SPO3008",0.636,0.322
"SPO3009",1,0.076
"SPO3010",0.975,0.017
"SPO3011",0.987,0.037
"SPO3013",1.003,0.064
"SPO3014",0.828,0.081
"SPO3015",0.852,0.013
"SPO3016",0.581,0.117
"SPO3017",1.13,0.029
"SPO3018",0.962,0.02
"SPO3019",1.036,0.024
"SPO3020",0.921,0.073
"SPO3021",0.885,0.034
"SPO3024",1.014,0.038
"SPO3025",1.01,0.036
"SPO3026",1.01,0.021
"SPO3027",0.979,0.028
"SPO3029",0.837,0.083
"SPO3030",0.642,0.215
"SPO3031",0.451,0.268
"SPO3032",0.976,0.012
"SPO3033",0.995,0.031
"SPO3034",0.99,0.012
"SPO3036",0.974,0.02
"SPO3037",0.948,0.009
"SPO3038",0.943,0.012
"SPO3039",0.852,0.038
"SPO3040",0.96,0.052
"SPO3041",0.892,0.05
"SPO3042",0.952,0.031
"SPO3043",1.054,0.025
"SPO3044",0.99,0.035
"SPO3045",1.153,0.15
"SPO3046",0.968,0.018
"SPO3047",0.913,0.02
"SPO3048",0.938,0.022
"SPO3049",0.975,0.028
"SPO3050",0.887,0.053
"SPO3051",0.999,0.022
"SPO3052",1.13,0.044
"SPO3053",1.047,0.033
"SPO3054",1.021,0.043
"SPO3055",1.211,0.088
"SPO3056",0.976,0.03
"SPO3057",0.996,0.184
"SPO3058",1.088,0.015
"SPO3059",0.915,0.087
"SPO3060",0.963,0.053
"SPO3062",0.982,0.108
"SPO3063",1.002,0.041
"SPO3065",1.017,0.021
"SPO3066",1.029,0.041
"SPO3068",1.015,0.079
"SPO3069",0.976,0.016
"SPO3070",0.966,0.033
"SPO3072",0.673,0.092
"SPO3073",0.846,0.016
"SPO3074",0.891,0.066
"SPO3075",0.862,0.043
"SPO3076",0.829,0.018
"SPO3077",0.934,0.009
"SPO3078",0.945,0.063
"SPO3079",0.869,0.081
"SPO3081",1.068,0.082
"SPO3084",0.942,0.056
"SPO3085",0,NA
"SPO3086",0.958,0.024
"SPO3087",0.961,0.032
"SPO3088",1,0.015
"SPO3089",0.896,0.074
"SPO3090",1.026,0.019
"SPO3091",0.958,0.027
"SPO3092",0.986,0.017
"SPO3093",0.991,0.044
"SPO3094",0.963,0.011
"SPO3095",0.897,0.032
"SPO3096",1.076,0.004
"SPO3097",0.966,0.011
"SPO3098",1.019,0.045
"SPO3099",1.031,0.046
"SPO3100",1.079,0.023
"SPO3101",1.053,0.032
"SPO3102",0.925,0.126
"SPO3103",1.048,0.017
"SPO3104",1.045,0.048
"SPO3107",0,NA
"SPO3113",1.063,0.035
"SPO3114",0.898,0.038
"SPO3115",0.778,0.098
"SPO3117",0.578,0.578
"SPO3118",0.994,0.027
"SPO3119",0.984,0.041
"SPO3120",1.04,0.055
"SPO3121",1.02,0.033
"SPO3122",1.021,0.037
"SPO3123",0.922,0.129
"SPO3124",1.135,0.089
"SPO3125",0.873,0.033
"SPO3126",0.741,0.048
"SPO3128",0.971,0.02
"SPO3129",0.912,0.066
"SPO3130",0.654,0.15
"SPO3131",1.038,0.091
"SPO3132",0.9,0.16
"SPO3133",0.952,0.065
"SPO3134",0.909,0.013
"SPO3135",0.984,0.046
"SPO3137",1.028,0.031
"SPO3138",0.824,0.102
"SPO3139",0.917,0.028
"SPO3140",1.024,0.049
"SPO3141",1.02,0.027
"SPO3142",1.378,0.129
"SPO3143",0.93,0.095
"SPO3144",0.826,0.077
"SPO3145",0.835,0.092
"SPO3146",0.973,0.062
"SPO3148",1.011,0.023
"SPO3150",1.006,0.047
"SPO3151",0.864,0.048
"SPO3152",1.05,0.022
"SPO3153",0.932,0.048
"SPO3155",0.923,0.041
"SPO3156",1.085,0.052
"SPO3157",1.02,0.049
"SPO3158",1.017,0.024
"SPO3160",0.878,0.065
"SPO3161",0.711,0.237
"SPO3166",0.957,0.005
"SPO3167",0.853,0.042
"SPO3168",0.927,0.043
"SPO3169",0.629,0.027
"SPO3170",1.019,0.064
"SPO3171",0.934,0.024
"SPO3172",0.931,0.036
"SPO3173",0.912,0.016
"SPO3174",1.013,0.03
"SPO3175",1.004,0.017
"SPO3176",1.011,0.015
"SPO3177",0,0
"SPO3178",0.914,0.054
"SPO3179",1.021,0.068
"SPO3180",1.084,0.031
"SPO3182",0.93,0.027
"SPO3183",0.95,0.052
"SPO3184",0.81,0.055
"SPO3185",0.898,0.056
"SPO3186",0.988,0.028
"SPO3187",1.031,0.106
"SPO3188",0.845,0.12
"SPO3189",0.956,0.038
"SPO3190",0.597,0.088
"SPO3191",0.873,0.081
"SPO3192",0.915,0.018
"SPO3193",0.602,NA
"SPO3194",1.009,0.03
"SPO3195",0.986,0.011
"SPO3196",0.981,0.025
"SPO3197",1.079,0.16
"SPO3198",0.966,0.061
"SPO3202",0.823,0.098
"SPO3203",0.708,0.07
"SPO3204",0.848,0.286
"SPO3206",0.906,0.07
"SPO3208",1.005,0.024
"SPO3209",0.968,0.087
"SPO3210",0.463,0.279
"SPO3211",0.918,0.089
"SPO3212",0,NA
"SPO3213",0.956,0.022
"SPO3214",0.95,0.045
"SPO3215",1.001,0.034
"SPO3217",0.959,0.027
"SPO3218",0.481,0.339
"SPO3220",0.998,0.019
"SPO3221",0.99,0.049
"SPO3222",1.009,0.02
"SPO3223",0.963,0.037
"SPO3224",0.712,0.136
"SPO3226",1.045,0.03
"SPO3227",1.067,0.06
"SPO3228",0.967,0.034
"SPO3229",0.989,0.069
"SPO3230",1.024,0.022
"SPO3231",1.021,0.025
"SPO3232",1.028,0.043
"SPO3238",0.813,0.065
"SPO3239",1.187,0.024
"SPO3240",1.028,0.034
"SPO3241",0.966,0.087
"SPO3242",1.05,0.063
"SPO3243",0.969,0.027
"SPO3244",1.032,0.041
"SPO3245",1.011,0.085
"SPO3254",1.017,0.038
"SPO3255",1.108,0.227
"SPO3256",0.252,0.087
"SPO3258",1.002,0.032
"SPO3260",1.054,0.02
"SPO3261",1.006,0.031
"SPO3262",1.022,0.052
"SPO3263",0.983,0.036
"SPO3270",0.937,0.044
"SPO3271",0.965,0.02
"SPO3272",0.93,0.02
"SPO3273",0.962,0.029
"SPO3274",1.041,0.14
"SPO3275",0.911,0.025
"SPO3276",0.989,0.01
"SPO3277",0.927,0.031
"SPO3278",0.516,0.116
"SPO3279",0.895,0.022
"SPO3280",0.999,0.026
"SPO3281",0.829,0.051
"SPO3282",0.917,0.046
"SPO3285",0.925,0.01
"SPO3286",0.953,0.036
"SPO3289",0.786,0.069
"SPO3290",1.03,0.029
"SPO3291",0.929,0.042
"SPO3292",0.923,0.035
"SPO3294",0.941,0.066
"SPO3295",0.954,0.114
"SPO3296",0.95,0.027
"SPO3297",0.973,0.026
"SPO3298",0.966,0.082
"SPO3299",0.965,0.028
"SPO3300",0.995,0.094
"SPO3301",1.048,0.055
"SPO3302",0.879,0.115
"SPO3303",1.036,0.021
"SPO3304",0.917,0.03
"SPO3305",0.987,0.009
"SPO3306",1.048,0.056
"SPO3307",1.1,0.015
"SPO3308",1.023,0.02
"SPO3309",1.014,0.005
"SPO3310",1.044,0.101
"SPO3311",0.991,0.03
"SPO3312",0.937,0.089
"SPO3313",0.979,0.049
"SPO3314",0.229,0.077
"SPO3315",0.973,0.04
"SPO3316",0.875,0.027
"SPO3316a",0.75,0.179
"SPO3317",0.872,0.051
"SPO3318",1.022,0.022
"SPO3319",1.022,0.007
"SPO3320",0.982,0.013
"SPO3321",1.012,0.041
"SPO3322",0.981,0.018
"SPO3323",1.046,0.023
"SPO3324",1.025,0.015
"SPO3325",1.005,0.012
"SPO3326",0.952,0.08
"SPO3327",1.008,0.018
"SPO3328",1.029,0.051
"SPO3329",0.951,0.009
"SPO3330",1.006,0.021
"SPO3331",0.987,0.045
"SPO3333",1.058,0.015
"SPO3334",0.991,0.008
"SPO3335",0.984,0.017
"SPO3336",1.003,0.03
"SPO3338",0.892,0.084
"SPO3339",1.024,0.034
"SPO3340",0.888,0.06
"SPO3341",1.013,0.113
"SPO3342",1.029,0.021
"SPO3343",1.048,0.049
"SPO3344",0.972,0.044
"SPO3345",1.086,0.037
"SPO3346",1.001,0.01
"SPO3347",1.057,0.056
"SPO3349",1.04,0.051
"SPO3350",1.03,0.079
"SPO3351",1.075,0.058
"SPO3352",1.002,0.013
"SPO3353",0.854,0.125
"SPO3355",1.039,0.013
"SPO3356",0.904,0.077
"SPO3357",1.019,0.017
"SPO3358",0.907,0.048
"SPO3359",0.965,0.034
"SPO3360",0.987,0.011
"SPO3361",0.925,0.023
"SPO3362",1.007,0.053
"SPO3363",1.201,0.106
"SPO3364",0.387,NA
"SPO3367",0.984,0.02
"SPO3368",1.004,0.014
"SPO3369",0.955,0.079
"SPO3370",1.009,0.02
"SPO3371",1,0.032
