"spo","w_1","w_2","w_3","w_4"
"SPO0663",0.8,0.85,0.91,0.97
"SPO0664",1.13,0.97,0.97,0.93
"SPO0665",0.82,1.25,0.92,1.14
"SPO0666",0.72,0.78,0.99,1.04
"SPO0667",NA,NA,NA,NA
"SPO0668",NA,NA,NA,0
"SPO0669",NA,NA,NA,NA
"SPO0670",0.87,0.93,0.97,1.04
"SPO0671",0.95,0.86,0.92,1
"SPO0672",0.98,1.05,1.09,0.96
"SPO0673",0.87,0.71,0.87,0.97
"SPO0674",0.86,0.89,0.94,0.9
"SPO0675",0.75,1.06,0.93,1.01
"SPO0676",1.34,1.1,0,0.86
"SPO0677",0.95,1.02,1,1.14
"SPO0678",0.99,0.96,1.02,1.05
"SPO0679",1.15,1.01,1.13,1.14
"SPO0680",0.93,0.96,1.06,1.06
"SPO0681",1.31,0.9,0.82,1.04
"SPO0682",1.01,0.99,1.04,1.09
"SPO0683",1.12,0.95,1.07,1
"SPO0684",1.29,1.02,0.95,0.92
"SPO0685",1,1.07,0.95,0.99
"SPO0686",1,0.91,0.95,1
"SPO0687",0.94,1.05,1.02,1.05
"SPO0688",1.02,0.95,1.08,1.08
"SPO0689",0,1.6,1.03,1.26
"SPO0690",0.95,0.89,1.06,0.91
"SPO0691",0.97,1.09,0.91,0.92
"SPO0692",0.9,1.03,0.97,0.97
"SPO0693",0.96,0.97,0.94,0.97
"SPO0694",1.01,0.83,1.01,0.97
"SPO0695",1.23,0.86,1.21,1.04
"SPO0697",0.88,1.07,0.98,0.83
"SPO0698",1.05,1.01,0.46,0.84
"SPO0699",0.88,0.86,0.79,0.9
"SPO0700",1.08,0.79,1.08,1.01
"SPO0701",1,1.01,1.05,1.06
"SPO0702",1.01,0.93,0.99,1.09
"SPO0703",1.11,0.9,0.99,0.92
"SPO0704",0.92,0.88,0.96,1.01
"SPO0705",1.04,0.87,0.99,0.94
"SPO0706",1.06,0.99,1.02,1.02
"SPO0707",0.94,0.81,0.86,0.92
"SPO0708",1.02,0.84,1.04,0.87
"SPO0709",NA,NA,NA,NA
"SPO0710",0.93,0.88,1.02,1.02
"SPO0711",1.04,1.03,1.04,1.09
"SPO0712",1.1,1.08,1,0.97
"SPO0713",0.98,0.96,1.1,1.02
"SPO0714",NA,0.91,0,NA
"SPO0715",0.89,0.84,1.13,0.47
"SPO0716",1.07,1.03,1.03,0.97
"SPO0717",1.1,1.07,1,1.02
"SPO0718",0.88,0.86,0.95,1.01
"SPO0721",0.96,1.89,NA,1.12
"SPO0722",NA,1.04,1.56,0.96
"SPO0723",1.05,1,1,1.23
"SPO0724",1.07,1.05,1.04,0.97
"SPO0725",0.95,1.03,1.13,0.98
"SPO0726",NA,NA,NA,NA
"SPO0727",0,1.27,0.94,0.85
"SPO0728",0.92,0.91,0.98,1.02
"SPO0729",0.88,NA,NA,NA
"SPO0731",NA,NA,NA,NA
"SPO0732",NA,NA,1.07,NA
"SPO0733",1.09,0.99,0.96,0.93
"SPO0734",1.18,0.79,1,1.01
"SPO0735",1.13,1.05,1.04,0.98
"SPO0736",1,0.9,0.97,0.96
"SPO0737",1.12,0.83,1.13,1.21
"SPO0738",1.09,1.03,0.94,0.86
"SPO0739",0.97,1.06,1.01,0.99
"SPO0740",1.04,0.97,1.08,0.98
"SPO0741",0.97,1.04,0.94,1.03
"SPO0742",1,0.98,1.03,0.99
"SPO0743",0.98,0.71,0.83,0.87
"SPO0744",0.91,0.92,0.95,1.01
"SPO0745",0.96,0.94,0.9,0.95
"SPO0746",1.08,0.97,1.02,0.87
"SPO0747",0.9,1.03,0.96,0.93
"SPO0748",1.29,0.86,0.99,1
"SPO0749",1.04,1.03,0.94,0.87
"SPO0750",1.09,0.86,0.92,1
"SPO0751",1.03,1,0.94,0.92
"SPO0752",0.54,0.86,0.68,0.59
"SPO0753",1.12,1.01,1.03,0.98
"SPO0754",1,1.02,1.09,1
"SPO0755",1.12,0.99,1.07,1.1
"SPO0756",0.88,1.12,1.02,1.19
"SPO0757",1.1,1.08,1.04,1.07
"SPO0758",1.06,1.08,1.07,1.05
"SPO0759",1.09,0.94,1.02,1.13
"SPO0760",0.9,0.93,0.62,0.95
"SPO0761",1.02,0.81,0.9,0.98
"SPO0762",1.14,NA,1.09,0.96
"SPO0763",0.96,0.96,0.94,0.99
"SPO0764",1,0.91,0.97,0.9
"SPO0765",0.96,0.91,0.92,0.84
"SPO0766",0.65,0.94,0.55,0.83
"SPO0767",0,1.18,0,0.89
"SPO0768",1.04,0.97,0.78,0.86
"SPO0769",0.99,1.01,1.03,1.06
"SPO0770",NA,0.62,0.94,0.98
"SPO0771",1,1.02,0.94,0.9
"SPO0772",1.07,1.03,0.92,1
"SPO0773",1.2,1.09,1.02,1.06
"SPO0774",0.92,0.99,0.98,0.93
"SPO0775",1.12,1.08,1,0.92
"SPO0776",0.98,1.07,0.74,1.05
"SPO0777",1.16,0.87,1.07,0.71
"SPO0778",0.92,0.79,0.89,1.22
"SPO0779",0,0,0,0.4
"SPO0780",0.87,0.74,0.84,0.92
"SPO0781",NA,NA,NA,NA
"SPO0782",0.77,0.95,0.94,0.89
"SPO0783",0.88,0.94,1,0.96
"SPO0784",0,0.93,0.34,1.23
"SPO0785",0.55,0.93,1.23,1
"SPO0786",0.85,0.97,1,0.8
"SPO0787",0.48,1.03,0.86,0.89
"SPO0788",0.62,0.87,1.02,0.84
"SPO0789",1.27,1.19,0.94,1.09
"SPO0790",0.23,1,0.72,1.31
"SPO0791",1.08,1.01,0.94,1.06
"SPO0792",1.07,1.07,1.04,1.02
"SPO0793",0.81,1.05,0.76,1.02
"SPO0794",0.88,0.87,0.85,0.96
"SPO0795",1.24,0.48,0.86,0.93
"SPO0796",1.11,1.08,0.96,1.09
"SPO0797",0.96,1.06,0.8,0.95
"SPO0798",1,0.95,0.94,0.95
"SPO0799",1.11,0.81,1.19,0.99
"SPO0800",0.99,0.78,0.84,0.83
"SPO0801",0.82,0.8,0.88,0.83
"SPO0802",NA,NA,NA,NA
"SPO0803",NA,0.69,1.33,0.94
"SPO0804",NA,NA,NA,NA
"SPO0805",NA,NA,NA,NA
"SPO0806",NA,0,0,NA
"SPO0807",1.02,0.86,1.04,1.1
"SPO0808",0,0,0,0
"SPO0809",1.15,1.02,0.97,0.98
"SPO0810",1.12,0.88,0.94,1.04
"SPO0811",1.76,NA,0.88,NA
"SPO0812",NA,0,NA,NA
"SPO0813",0.91,0.94,0.98,0.95
"SPO0814",0.94,1.06,1.07,0.78
"SPO0815",NA,NA,NA,NA
"SPO0816",1.1,0.92,0.96,0.96
"SPO0817",0.98,0.65,1.02,1.26
"SPO0818",0.96,0.97,0.96,0.88
"SPO0819",0.84,0.97,1,1.12
"SPO0820",1.1,0.95,0.99,1.11
"SPO0821",1.05,1.04,1.06,0.9
"SPO0822",0.78,1.03,1.02,0.98
"SPO0823",0.87,1.11,1.08,1.13
"SPO0824",1.05,1.1,0.88,0.91
"SPO0825",0,1.09,0.97,0.84
"SPO0826",0.92,0.94,0.98,0.89
"SPO0827",0.96,0.96,0.97,1.01
"SPO0828",0.93,1.06,1.01,0.99
"SPO0829",1.01,0.88,1,1.14
"SPO0830",1.07,0.99,0.97,1.02
"SPO0831",1.21,0.9,0.76,0.79
"SPO0832",0.82,1.02,0.96,1.01
"SPO0833",1.04,0.98,1.02,1.08
"SPO0834",0.98,1.04,0.97,1.04
"SPO0835",1.04,1.12,0.91,1.14
"SPO0836",1.03,0.91,1.15,1.04
"SPO0837",1.07,0.88,0.93,0.85
"SPO0838",NA,NA,NA,NA
"SPO0839",0.88,1.06,0.98,1.05
"SPO0840",0.95,0.9,0.95,1.06
"SPO0841",1.01,0.92,0.96,0.97
"SPO0842",0.94,1.01,1.03,0.94
"SPO0843",NA,NA,NA,NA
"SPO0844",0.98,1.01,0.98,0.92
"SPO0845",0.9,0.83,0.87,0.96
"SPO0846",NA,NA,NA,NA
"SPO0847",0.99,0.92,0.97,0.91
"SPO0848",0.86,0.98,0.85,0.93
"SPO0849",0.95,0.95,0.93,0.97
"SPO0850",1.07,0.85,0.99,0.95
"SPO0851",0.89,0.65,0.73,1.07
"SPO0852",0.74,1.1,1,0.98
"SPO0853",0.71,1.12,1.21,0.89
"SPO0854",0.93,0.99,0.82,1.19
"SPO0855",1.06,0.99,0.94,0.95
"SPO0856",0.98,1.05,1.03,0.95
"SPO0857",0.89,1.09,0.98,0.85
"SPO0858",0.97,0.87,1.09,0.89
"SPO0859",1.24,1.05,1.09,1.16
"SPO0860",0.99,1.16,0.72,0.95
"SPO0861",1.08,0.94,1.04,1.02
"SPO0862",0.9,0.92,0.89,0.94
"SPO0863",0.55,0.85,0.97,1.54
"SPO0864",1.1,0.9,0.87,1.04
"SPO0865",0.93,1.08,0.92,0.98
"SPO0866",1.06,1.05,0.82,0.92
"SPO0867",0.92,1.03,1.18,0.94
"SPO0868",0.88,0.97,0.92,1.04
"SPO0869",0.95,0.96,0.87,0.97
"SPO0870",0.89,1.06,1.13,0.94
"SPO0871",NA,NA,NA,NA
"SPO0872",0.95,0.93,0.96,0.97
"SPO0873",0.74,0.73,0.56,0.58
"SPO0874",1.03,0.72,0.85,1.07
"SPO0875",0.8,0.67,0.82,0.72
"SPO0876",NA,NA,NA,NA
"SPO0876a",1.08,0.72,0.93,0.98
"SPO0877",0.97,1,1.02,1.01
"SPO0878",0.88,0.86,0.99,1.13
"SPO0879",0.9,0.96,1.04,0.92
"SPO0880",1.1,0.96,1.13,0.98
"SPO0881",0.95,0.92,0.86,0.95
"SPO0882",1.09,1.06,1.1,1.12
"SPO0883",1.02,0.97,0.98,1.01
"SPO0884",0.92,1.1,1.07,1
"SPO0885",1.37,0.89,0.85,1.09
"SPO0887",1.01,NA,NA,0
"SPO0888",1.09,1.08,1.14,1.01
"SPO0889",1.11,1.01,1.11,0.88
"SPO0890",1.07,1.47,0.84,1.07
"SPO0891",1.04,1,1.12,0.93
"SPO0892",0.42,0,0.45,0.38
"SPO0893",0.29,NA,0,NA
"SPO0894",0.87,1.05,0.88,0.89
"SPO0895",1.02,0.93,1.08,0.95
"SPO0897",0.9,1.06,1.05,1.03
"SPO0898",1.01,1.06,1.03,1.06
"SPO0899",1.01,1.01,0.97,1.02
"SPO0900",0.55,0.82,0,0.94
"SPO0901",1.04,1.09,0.98,1.03
"SPO0902",0.98,0.71,0.9,0.32
"SPO0903",NA,NA,0,0
"SPO0904",0.7,0.74,0.64,0.66
"SPO0905",0.98,0.79,0.94,0.97
"SPO0906",1.1,0.98,1.09,1.12
"SPO0907",NA,NA,NA,0
"SPO0910",1.02,1.08,1,1.03
"SPO0911",0.55,0.76,0.48,0.58
"SPO0912",0,0.75,1.29,0.9
"SPO0913",0.99,1.09,1.07,1.1
"SPO0914",1.29,1.12,0.91,0.96
"SPO0915",1.05,0.99,1.01,1.05
"SPO0916",1.03,0.97,0.91,1.07
"SPO0917",1.02,1.02,0.9,0.85
"SPO0918",1.03,0.87,1.04,1.03
"SPO0919",1.06,0.96,1.21,0.95
"SPO0920",0.91,1.19,0.93,0.97
"SPO0921",1.04,1.09,1.01,0.93
"SPO0922",1.16,1.12,1.1,0.92
"SPO0923",NA,NA,NA,0.62
"SPO0924",NA,NA,NA,NA
"SPO0925",1.09,0.96,0.86,0.83
"SPO0926",NA,NA,NA,NA
"SPO0927",1,1.09,1.03,1
"SPO0928",1.15,1.03,0.97,1.09
"SPO0929",1.03,1.06,0.85,0.37
"SPO0930",0.86,0.96,1.08,0.81
"SPO0931",1.3,NA,1.21,1.36
"SPO0932",0.81,0,0.66,0.6
"SPO0933",0.58,0.96,1.13,0.99
"SPO0934",0.84,1.05,1.06,1.03
"SPO0935",1.05,1.09,0.98,0.97
"SPO0936",0.67,NA,1.4,1.15
"SPO0937",1.04,0.97,1.02,0.99
"SPO0939",1.25,1.01,0.87,1.03
"SPO0940",NA,1.1,1.07,1.29
"SPO0941",0.51,1.38,0.96,1.12
"SPO0942",1.12,1.13,0.89,1.06
"SPO0943",0.83,1.17,0.98,0.48
"SPO0944",1.07,1.04,1.02,1.07
"SPO0945",1,0.94,1.14,1.08
"SPO0946",0.76,0.74,0.65,0.63
"SPO0947",NA,NA,NA,NA
"SPO0948",0.91,1,0.85,1.02
"SPO0949",0.98,1.12,1.08,1.03
"SPO0950",0.95,1.07,0.65,1.04
"SPO0951",1.05,0.8,1.06,1.09
"SPO0952",0.97,1.09,0.72,0.88
"SPO0953",0.97,1.01,1.05,0.99
"SPO0954",0.71,1.07,0,0.88
"SPO0955",1.06,1.07,0.96,1.04
"SPO0956",NA,NA,NA,NA
"SPO0957",1.07,0.79,0.99,0.96
"SPO0958",0.94,0.96,0.87,1.01
"SPO0959",0.95,1,1.09,0.92
"SPO0960",1.19,1.93,1.06,1.01
"SPO0961",NA,NA,NA,1.65
"SPO0962",0,NA,0,0
"SPO0963",NA,NA,NA,NA
"SPO0964",1,0.98,0.88,1
"SPO0965",1.31,0.75,1.06,0.81
"SPO0966",1.08,0.83,0.75,0.98
"SPO0967",1.11,0.97,0.98,1
"SPO0968",0.82,1.11,1.08,1.12
"SPO0970",0.94,0.91,0.97,0.94
"SPO0971",0.84,1.02,0.83,1.06
"SPO0972",0.88,0.85,0.96,0.96
"SPO0973",NA,1.04,0.85,1.18
"SPO0974",1.03,0.95,0.98,0.91
"SPO0975",1.05,1.13,0.9,1.09
"SPO0976",1.23,0.91,0.94,0.7
"SPO0977",1.06,1.07,1.06,1.02
"SPO0978",1.02,1.08,1.07,0.75
"SPO0979",NA,NA,NA,NA
"SPO0980",1.19,1.25,1.12,1.03
"SPO0981",0.92,1.06,1.15,0.65
"SPO0982",1,0.91,1.15,0.98
"SPO0983",0.91,0.96,0.94,0.97
"SPO0984",0.83,0.94,0.98,0.94
"SPO0985",0.74,0.94,0.77,0.92
"SPO0986",0.81,1.1,1.06,1.09
"SPO0987",0.87,0.89,0.82,1
"SPO0988",0.73,0.91,0.91,0.88
"SPO0989",1.08,1.03,0.93,1.03
"SPO0990",0.92,0.94,1,1.05
"SPO0991",0.86,0.86,0.97,0.86
"SPO0992",1.14,1.22,1.01,0.99
"SPO0993",0.9,0.71,1.15,1.12
"SPO0994",NA,NA,NA,1.47
"SPO0995",1.24,0.85,1.38,1.17
"SPO0996",0.92,1.07,1.04,0.95
"SPO0997",1.04,1,1.1,0.98
"SPO0998",1,1.06,1.06,0.98
"SPO0999",0.98,1.01,0.97,1.02
"SPO1000",1.11,0.99,1.11,0.96
"SPO1001",0.84,0.9,0.83,1.12
"SPO1002",1.03,0.98,0.92,0.9
"SPO1003",0,0,0.42,0
"SPO1004",0.9,0.8,0,0
"SPO1005",1.08,1.05,1.07,0.99
"SPO1006",1.13,1.06,0.96,1.02
"SPO1007",1.1,1.13,1.06,1.06
"SPO1008",1.32,1.08,1.2,1.22
"SPO1009",0.96,1.04,0.81,1.02
"SPO1010",NA,NA,NA,NA
"SPO1011",NA,NA,NA,NA
"SPO1012",1.03,0.78,0.67,0.99
"SPO1013",0.84,1.19,0.83,0.94
"SPO1014",0.71,0.98,0.91,0.98
"SPO1015",1.01,1.27,0.96,1.18
"SPO1016",0.92,1.09,0.86,0.73
"SPO1017",1.28,1.23,1.2,0.86
"SPO1018",1.11,0.94,0.93,1.02
"SPO1019",NA,NA,NA,0.97
"SPO1020",1.12,0.86,1.01,0.96
"SPO1021",1,0.94,1,0.83
"SPO1022",1.06,1.19,1.08,1.09
"SPO1024",1.03,0.87,1.01,0.81
"SPO1025",0.98,0.81,0.97,0.95
"SPO1026",1.02,1.07,0.93,0.97
"SPO1027",0.9,0.88,1.03,0.99
"SPO1028",0.86,1.08,1.12,0.93
"SPO1029",0.93,1.07,1.09,1.08
"SPO1030",1,0.93,1.04,1.03
"SPO1031",1.07,0.99,0.97,0.95
"SPO1032",1.22,0.89,1.09,0.61
"SPO1033",0,0,NA,NA
"SPO1034",1.09,0.97,1,1.04
"SPO1036",0.95,1,1,1.02
"SPO1037",1,0.99,1,0.94
"SPO1038",0,0.9,1.1,NA
"SPO1039",0.95,1.08,0.89,0.88
"SPO1040",1.04,1.14,1.18,0.91
"SPO1041",0.75,1.23,0.72,0.44
"SPO1042",1.05,1.07,1.24,1
"SPO1043",0.7,1.1,0.94,0.95
"SPO1044",0.85,0.9,0.95,0.76
"SPO1044a",1.06,0.85,1.02,0.9
"SPO1045",1.02,1.05,0.99,1.01
"SPO1046",0.97,0.99,1.02,0.95
"SPO1047",1.02,1.01,0.96,0.99
"SPO1048",1.01,0.94,1.01,0.98
"SPO1049",NA,NA,NA,NA
"SPO1050",0.88,1.03,0.98,0.93
"SPO1051",0.89,0.95,1.05,0.78
"SPO1052",0.81,1.1,0.99,0.82
"SPO1053",0.99,1.1,1.04,0.97
"SPO1054",0.7,0.89,1.32,1.21
"SPO1055",1.01,1.14,1.1,0.99
"SPO1056",1.04,0.97,0.88,0.98
"SPO1057",0.85,0.92,1.15,1.04
"SPO1058",1.13,0.98,1.06,0.94
"SPO1059",0.95,0.93,0.98,0.98
"SPO1060",0.91,0.96,0.94,0.92
"SPO1061",0.97,1.06,1.07,0.93
"SPO1062",0.79,0.86,0.92,1
"SPO1063",0.74,0.92,1,0.82
"SPO1064",1.11,1.17,1.11,0.99
"SPO1065",0.93,1.01,0.97,0.97
"SPO1066",0.95,0.96,1.13,0.96
"SPO1067",1,1.04,0.86,0.94
"SPO1068",0.67,1.14,1.06,0.89
"SPO1069",0.76,1.18,0.88,1.02
"SPO1070",0.95,0.96,0.97,0.93
"SPO1071",1.11,0.91,1,0.96
"SPO1072",0.88,1.14,1.01,0.96
"SPO1073",0.68,1.03,1.32,0.91
"SPO1074",0.98,1.13,1.16,1.04
"SPO1075",NA,NA,1.13,NA
"SPO1076",0.95,1.01,0.86,1.1
"SPO1077",1.03,1.09,0.89,0.96
"SPO1078",1.05,0.97,1,1.11
"SPO1079",1.02,1.49,0.9,0.95
"SPO1080",1.07,1.06,1.16,1.12
"SPO1081",0.93,0.87,0.98,1.02
"SPO1082",1.24,NA,0.85,0.64
"SPO1083",1.04,1,1,0.97
"SPO1084",0.41,1.75,1.16,0.71
"SPO1085",0.82,0.73,0.93,0.99
"SPO1086",1,1.1,0.92,0.99
"SPO1087",0.95,0.85,0.86,0.95
"SPO1088",0.95,0.97,1.05,1.03
"SPO1089",0.79,0.99,0.81,1.02
"SPO1090",1.02,0.92,1,0.97
"SPO1091",0.65,1.08,NA,1.23
"SPO1092",0.97,0.93,1.01,1.09
"SPO1093",0.91,0.99,1.03,0.92
"SPO1094",0,0,0,0
"SPO1094a",1.01,1,0.99,0.94
"SPO1095",0.91,0.92,1.03,0.94
"SPO1096",NA,NA,NA,NA
"SPO1097",0.53,0.97,0.63,0.54
"SPO1098",0.99,0.9,0.83,0.71
"SPO1099",NA,NA,NA,NA
"SPO1101",0,0.75,0.77,0.74
"SPO1102",NA,1.04,1.59,NA
"SPO1103",0.97,1.16,0.83,0.98
"SPO1104",0.88,1.15,1.06,0.9
"SPO1105",NA,NA,NA,NA
"SPO1106",0.72,0.74,1,1.13
"SPO1107",1.05,1.1,0.95,1.03
"SPO1108",1.06,0.99,1.05,0.97
"SPO1109",0.96,1.05,0.98,1
"SPO1110",1.01,0.91,1.06,0.84
"SPO1111",1.4,0.86,0.85,0.88
"SPO1112",1.16,0.9,0.99,1.01
"SPO1113",1.09,0.95,1.02,1.06
"SPO1114",0.98,1.12,1.15,0.9
"SPO1115",0.9,0.98,1.03,1.04
"SPO1116",0.98,1.02,1,1.02
"SPO1117",0.48,0.68,0.52,0.71
"SPO1118",NA,NA,NA,NA
"SPO1119",0.88,1.13,1,1.08
"SPO1120",0.96,0.77,0.87,0.77
"SPO1121",NA,NA,NA,NA
"SPO1122",1.07,1.17,0.74,1.05
"SPO1123",NA,NA,NA,NA
"SPO1124",NA,NA,NA,NA
"SPO1125",1.08,1.05,1.06,1.12
"SPO1126",1.02,1.04,1.01,1.08
"SPO1127",0.85,0.67,0.35,0.75
"SPO1128",1.14,1.01,1.13,0.99
"SPO1129",1.07,1.14,1.08,1.11
"SPO1130",0.97,1.44,1.13,0.89
"SPO1131",1.08,1.13,0.98,0.98
"SPO1132",1.1,0.9,1.03,1.09
"SPO1133",1.02,0.95,0.91,1.01
"SPO1134",1.13,0.87,1,1.03
"SPO1135",0.99,0.94,0.97,1.1
"SPO1136",0.97,0.81,0.94,0.91
"SPO1137",0.89,0.9,0.94,1.01
"SPO1138",0.94,1.09,0.85,1.03
"SPO1139",0.88,0.99,0.98,0.97
"SPO1140",1.03,0.97,0.9,0.89
"SPO1141",0.65,0.99,0.84,1.03
"SPO1142",1.06,1.02,0.9,1.01
"SPO1143",0.83,0.7,0.98,0.76
"SPO1144",1.19,0.77,0.98,0.92
"SPO1145",1.06,0.95,1,1.08
"SPO1146",1.12,0.98,0.96,0.86
"SPO1147",0.89,0.87,0.96,0.97
"SPO1148",1.13,1.1,0.95,1.01
"SPO1150",0.79,1.45,1.09,0.83
"SPO1151",NA,NA,0.88,NA
"SPO1152",1.02,0.91,1,0.96
"SPO1153",1.02,0.8,0.92,1.16
"SPO1154",1,1.01,1.01,1.11
"SPO1155",0.53,0.88,0,0
"SPO1156",NA,NA,NA,NA
"SPO1157",NA,NA,NA,NA
"SPO1158",NA,NA,NA,NA
"SPO1159",0,0.82,1.07,1.1
"SPO1160",0.94,0.96,1.03,0.95
"SPO1161",1.05,0.93,0.95,0.83
"SPO1162",NA,NA,NA,NA
"SPO1163",NA,NA,NA,NA
"SPO1164",1.24,1.13,1.15,0.85
"SPO1165",0.91,1.16,1.07,0.69
"SPO1166",0.9,0.94,1.06,1.08
"SPO1168",0,1.28,1.27,1.42
"SPO1171",0.97,1.03,0.94,1.02
"SPO1172",1.01,1.25,1.12,1.03
"SPO1173",1.05,0.74,0.95,1.16
"SPO1174",0.99,0.99,0.92,0.94
"SPO1175",0.92,0.99,1.03,0.95
"SPO1176",1.03,0.98,0.95,1.09
"SPO1177",NA,NA,NA,NA
"SPO1178",NA,NA,NA,NA
"SPO1179",NA,NA,NA,NA
"SPO1180",NA,NA,NA,NA
"SPO1181",NA,1.04,1.1,NA
"SPO1182",NA,NA,NA,NA
"SPO1183",NA,NA,NA,NA
"SPO1184",NA,NA,NA,NA
"SPO1185",0.99,1.02,1.02,1.01
"SPO1186",0.83,0.82,0.69,0.7
"SPO1187",NA,NA,NA,NA
"SPO1188",1,1.04,0.86,1.04
"SPO1189",1.23,0.97,0.99,1.06
"SPO1190",1.09,NA,0.9,0.69
"SPO1191",0.84,NA,0,1.25
"SPO1192",NA,0.6,1,0
"SPO1193",NA,NA,NA,NA
"SPO1194",NA,NA,NA,NA
"SPO1195",NA,NA,NA,NA
"SPO1196",NA,NA,NA,NA
"SPO1197",1.05,1.25,1,1.11
"SPO1198",NA,NA,NA,NA
"SPO1199",NA,0,1.1,1.36
"SPO1200",NA,NA,NA,NA
"SPO1201",NA,NA,NA,NA
"SPO1202",NA,NA,NA,NA
"SPO1203",NA,NA,NA,NA
"SPO1204",0.79,0.82,1.1,1.08
"SPO1205",NA,NA,NA,NA
"SPO1206",0.71,1.04,0.93,1.08
"SPO1207",0.89,1.01,0.74,0.98
"SPO1208",NA,0.87,NA,0.96
"SPO1209",1,1.06,1.08,1.06
"SPO1210",0.96,1.01,0.98,1.01
"SPO1211",1.11,0.92,0.98,1.03
"SPO1212",1.09,0.97,0.95,0.93
"SPO1213",1,1.01,1.01,0.95
"SPO1214",0.99,1.06,1.03,0.96
"SPO1215",0.97,0.95,1.1,1.02
"SPO1216",0.87,0.85,0.74,0.96
"SPO1217",0.95,1,0.62,0.97
"SPO1218",0.95,0.93,0.9,0.94
"SPO1219",1.07,1.06,1.02,1.04
"SPO1220",0.97,1.01,0.93,0.95
"SPO1221",1,1,0.98,0.99
"SPO1222",0.85,0.91,0.9,0.91
"SPO1223",1.26,0.91,0.95,0.95
"SPO1224",0.9,0.91,0.87,0.96
"SPO1225",0.81,1.11,0,0.89
"SPO1226",0.99,0.96,0.98,0.96
"SPO1226a",0.95,0.91,0.98,0.9
"SPO1227",0.97,1,0.93,0.89
"SPO1228",0.88,0.87,0.97,0.95
"SPO1229",0.91,0.99,0.84,0.89
"SPO1230",0.9,0.93,0.93,0.9
"SPO1231",0.98,0.94,1.02,0.92
"SPO1232",0.75,1.03,0.94,0.91
"SPO1233",0.92,0.92,0.94,0.94
"SPO1234",1.04,1.03,0.98,0.99
"SPO1235",0.95,0.97,0.96,0.98
"SPO1236",1.04,0.94,0.94,0.97
"SPO1237",0.96,0.93,0.95,0.96
"SPO1239",NA,NA,NA,NA
"SPO1240",0.73,0.7,0.96,0.94
"SPO1241",1.03,1.1,1.05,1.06
"SPO1242",NA,NA,NA,NA
"SPO1243",1.07,1.13,0.54,1.16
"SPO1244",1.15,0.53,0.94,1.48
"SPO1245",1.07,1.07,1.02,1.09
"SPO1246",0.67,0.93,0.75,0.87
"SPO1247",1.04,0.72,1.05,0.8
"SPO1249",1,1.11,1.03,1.02
"SPO1250",1.08,1.39,1.19,1.12
"SPO1251",1.11,0.99,1.1,0.89
"SPO1252a",1.19,1.02,1.11,1.01
"SPO1253",NA,NA,NA,NA
"SPO1254",1.11,1.09,1.2,1.05
"SPO1255",1.16,1.05,1.01,1.18
"SPO1256",1.29,0.99,0.87,0.82
"SPO1257",0.93,1,0.78,1
"SPO1258",NA,NA,NA,NA
"SPO1259",1.03,0.84,1.12,0.97
"SPO1260",1.07,1.01,0.98,0.98
"SPO1261",1.11,NA,NA,1.24
"SPO1262",1.01,0.94,1.01,0.92
"SPO1263",1.1,1.09,1.09,1.07
"SPO1264",0.94,0.88,1.08,1.06
"SPO1265",0,1.29,NA,0
"SPO1267",NA,0.94,NA,1.25
"SPO1268",1.31,0.92,0.75,1.04
"SPO1269",1.12,NA,NA,1
"SPO1270",0.71,NA,0.99,0.7
"SPO1271",1.08,1.08,0.91,0.97
"SPO1272",1.1,1.01,1.05,1.04
"SPO1274",0.93,0.99,1.03,0.99
"SPO1275",0.88,1.18,0.95,1.01
"SPO1276",NA,1.22,1.17,1.14
"SPO1277",0.94,0.9,0.97,1.03
"SPO1278",1.12,0.88,1.02,0.93
"SPO1279",0.87,1.18,1.17,0.77
"SPO1280",0.82,1.02,0.92,0.86
"SPO1281",NA,NA,NA,NA
"SPO1282",NA,NA,NA,NA
"SPO1283",NA,NA,NA,NA
"SPO1284",1.03,1.08,1,1.04
"SPO1285",0.75,1.1,1.03,0.89
"SPO1286",1.03,1.24,0.93,1.18
"SPO1287",1.17,0,0.97,0.52
"SPO1288",0.96,0.93,0.8,0.91
"SPO1289",0.91,0.94,1.14,0.97
"SPO1290",0.89,0.84,1.24,1
"SPO1291",0.86,1.05,1,1
"SPO1292",NA,0.82,0.73,0.67
"SPO1293",0.97,1.05,0.8,0.94
"SPO1294",0.7,0.8,0.86,0.87
"SPO1295",0.81,1.02,1.01,0.95
"SPO1298",1.01,1.02,1.06,0.93
"SPO1299",0.84,0.97,1.07,1.07
"SPO1300",1.05,1,1.1,0.98
"SPO1301",1.05,0.92,1.04,1.03
"SPO1302",0.98,0.99,1.06,1.02
"SPO1303",1.09,0.96,1.05,0.72
"SPO1304",0.96,1.02,1.03,1.01
"SPO1305",1,1.01,0.96,0.93
"SPO1306",1.07,1.19,1.12,0.91
"SPO1307",1.24,1.04,0.97,1.07
"SPO1308",0.93,1.09,0.98,1.15
"SPO1309",0.88,1.19,0.65,1.03
"SPO1310",1.02,0.76,1.19,0.95
"SPO1310a",1.09,1.36,0.4,0
"SPO1311",0.99,1.03,1.11,0.95
"SPO1312",0.82,NA,0.76,NA
"SPO1313",NA,NA,NA,NA
"SPO1314",1.04,0.98,1.1,1.09
"SPO1315",1.16,1,1.07,1.03
