"spo","w_1","w_2","w_3","w_4"
"SPO0343",NA,1.02,NA,1.09
"SPO0344",NA,NA,NA,NA
"SPO0344a",0.77,0.72,0.94,0.89
"SPO0345",0,0.22,0.5,0.84
"SPO0346",NA,NA,NA,NA
"SPO0346a",0.83,0.82,0.75,0.82
"SPO0347",NA,NA,0,NA
"SPO0348",0.94,0.96,0.91,0.94
"SPO0349",0.03,0.02,0.44,0.66
"SPO0350",1.02,1.05,0.97,1.04
"SPO0351",0.71,1.14,1,0.9
"SPO0352",0.91,1.04,1.02,0.93
"SPO0353",1.03,1.01,0.9,1.05
"SPO0354",0.89,0.99,0.97,1.02
"SPO0355",0.85,0.82,0.88,0.94
"SPO0356",0.91,0.96,1.01,0.91
"SPO0357",0.98,0.99,0.97,0.92
"SPO0358",NA,NA,NA,NA
"SPO0360a",NA,0,0,0
"SPO0362",1.03,1.02,1.04,1.03
"SPO0363",1,1.04,1.01,0.99
"SPO0364",1.01,1.04,1.01,0.97
"SPO0365",1,1,1,1
"SPO0366",1.02,1.04,1.01,1.02
"SPO0367",0.98,1.01,0.99,1.01
"SPO0368",0.98,1.04,1,0.99
"SPO0369",0.98,1.01,0.96,1.08
"SPO0370",1.01,1.05,1,1.05
"SPO0371",0.95,0.92,0.93,1
"SPO0372",1.06,1.07,1.04,1.02
"SPO0373",1.01,1.01,1,1.05
"SPO0374",0.95,0.69,0.75,0.91
"SPO0375",0.9,0.95,0.92,0.96
"SPO0376",1.09,1.02,0.98,0.96
"SPO0377",1.1,1.05,1.04,0.99
"SPO0378",1,1.05,1.03,0.99
"SPO0379",0.88,1.09,1.09,0.94
"SPO0380",0.99,1.01,0.94,0.95
"SPO0381",NA,NA,NA,NA
"SPO0382",NA,NA,NA,NA
"SPO0383",1.18,0.81,0.83,1.06
"SPO0384",1,1.02,1.08,1.07
"SPO0385",0.92,0.96,1.01,1.03
"SPO0386",0.62,0.74,0.44,0.84
"SPO0387",0.91,0.98,1,1.06
"SPO0388",1.01,1.01,1.09,1
"SPO0389",0.96,0.89,0.89,0.88
"SPO0390",1.08,1.06,1.04,1.04
"SPO0391",1.07,1.05,1.11,1.06
"SPO0392",NA,NA,NA,NA
"SPO0393",0.98,0.89,1.01,0.78
"SPO0394",0.98,1.02,0.99,1
"SPO0395",0.78,0.97,1.17,0.95
"SPO0396",NA,NA,NA,0.95
"SPO0397",0,0,0,0.79
"SPO0398",1.13,0.63,0.84,1.04
"SPO0399",1.32,0.72,0.98,0.93
"SPO0400",1.21,1.14,1.07,1
"SPO0401",0.64,0.64,0.61,0.78
"SPO0402",0.99,0.95,0.98,0.92
"SPO0403",0.98,0.95,0.94,1.01
"SPO0404",NA,NA,NA,NA
"SPO0405",1.14,1.23,0.44,0.47
"SPO0406",1.17,1.02,0.98,1.06
"SPO0407",0.92,1.01,1,0.97
"SPO0408",NA,NA,NA,NA
"SPO0409",0.84,1.04,0.91,0.92
"SPO0410",0.88,0.87,0.86,0.89
"SPO0411",1.05,0.94,1.14,1
"SPO0412",0.9,0.61,0.99,0.95
"SPO0413",1.01,1.04,0.96,0.91
"SPO0414",1.04,1.08,1.06,1
"SPO0415",0.9,0.85,0.96,0.95
"SPO0416",NA,NA,NA,NA
"SPO0417",1.07,1.04,1.27,0.81
"SPO0418",NA,NA,NA,NA
"SPO0419",0.94,NA,NA,NA
"SPO0420",NA,NA,NA,NA
"SPO0421",0.8,0.99,0.99,0.98
"SPO0422",0.58,0.62,0.52,0.62
"SPO0423",1.14,0.97,0.93,0.99
"SPO0424",0.95,1.03,1.06,0.95
"SPO0425",1.01,1,1.01,1.01
"SPO0426",NA,NA,NA,NA
"SPO0427",1.05,0.95,1.07,0.97
"SPO0428",0.97,1.03,0.95,0.96
"SPO0429",0.94,0.96,0.93,1.06
"SPO0430",NA,NA,NA,NA
"SPO0431",1.02,1.01,0.88,0.91
"SPO0432",0.86,0.9,0.87,1.04
"SPO0433",1,0.97,1,0.97
"SPO0434",0.88,1.03,1.07,0.93
"SPO0435",1.05,1.02,0.99,1.14
"SPO0436",1.04,0.98,0.96,1
"SPO0437",1.11,1.07,1.07,0.96
"SPO0438",1.05,1.03,1.01,1.02
"SPO0439",0.98,0.94,0.83,0.9
"SPO0440",0.91,0.95,0.91,1.02
"SPO0441",1.02,0.88,1.2,0.91
"SPO0442",1.31,0.9,0.89,0.97
"SPO0443",1.17,1.24,1.04,1
"SPO0444",1.1,1.16,1,0.78
"SPO0445",0.96,0.98,0.82,0.95
"SPO0446",0.9,0.9,0.95,0.96
"SPO0447",0.9,0.88,0.97,0.96
"SPO0448",0.89,0.8,0.9,1.07
"SPO0449",NA,NA,NA,NA
"SPO0450",1.06,1.01,0.95,0.94
"SPO0451",0.95,1.01,0.94,0.97
"SPO0452",0.83,0.79,1.02,0.92
"SPO0453",0.9,0.91,0.96,0.94
"SPO0454",1.03,1.06,1.01,0.99
"SPO0455",NA,NA,NA,NA
"SPO0456",1.16,0.96,0.96,1.09
"SPO0457",1.03,1.06,0.95,1.05
"SPO0458",0.96,1,0.97,1.01
"SPO0460",1.01,0.96,0.81,0.94
"SPO0461",1.05,1,0.98,0.97
"SPO0462",0.84,0.97,0.92,1.02
"SPO0463",0.87,1.05,1.06,1.02
"SPO0464",1.21,1.04,0.92,1
"SPO0465",1.15,1.07,1.08,0.84
"SPO0466",0.81,0.94,0.98,1.05
"SPO0467",0.96,1.06,0.93,1.12
"SPO0468",0.86,1.06,0.96,1.03
"SPO0469",1.05,0.95,0.96,0.99
"SPO0470",1.05,0.95,0.97,1.04
"SPO0471",0.85,0.9,0.98,0.94
"SPO0472",0.88,0.82,0.94,0.96
"SPO0473",0.86,0.83,0.88,0.81
"SPO0474",1.03,0.94,1.04,1
"SPO0475",NA,NA,NA,NA
"SPO0476",1,1,0.89,0.98
"SPO0477",1.03,0.95,0.79,0.94
"SPO0478",1.04,1.01,1.01,1.02
"SPO0479",0.98,1,0.99,1
"SPO0481",1.06,1.01,1.09,0.98
"SPO0482",1.08,0.98,0.97,0.92
"SPO0483",0.98,0.98,1.02,1
"SPO0484",NA,NA,NA,NA
"SPO0485",NA,NA,NA,NA
"SPO0486",NA,NA,NA,NA
"SPO0487",NA,NA,NA,NA
"SPO0489",0.99,1.02,0.93,1.02
"SPO0490",1,1,0.95,0.99
"SPO0491",0.99,0.98,1.01,1.03
"SPO0491a",0.87,0.88,0.95,1.01
"SPO0492",1,0.97,0.95,0.96
"SPO0496",NA,NA,NA,NA
"SPO0503",0.77,0.73,0.83,0.89
"SPO0504",1.04,1.05,1.06,1.03
"SPO0504a",1.02,1.02,1.02,1.02
"SPO0505",NA,NA,NA,NA
"SPO0506",NA,NA,NA,NA
"SPO0507",1.09,1.19,1.06,1.08
"SPO0508",0.97,1.02,1.02,0.99
"SPO0511",NA,NA,NA,NA
"SPO0512",0.78,0.81,NA,0.73
"SPO0513",0.96,1.18,1.13,0.95
"SPO0514",1.08,0.98,1.09,1.03
"SPO0515",1.04,0.99,1.01,1.01
"SPO0516",0.8,0.8,0.85,0.94
"SPO0517",1.03,0.9,1,1.04
"SPO0518",NA,NA,NA,NA
"SPO0519",NA,NA,NA,NA
"SPO0520",0.93,1.03,1.09,1.1
"SPO0521",1,1.03,1.08,1.03
"SPO0522",1,1.06,1.04,1.11
"SPO0523",0.98,1.1,0.95,1.02
"SPO0524",1.04,1.05,0.99,0.99
"SPO0525",1.01,0.96,1.09,1.11
"SPO0526",NA,0,1,NA
"SPO0527",0.87,1.05,1.06,0.9
"SPO0528",0.98,0.99,0.92,0.97
"SPO0529",1.09,1.21,1.07,1.18
"SPO0530",NA,NA,NA,NA
"SPO0531",NA,NA,NA,NA
"SPO0532",NA,0,NA,NA
"SPO0533",1,0.93,1.06,1.06
"SPO0534",1.13,1.04,0.95,0.96
"SPO0535",0.96,0.94,1.03,0.94
"SPO0536",1.1,1.2,1.16,0.67
"SPO0537",NA,NA,NA,NA
"SPO0538",NA,NA,NA,NA
"SPO0539",1.06,1.07,1.06,0.92
"SPO0540",1.01,1.01,0.99,0.94
"SPO0541",0.97,0.96,0.99,0.93
"SPO0543",1.06,0.89,1.03,0.96
"SPO0544",0.97,0.98,0.97,0.99
"SPO0545",0.97,0.89,0.94,0.97
"SPO0546",0.97,0.88,1.03,0.94
"SPO0547",1.12,0.93,1,0.82
"SPO0548",0.97,0.94,0.9,0.99
"SPO0549",0.92,1.01,1.17,1.04
"SPO0550",1.14,1.07,0.85,1.2
"SPO0551",0.59,1.08,0.85,1.08
"SPO0552",1.27,1.25,1,0.51
"SPO0553",0.88,1.06,1.04,0.92
"SPO0554",0.98,0.96,1.06,0.98
"SPO0555",1,0.98,1.01,1.09
"SPO0556",0.98,0.99,1.04,0.99
"SPO0557",0.98,0.97,1.05,0.99
"SPO0558",0.97,1.05,1,1.01
"SPO0559",1.02,1.03,1.06,1.07
"SPO0560",1.01,1.01,0.97,0.93
"SPO0561",1.05,1.03,1,0.96
"SPO0562",1.18,0.99,0.94,0.84
"SPO0563",0.74,1.11,0.82,0.74
"SPO0564",0.99,0.97,1,0.95
"SPO0565",0.8,1.03,0.6,0.93
"SPO0566",0.82,0.96,0.76,0.73
"SPO0567",1.01,1.26,0.95,0.72
"SPO0568",1.02,1.06,1.05,1
"SPO0569",1.04,1.04,0.92,0.93
"SPO0570",1.13,0.85,0.92,0.93
"SPO0571",1.11,1.05,0.95,0.93
"SPO0572",1,0.77,0.97,1.1
"SPO0573",0.81,0.95,0.81,0.78
"SPO0574",0.99,1,1.01,0.99
"SPO0575",1.04,1.01,0.89,0.92
"SPO0576",1,1.05,1.12,0.99
"SPO0577",0.87,0.74,0.88,0.87
"SPO0578",1.02,0.83,0.9,0.84
"SPO0579",0.92,0.99,0.9,0.97
"SPO0580",1.29,0.97,0.84,1.04
"SPO0581",0.84,1.08,1.06,0.75
"SPO0582",1,0.99,1.09,1.05
"SPO0583",1.16,1.02,0.92,1.03
"SPO0584",1.02,1.07,0.98,1.06
"SPO0585",1.04,1.07,1.03,1.01
"SPO0586",0.98,1.03,0.97,0.99
"SPO0587",1.17,1.01,0.98,0.94
"SPO0588",1.33,1.06,0.91,0.83
"SPO0589",0.93,0.97,1,0.82
"SPO0590",1.02,0.9,0.87,0.91
"SPO0591",1.09,1.13,1,0.86
"SPO0592",0.99,0.85,0.91,1.04
"SPO0593",1.14,1.1,0.94,0.79
"SPO0594",0.63,0.86,0.81,0.89
"SPO0595",1.06,0.86,0.92,0.94
"SPO0596",0.98,0.62,0.91,0.87
"SPO0597",0.68,1.13,0.68,0.96
"SPO0598",0.84,0.92,0.9,0.98
"SPO0599",1.07,0.84,1.15,0.88
"SPO0600",0.93,0.97,0.96,1.01
"SPO0601",1.02,0.99,0.96,0.98
"SPO0602",0.97,0.98,0.95,0.94
"SPO0604",0.57,0,NA,NA
"SPO0605",0.91,0.88,0.94,1.03
"SPO0606",0.84,0.86,1.15,0.93
"SPO0607",0.87,1,0.78,1.11
"SPO0608",0.86,0.89,0.96,0.97
"SPO0609",0.92,1.01,1.11,1
"SPO0610",0.87,1.04,1.01,0.97
"SPO0611",0.95,0.93,0.9,0.96
"SPO0612",0.81,0.98,0.93,0.94
"SPO0613",0.8,1.06,0.92,0.93
"SPO0614",1.14,0.83,1.07,0.74
"SPO0615",1.01,1.03,1.06,0.98
"SPO0616",0.93,1.1,1.03,1.12
"SPO0618",0.97,0.95,1,0.95
"SPO0619",0.91,1,0.97,0.88
"SPO0620",0.94,0.83,0.95,0.97
"SPO0621",1.01,0.94,0.95,0.91
"SPO0622",0.96,0.95,0.95,0.97
"SPO0623",0.97,0.91,0.96,0.94
"SPO0624",0.94,0.94,0.93,0.99
"SPO0628",1.02,1,0.98,0.94
"SPO0628a",1,1,1.07,1.06
"SPO0629",1.01,1.08,1.06,1
"SPO0632",1.03,1.02,1.06,1.01
"SPO0633",1.1,0.97,1,1.05
"SPO0634",1.05,0.82,0.91,0.91
"SPO0635",1.06,1.05,1,1
"SPO0636",0.86,0.97,1.45,0.78
"SPO0637",NA,NA,NA,NA
"SPO0638",0.91,1.08,0.95,0.97
"SPO0639",1.02,1.01,0.98,0.98
"SPO0641",1.07,0.96,0.97,1.01
"SPO0642",1.08,1.17,1.01,0.99
"SPO0643",1.06,0.9,0.95,1.05
"SPO0644",0.77,1.04,0.97,1
"SPO0645",1.02,1.01,0.95,1.07
"SPO0646",NA,NA,NA,NA
"SPO0647",0.75,1.17,NA,1.08
"SPO0648",1.06,1.06,0.98,1.02
"SPO0649",0.94,0.93,1.03,1.05
"SPO0650",0.99,0.96,0.93,1
"SPO0651",0.98,0.89,0.94,1.01
"SPO0652",0.66,1.7,0.77,0.97
"SPO0653",1,0.96,1.06,0.9
"SPO0654",1.13,1.06,0.95,0.96
"SPO0655",0.87,0.47,0.23,0.88
"SPO0656",NA,NA,NA,NA
"SPO0657",1.11,0.95,1.08,0.99
"SPO0658",0.86,0.94,0.95,1.04
"SPO0659",0.92,1.03,0.79,0.92
"SPO0660",0.91,1.04,0.9,0.91
"SPO0661",0.98,0.82,1.03,0.85
"SPO0662",0.77,1.02,0.91,0.91
