"spo","meanW","semW"
"SPO0885",1.048,0.119
"SPO0887",0.504,0.504
"SPO0888",1.079,0.027
"SPO0889",1.026,0.053
"SPO0890",1.114,0.131
"SPO0891",1.024,0.038
"SPO0892",0.313,0.105
"SPO0893",0.146,0.146
"SPO0894",0.922,0.043
"SPO0895",0.996,0.034
"SPO0897",1.01,0.038
"SPO0898",1.039,0.011
"SPO0899",1.002,0.01
"SPO0900",0.577,0.209
"SPO0901",1.033,0.022
"SPO0902",0.728,0.147
"SPO0903",0,0
"SPO0904",0.684,0.023
"SPO0905",0.92,0.043
"SPO0906",1.071,0.032
"SPO0907",0,NA
"SPO0910",1.032,0.018
"SPO0911",0.592,0.06
"SPO0912",0.734,0.27
"SPO0913",1.063,0.024
"SPO0914",1.069,0.087
"SPO0915",1.025,0.013
"SPO0916",0.997,0.037
"SPO0917",0.948,0.045
"SPO0918",0.994,0.041
"SPO0919",1.046,0.06
"SPO0920",1.002,0.065
"SPO0921",1.02,0.034
"SPO0922",1.073,0.054
"SPO0923",0.624,NA
"SPO0925",0.935,0.06
"SPO0927",1.03,0.022
"SPO0928",1.062,0.04
"SPO0929",0.83,0.159
"SPO0930",0.926,0.059
"SPO0931",1.291,0.045
"SPO0932",0.517,0.178
"SPO0933",0.914,0.119
"SPO0934",0.994,0.053
"SPO0935",1.023,0.028
"SPO0936",1.069,0.214
"SPO0937",1.002,0.015
"SPO0939",1.041,0.077
"SPO0940",1.153,0.068
"SPO0941",0.992,0.183
"SPO0942",1.05,0.055
"SPO0943",0.866,0.148
"SPO0944",1.048,0.013
"SPO0945",1.039,0.044
"SPO0946",0.696,0.032
"SPO0948",0.943,0.04
"SPO0949",1.053,0.031
"SPO0950",0.931,0.095
"SPO0951",1.001,0.068
"SPO0952",0.914,0.078
"SPO0953",1.003,0.018
"SPO0954",0.665,0.234
"SPO0955",1.033,0.025
"SPO0957",0.951,0.059
"SPO0958",0.944,0.03
"SPO0959",0.987,0.036
"SPO0960",1.298,0.215
"SPO0961",1.647,NA
"SPO0962",0,0
"SPO0964",0.966,0.031
"SPO0965",0.981,0.128
"SPO0966",0.91,0.074
"SPO0967",1.015,0.033
"SPO0968",1.032,0.07
"SPO0970",0.94,0.012
"SPO0971",0.939,0.061
"SPO0972",0.912,0.028
"SPO0973",1.022,0.098
"SPO0974",0.968,0.025
"SPO0975",1.044,0.05
"SPO0976",0.947,0.109
"SPO0977",1.053,0.011
"SPO0978",0.981,0.077
"SPO0980",1.147,0.048
"SPO0981",0.945,0.108
"SPO0982",1.013,0.051
"SPO0983",0.943,0.013
"SPO0984",0.921,0.031
"SPO0985",0.841,0.05
"SPO0986",1.015,0.068
"SPO0987",0.896,0.037
"SPO0988",0.858,0.043
"SPO0989",1.017,0.033
"SPO0990",0.976,0.028
"SPO0991",0.89,0.028
"SPO0992",1.091,0.055
"SPO0993",0.968,0.103
"SPO0994",1.47,NA
"SPO0995",1.159,0.112
"SPO0996",0.997,0.035
"SPO0997",1.03,0.028
"SPO0998",1.026,0.022
"SPO0999",0.995,0.011
"SPO1000",1.043,0.039
"SPO1001",0.922,0.066
"SPO1002",0.957,0.031
"SPO1003",0.105,0.105
"SPO1004",0.424,0.246
"SPO1005",1.046,0.021
"SPO1006",1.042,0.035
"SPO1007",1.088,0.016
"SPO1008",1.205,0.051
"SPO1009",0.957,0.052
"SPO1012",0.868,0.086
"SPO1013",0.951,0.084
"SPO1014",0.897,0.063
"SPO1015",1.106,0.072
"SPO1016",0.898,0.074
"SPO1017",1.14,0.096
"SPO1018",1.003,0.042
"SPO1019",0.973,NA
"SPO1020",0.989,0.053
"SPO1021",0.944,0.04
"SPO1022",1.104,0.029
"SPO1024",0.931,0.054
"SPO1025",0.928,0.039
"SPO1026",0.999,0.03
"SPO1027",0.951,0.035
"SPO1028",0.998,0.06
"SPO1029",1.045,0.038
"SPO1030",0.999,0.025
"SPO1031",0.996,0.026
"SPO1032",0.953,0.134
"SPO1033",0,0
"SPO1034",1.023,0.027
"SPO1036",0.991,0.016
"SPO1037",0.982,0.013
"SPO1038",0.664,0.337
"SPO1039",0.951,0.047
"SPO1040",1.068,0.06
"SPO1041",0.783,0.165
"SPO1042",1.089,0.052
"SPO1043",0.922,0.084
"SPO1044",0.866,0.04
"SPO1044a",0.959,0.05
"SPO1045",1.017,0.014
"SPO1046",0.98,0.014
"SPO1047",0.998,0.012
"SPO1048",0.983,0.018
"SPO1050",0.953,0.033
"SPO1051",0.914,0.056
"SPO1052",0.931,0.068
"SPO1053",1.026,0.03
"SPO1054",1.029,0.143
"SPO1055",1.06,0.036
"SPO1056",0.969,0.035
"SPO1057",0.988,0.068
"SPO1058",1.027,0.04
"SPO1059",0.959,0.014
