"spo","meanW","semW"
"SPO0249",1.23,0.03
"SPO0250",1.01,0.03
"SPO0252",0.35,0.24
"SPO0253",1.02,0
"SPO0254",1.04,0
"SPO0255",0.94,0.04
"SPO0256",1.01,0.05
"SPO0257",0.96,0.02
"SPO0258",1,0.01
"SPO0259",0.83,0.04
"SPO0260",1.03,0.01
"SPO0261",0.98,0.01
"SPO0263",0.96,0.01
"SPO0264",1,0.02
"SPO0265",0.93,0.04
"SPO0266",0.98,0.02
"SPO0268",1.02,0.02
"SPO0269",0.97,0.01
"SPO0270",1.03,0.06
"SPO0274",0.91,0.09
"SPO0275",1.01,0.03
"SPO0276",0.93,0.01
"SPO0277",0.97,0.01
"SPO0280",0.96,0.17
"SPO0281",0.98,0.04
"SPO0282",0.94,0.04
"SPO0284",0.66,0.09
"SPO0285",1,0.03
"SPO0286",0.96,0.06
"SPO0287",0.4,0.15
"SPO0289",0.88,0.03
"SPO0290",0.98,0.02
"SPO0291",0.81,0.01
"SPO0292",1,0.02
"SPO0293",0.98,0.01
"SPO0294",0.9,0.07
"SPO0295",1,0.02
"SPO0296",1.02,0
"SPO0297",0.74,0.14
"SPO0298",0.96,0.01
"SPO0299",1.01,0.02
"SPO0300",1.01,0.02
"SPO0301",0.98,0.01
"SPO0302",0.92,0.05
"SPO0303",1.05,0.04
"SPO0304",1.06,0.03
"SPO0305",0.98,0.05
"SPO0306",0.96,0.03
"SPO0307",0.99,0.04
"SPO0308",0.96,0.04
"SPO0309",0.93,0
"SPO0310",0.98,0.02
"SPO0311",1.07,0.01
"SPO0312",1.01,0.01
"SPO0313",0.99,0.05
"SPO0314",1,0.02
"SPO0315",0.87,0.09
"SPO0317",0.94,0.02
"SPO0320",0.96,0.04
"SPO0321",1.04,0.04
"SPO0322",1.02,0.1
"SPO0323",0.95,0.02
"SPO0324",0.98,0.02
"SPO0325",0.96,0.07
"SPO0326",1.04,0.01
"SPO0327",0.92,0.03
"SPO0328",0.95,0.02
"SPO0329",0.96,0.07
"SPO0330",0.94,0.02
"SPO0331",0.92,0.05
"SPO0332",0,0
"SPO0333",1.1,0.04
"SPO0334",0.5,0.02
"SPO0335",0.98,0.03
"SPO0336",0.88,0.06
"SPO0337",1.02,0.01
"SPO0338",1,0.02
"SPO0339",0.99,0.02
"SPO0342",0.97,0.04
"SPO0343",1.02,0.21
"SPO0344a",0.9,0.04
"SPO0345",0.73,0.05
"SPO0346a",0.82,0.03
"SPO0347",0,NA
"SPO0348",0.98,0.02
"SPO0349",0.55,0.03
"SPO0350",1.1,0.07
"SPO0351",0.96,0.07
"SPO0352",1,0.04
"SPO0353",1.05,0.03
"SPO0354",0.98,0.01
"SPO0355",0.88,0.04
"SPO0356",1,0.01
"SPO0357",0.96,0.01
"SPO0360a",0.47,0.24
"SPO0362",1.03,0
"SPO0363",1.01,0.02
"SPO0364",1,0.01
"SPO0365",0.99,0.02
"SPO0366",1,0.01
"SPO0367",0.95,0.01
"SPO0368",1.01,0.01
"SPO0369",1.02,0
"SPO0370",1.03,0.01
"SPO0371",0.92,0.02
"SPO0372",1.01,0.03
"SPO0373",1.04,0.03
"SPO0374",0.84,0.05
"SPO0375",0.87,0.02
"SPO0376",1.04,0.02
"SPO0377",1.03,0.01
"SPO0378",1.03,0.02
"SPO0379",1,0.05
"SPO0380",0.9,0.05
"SPO0383",0.95,0.04
"SPO0384",0.97,0.02
"SPO0385",0.98,0.02
"SPO0386",0.82,0.03
"SPO0387",1.05,0.02
"SPO0388",1.03,0.01
"SPO0389",0.88,0.08
"SPO0390",1.04,0.01
"SPO0391",1.06,0.03
"SPO0393",0.98,0.03
"SPO0394",0.89,0.05
"SPO0395",0.96,0.04
"SPO0396",0.92,NA
"SPO0397",0,0
"SPO0398",0.98,0.06
"SPO0399",0.85,0.06
"SPO0400",1.03,0.02
"SPO0401",0.68,0.02
"SPO0402",1,0.02
"SPO0403",1,0.02
"SPO0405",0.91,0.17
"SPO0406",1.06,0.02
"SPO0407",0.94,0.03
"SPO0409",0.91,0.08
"SPO0410",0.81,0.01
"SPO0411",0.99,0.05
"SPO0412",0.93,0.1
"SPO0413",1.02,0.02
"SPO0414",1.02,0.01
"SPO0415",1,0.02
"SPO0417",1.14,0.05
"SPO0419",1.23,NA
"SPO0421",0.88,0.09
"SPO0422",0.57,0.05
"SPO0423",0.98,0.08
"SPO0424",1.01,0.03
"SPO0425",1,0.01
"SPO0427",1.02,0.01
"SPO0428",0.98,0.01
"SPO0429",0.98,0.04
"SPO0431",0.96,0.04
"SPO0432",0.97,0.04
"SPO0433",0.99,0.01
"SPO0434",0.99,0.06
"SPO0435",0.99,0.03
"SPO0436",1,0.03
"SPO0437",1.02,0.02
"SPO0438",1.02,0.01
"SPO0439",0.9,0.05
"SPO0440",0.92,0.03
"SPO0441",0.94,0.1
"SPO0442",0.85,0.19
"SPO0443",1.07,0.07
"SPO0444",1.04,0.06
"SPO0445",0.95,0.01
"SPO0446",0.93,0.01
"SPO0447",0.91,0.02
"SPO0448",0.95,0.08
"SPO0450",1.02,0.04
"SPO0451",0.95,0.02
"SPO0452",0.98,0.02
"SPO0453",0.91,0.03
"SPO0454",1,0.01
"SPO0456",0.96,0.04
"SPO0457",0.99,0.03
"SPO0458",0.98,0.02
"SPO0460",0.93,0.02
"SPO0461",1.01,0.04
"SPO0462",0.92,0.05
"SPO0463",0.94,0.03
"SPO0464",1.06,0.04
"SPO0465",0.98,0.03
"SPO0466",0.99,0.03
"SPO0467",1.01,0.05
"SPO0468",1.04,0.01
"SPO0469",0.98,0.04
"SPO0470",0.96,0.03
"SPO0471",0.91,0.03
"SPO0472",0.92,0.04
"SPO0473",0.81,0.05
"SPO0474",1.02,0.12
"SPO0476",0.98,0.05
"SPO0477",0.95,0.02
"SPO0478",1.04,0.01
"SPO0479",0.99,0
"SPO0481",1.06,0.02
"SPO0482",1.02,0.03
"SPO0483",0.98,0.02
"SPO0489",0.98,0
"SPO0490",0.96,0.03
"SPO0491",0.98,0.02
"SPO0491a",0.97,0.02
"SPO0492",1.02,0.02
"SPO0503",0.79,0.04
"SPO0504",1.03,0.01
"SPO0504a",1.02,0.01
"SPO0507",1.13,0.05
"SPO0508",1,0.03
"SPO0512",0.47,0.31
"SPO0513",1.01,0.05
"SPO0514",1.05,0.05
"SPO0515",0.98,0.01
"SPO0516",0.8,0.01
"SPO0517",1.02,0.02
"SPO0520",1.07,0.02
"SPO0521",1.06,0.02
"SPO0522",1.04,0.03
"SPO0523",0.98,0.04
"SPO0524",1.01,0.02
"SPO0525",1,0.03
"SPO0526",0.45,0.45
"SPO0527",1,0.04
"SPO0528",0.96,0.04
"SPO0529",1.05,0.06
"SPO0532",0,NA
"SPO0533",0.99,0.02
"SPO0534",1.04,0.04
"SPO0535",0.96,0.02
"SPO0536",1.14,0.03
"SPO0539",1.04,0.02
"SPO0540",0.99,0.03
"SPO0541",0.95,0.02
"SPO0543",1.04,0.03
"SPO0544",0.98,0.03
"SPO0545",0.99,0.02
"SPO0546",0.95,0.04
"SPO0547",1,0.06
"SPO0548",0.99,0.03
"SPO0549",1.03,0.07
"SPO0550",1.02,0.17
"SPO0551",0.99,0.05
"SPO0552",1.02,0.08
"SPO0553",0.98,0.04
"SPO0554",1.06,0.02
"SPO0555",1.03,0.03
"SPO0556",1.02,0.01
"SPO0557",1.02,0.01
"SPO0558",0.97,0.04
"SPO0559",1.04,0.02
"SPO0560",1.02,0.01
"SPO0561",0.96,0.03
"SPO0562",0.96,0.02
"SPO0563",0.78,0.08
"SPO0564",0.92,0.02
"SPO0565",0.86,0.08
"SPO0566",0.82,0.07
"SPO0567",0.83,0.12
"SPO0568",1.03,0.02
"SPO0569",0.96,0.05
"SPO0570",0.95,0.05
"SPO0571",1.02,0.04
"SPO0572",0.95,0.01
"SPO0573",0.9,0.02
"SPO0574",1,0.01
"SPO0575",0.98,0.06
"SPO0576",1.08,0.03
"SPO0577",0.9,0.04
"SPO0578",0.86,0.04
"SPO0579",0.87,0.06
"SPO0580",1.08,0.07
"SPO0581",0.95,0.04
"SPO0582",0.98,0.04
"SPO0583",1.03,0.05
"SPO0584",1.04,0.02
"SPO0585",1.04,0.03
"SPO0586",0.97,0.02
"SPO0587",1.01,0.04
"SPO0588",0.86,0.22
"SPO0589",0.95,0.03
"SPO0590",0.92,0.03
"SPO0591",1.01,0.01
"SPO0592",0.84,0.1
"SPO0593",0.86,0.05
"SPO0594",0.92,0.04
"SPO0595",0.84,0.03
"SPO0596",0.8,0.1
"SPO0597",1.03,0.05
"SPO0598",0.98,0.04
"SPO0599",0.99,0.04
"SPO0600",0.95,0.02
"SPO0601",1.03,0.01
"SPO0602",1,0.01
"SPO0604",0,0
"SPO0605",1,0.01
"SPO0606",0.92,0.08
"SPO0607",0.85,0.1
"SPO0608",0.94,0.02
"SPO0609",1.01,0.04
"SPO0610",0.97,0.06
"SPO0611",0.94,0.01
"SPO0612",0.87,0.09
"SPO0613",1.07,0.08
"SPO0614",1.02,0.06
"SPO0615",1.03,0.02
"SPO0616",1.08,0.04
"SPO0618",1.02,0.01
"SPO0619",0.99,0.03
"SPO0620",0.91,0.06
"SPO0621",0.95,0.02
"SPO0622",0.96,0.01
"SPO0623",0.95,0
"SPO0624",0.96,0.01
"SPO0628",0.98,0.03
"SPO0628a",1.02,0.01
"SPO0629",1.06,0.02
"SPO0632",1.06,0.04
"SPO0633",1,0.02
"SPO0634",0.95,0.07
"SPO0635",1.02,0.01
"SPO0636",0.93,0.15
"SPO0638",0.98,0.09
"SPO0639",1.03,0.04
"SPO0641",1,0.05
"SPO0642",1.08,0.02
"SPO0643",1,0.04
"SPO0644",0.99,0.08
"SPO0645",1,0.03
"SPO0647",1,0.04
"SPO0648",1,0.04
"SPO0649",0.98,0.04
"SPO0650",0.96,0.03
"SPO0651",1,0.02
"SPO0652",0.99,0.21
"SPO0653",0.99,0.04
"SPO0654",1,0.01
"SPO0655",0.9,0.06
"SPO0657",0.92,0.05
"SPO0658",0.95,0.03
"SPO0659",0.95,0.05
"SPO0660",0.97,0.03
"SPO0661",0.87,0.06
"SPO0662",0.9,0.06
"SPO0663",0.88,0.01
"SPO0664",1.06,0.02
"SPO0665",0.98,0.04
"SPO0666",0.95,0.03
"SPO0668",0,NA
"SPO0670",0.97,0.04
"SPO0671",0.87,0.07
"SPO0672",0.86,0.08
"SPO0673",0.91,0.01
"SPO0674",0.98,0.03
"SPO0675",0.93,0.08
"SPO0676",0.55,0.31
"SPO0677",0.97,0.04
"SPO0678",0.98,0.02
"SPO0679",0.95,0.04
"SPO0680",1.06,0.02
"SPO0681",1.08,0.11
"SPO0682",1.06,0.04
"SPO0683",1.03,0.04
"SPO0684",0.96,0.08
"SPO0685",1.02,0.01
"SPO0686",1,0.02
"SPO0687",1.04,0.02
"SPO0688",1.01,0.03
"SPO0689",1.12,0.19
"SPO0690",0.92,0.04
"SPO0691",0.84,0.13
"SPO0692",1,0.03
"SPO0693",0.97,0.01
"SPO0694",0.95,0.01
"SPO0695",1.06,0.01
"SPO0697",0.93,0.11
"SPO0698",0.81,0.11
"SPO0699",0.84,0.13
"SPO0700",1.02,0.04
"SPO0701",1.05,0.01
"SPO0702",1,0.02
"SPO0703",0.96,0.04
"SPO0704",1,0.03
"SPO0705",1.05,0.06
"SPO0706",1.02,0.01
"SPO0707",0.88,0.06
"SPO0708",0.95,0.06
"SPO0710",0.98,0.02
"SPO0711",1.02,0.03
"SPO0712",0.96,0.02
"SPO0713",0.96,0.03
"SPO0714",0,0
"SPO0715",0.69,0.23
"SPO0716",1,0.03
"SPO0717",1,0.02
"SPO0718",0.97,0.09
"SPO0721",1.33,0.26
"SPO0722",1.21,0.12
"SPO0723",1.16,0.06
"SPO0724",0.93,0.06
"SPO0725",0.98,0.04
"SPO0727",0.77,0.26
"SPO0728",0.98,0.02
"SPO0729",0.58,0.58
"SPO0732",0.61,NA
"SPO0733",0.98,0.04
"SPO0734",1.01,0.08
"SPO0735",1.04,0.02
"SPO0736",0.96,0.03
"SPO0737",0.78,0.27
"SPO0738",1.01,0.05
"SPO0739",0.96,0.02
"SPO0740",0.98,0.03
"SPO0741",0.93,0.07
"SPO0742",1.03,0.02
"SPO0743",0.86,0.03
"SPO0744",0.98,0.02
"SPO0745",0.95,0.02
"SPO0746",0.97,0.05
"SPO0747",0.98,0.02
"SPO0748",0.94,0.08
"SPO0749",0.97,0.04
"SPO0750",0.96,0.04
"SPO0751",0.97,0.02
"SPO0752",0.96,0.05
"SPO0753",1.03,0.05
"SPO0754",1.01,0.02
"SPO0755",1.05,0
"SPO0756",1.01,0.08
"SPO0757",1.04,0.01
"SPO0758",1.06,0.01
"SPO0759",1.02,0.04
"SPO0760",0.71,0.11
"SPO0761",0.92,0.07
"SPO0762",1.02,0.09
"SPO0763",0.97,0.04
"SPO0764",0.9,0.09
"SPO0765",0.95,0.02
"SPO0766",0.73,0.14
"SPO0767",0.66,0.33
"SPO0768",0.82,0.07
"SPO0769",0.99,0.01
"SPO0770",0.69,0.15
"SPO0771",0.99,0.02
"SPO0772",1,0.04
"SPO0773",1.11,0.06
"SPO0774",1,0.06
"SPO0775",1.03,0.02
"SPO0776",0.89,0.12
"SPO0777",1,0.09
"SPO0778",0.88,0.05
"SPO0779",0.17,0.12
"SPO0780",0.95,0.04
"SPO0782",0.93,0.05
"SPO0783",0.86,0.07
"SPO0784",0.99,0.07
"SPO0785",0.84,0.06
"SPO0786",0.99,0.05
"SPO0787",0.79,0.08
"SPO0788",0.8,0.11
"SPO0789",1.13,0.07
"SPO0790",0.78,0.28
"SPO0791",1.01,0.02
"SPO0792",0.97,0.08
"SPO0793",0.98,0.06
"SPO0794",0.96,0.03
"SPO0795",0.82,0.27
"SPO0796",0.99,0.05
"SPO0797",0.97,0.02
"SPO0798",0.99,0.02
"SPO0799",0.7,0.25
"SPO0800",0.94,0.01
"SPO0801",0.94,0.02
"SPO0802",1.73,NA
"SPO0803",0.69,0.39
"SPO0806",0,0
"SPO0807",0.91,0.04
"SPO0808",0.14,0.14
"SPO0809",1.01,0.08
"SPO0810",1,0.02
"SPO0811",1.18,0.1
"SPO0812",0,NA
"SPO0813",0.97,0.02
"SPO0814",1.01,0.03
"SPO0816",0.94,0.04
"SPO0817",0.99,0.03
"SPO0818",0.94,0.03
"SPO0819",0.76,0.03
"SPO0820",1,0.01
"SPO0821",0.96,0.04
"SPO0822",0.99,0.03
"SPO0823",0.97,0.1
"SPO0824",0.94,0.03
"SPO0825",0.88,0.05
"SPO0826",0.92,0.06
"SPO0827",0.9,0.03
"SPO0828",0.96,0.02
"SPO0829",1,0.04
"SPO0830",0.9,0.02
"SPO0831",1,0.07
"SPO0832",0.86,0.07
"SPO0833",1.06,0.01
"SPO0834",0.98,0.03
"SPO0835",1.1,0.05
"SPO0836",1.07,0.04
"SPO0837",0.92,0.01
"SPO0839",0.99,0.05
"SPO0840",0.94,0.03
"SPO0841",0.97,0.03
"SPO0842",1.02,0.02
"SPO0844",0.99,0.02
"SPO0845",0.88,0.04
"SPO0847",0.92,0.02
"SPO0848",0.89,0.09
"SPO0849",0.95,0.03
"SPO0850",0.95,0.03
"SPO0851",0.8,0.11
"SPO0852",0.97,0.05
"SPO0853",0.97,0.12
"SPO0854",0.9,0.1
"SPO0855",0.98,0.02
"SPO0856",0.95,0.02
"SPO0857",0.98,0.03
"SPO0858",1.02,0.09
"SPO0859",1.12,0.09
"SPO0860",0.9,0.1
"SPO0861",0.94,0.03
"SPO0862",0.89,0.05
"SPO0863",1.12,0.23
"SPO0864",1.04,0.06
"SPO0865",1.03,0.03
"SPO0866",0.93,0.06
"SPO0867",1.03,0.02
"SPO0868",0.95,0.02
"SPO0869",0.94,0.04
"SPO0870",0.97,0.04
"SPO0872",0.92,0.04
"SPO0873",0.84,0.05
"SPO0874",0.98,0.06
"SPO0875",0.83,0.02
"SPO0876a",0.94,0.03
"SPO0877",0.95,0.03
"SPO0878",0.96,0.06
"SPO0879",0.9,0.04
"SPO0880",0.98,0.07
"SPO0881",0.92,0.04
"SPO0882",0.99,0.09
"SPO0883",1.02,0.03
"SPO0884",1.02,0.01
"SPO0885",1.16,0.07
"SPO0887",0.42,0.42
"SPO0888",1.02,0.07
"SPO0889",0.97,0.04
"SPO0890",1.02,0.14
"SPO0891",1.03,0.04
"SPO0892",0.36,0.04
"SPO0893",0,0
"SPO0894",0.99,0.06
"SPO0895",0.9,0.06
"SPO0897",1.06,0.03
"SPO0898",1.08,0.02
"SPO0899",1,0.02
"SPO0900",0.27,0.17
"SPO0901",0.97,0.04
"SPO0902",0.93,0.07
"SPO0903",0.48,0.48
"SPO0904",0.69,0.03
"SPO0905",0.88,0.04
"SPO0906",1.01,0.03
"SPO0907",0,NA
"SPO0910",1.02,0.02
"SPO0911",0.34,0.14
"SPO0912",0.75,0.26
"SPO0913",1.01,0.03
"SPO0914",1.06,0.04
"SPO0915",1.01,0.05
"SPO0916",0.93,0.03
"SPO0917",0.99,0.16
"SPO0918",1.01,0.02
"SPO0919",1.12,0.07
"SPO0920",0.86,0.08
"SPO0921",1.01,0.02
"SPO0922",0.98,0.02
"SPO0923",0.88,NA
"SPO0925",0.9,0.06
"SPO0927",0.94,0.02
"SPO0928",1.08,0.05
"SPO0929",1.09,0.09
"SPO0930",0.5,0.22
"SPO0931",0.9,0.33
"SPO0932",0.34,0.2
"SPO0933",0.81,0.12
"SPO0934",0.99,0.03
"SPO0935",0.98,0.03
"SPO0936",0.95,0.02
"SPO0937",0.97,0.04
"SPO0939",1.09,0.09
"SPO0940",0.54,0.54
"SPO0941",1.23,0.11
"SPO0942",1.08,0.02
"SPO0943",1.04,0.08
"SPO0944",1.03,0.02
"SPO0945",1.04,0.02
"SPO0946",0.79,0.07
"SPO0948",0.97,0.05
"SPO0949",1.01,0.03
"SPO0950",1.01,0.06
"SPO0951",1.02,0.07
"SPO0952",0.94,0.11
"SPO0953",0.96,0.05
"SPO0954",0.85,0.13
"SPO0955",1.01,0.02
"SPO0957",1.12,0.07
"SPO0958",0.91,0.05
"SPO0959",0.97,0.02
"SPO0960",1.24,0.21
"SPO0962",0.11,0.11
"SPO0964",0.96,0.03
"SPO0965",0.93,0.05
"SPO0966",0.98,0.03
"SPO0967",1.02,0.03
"SPO0968",1.09,0.03
"SPO0970",0.91,0.05
"SPO0971",0.95,0.02
"SPO0972",0.9,0.02
"SPO0973",0.63,0.34
"SPO0974",0.98,0.02
"SPO0975",0.98,0.04
"SPO0976",0.92,0.05
"SPO0977",0.97,0.02
"SPO0978",0.95,0.05
"SPO0980",1.14,0.07
"SPO0981",0.97,0.09
"SPO0982",0.97,0.11
"SPO0983",0.96,0.02
"SPO0984",0.95,0.07
"SPO0985",0.9,0.03
"SPO0986",1.04,0.04
"SPO0987",0.92,0.03
"SPO0988",0.89,0.04
"SPO0989",1.01,0.04
"SPO0990",0.94,0.05
"SPO0991",0.97,0.04
"SPO0992",1.06,0.06
"SPO0993",0.79,0.04
"SPO0995",0.65,0.23
"SPO0996",0.97,0.03
"SPO0997",1.03,0.04
"SPO0998",0.95,0.02
"SPO0999",0.98,0.02
"SPO1000",0.8,0.1
"SPO1001",0.88,0.05
"SPO1002",0.97,0.06
"SPO1003",0.12,0.12
"SPO1004",0.14,0.14
"SPO1005",1.01,0.04
"SPO1006",1,0.02
"SPO1007",1.09,0.02
"SPO1008",1.16,0.05
"SPO1009",0.92,0.03
"SPO1012",0.98,0.09
"SPO1013",0.95,0.12
"SPO1014",0.9,0.08
"SPO1015",1.02,0.07
"SPO1016",0.95,0.05
"SPO1017",0.96,0.15
"SPO1018",1.02,0.06
"SPO1019",0.94,NA
"SPO1020",0.98,0.05
"SPO1021",0.88,0.05
"SPO1022",1.07,0.05
"SPO1024",0.92,0.05
"SPO1025",0.95,0.04
"SPO1026",1.04,0.02
"SPO1027",1.04,0.05
"SPO1028",1.1,0.09
"SPO1029",0.94,0.07
"SPO1030",0.93,0.02
"SPO1031",0.77,0.26
"SPO1032",0.93,0.07
"SPO1033",0,0
"SPO1034",1.03,0.04
"SPO1036",1.02,0.02
"SPO1037",0.96,0.02
"SPO1038",0.96,0.02
"SPO1039",0.92,0.05
"SPO1040",1.04,0.08
"SPO1041",0.92,0.1
"SPO1042",0.98,0.05
"SPO1043",0.83,0.15
"SPO1044",0.9,0.07
"SPO1044a",1.03,0.04
"SPO1045",1.01,0.01
"SPO1046",0.98,0.01
"SPO1047",1,0
"SPO1048",0.96,0.01
"SPO1050",1.04,0.04
"SPO1051",0.88,0.06
"SPO1052",0.85,0.06
"SPO1053",1.08,0.03
"SPO1054",0.61,0.29
"SPO1055",1.07,0.01
"SPO1056",0.96,0.06
"SPO1057",0.98,0.04
"SPO1058",1.05,0.04
"SPO1059",0.98,0.03
"SPO1060",0.95,0.01
"SPO1061",1.02,0.02
"SPO1062",0.94,0.05
"SPO1063",0.97,0.07
"SPO1064",1.02,0.03
"SPO1065",0.94,0.06
"SPO1066",1.03,0.03
"SPO1067",1.03,0.02
"SPO1068",0.78,0.13
"SPO1069",1.02,0.06
"SPO1070",0.9,0.04
"SPO1071",0.99,0.04
